"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"1207","chr3",184053151,184053551,401,"*",2.83951517808086,3.23175119875241,2.12513653363615,1.29309926960427,0.0522009946193358,0.999820495462944,7.87,10.77,6.5,11.85,9.98,4.87,2.72,6.34,3.52,"HTR3C","+304","Not Significant",1.28232122202506,1.28232122202506,"Not Capped"
"1208","chr5",143434710,143435110,401,"*",4.43445768734624,4.45591721247435,4.40717646235352,0.260390044777772,0.383724024960218,0.999820495462944,18.39,25.15,15.18,27.69,23.32,23.68,13.22,30.84,17.13,"NR3C1","-31221","Not Significant",0.415981008774031,0.415981008774031,"Not Capped"
"1223","chr2",203705162,203705562,401,"*",4.60416170138514,4.38270942457573,4.84034568987635,-0.243075991571597,0.38420542098508,0.999820495462944,17.48,23.91,14.43,26.32,22.17,31.98,17.85,41.63,23.13,"CD28","-1186","Not Significant",0.415436511709366,0.415436511709366,"Not Capped"
"1263","chr7",2982848,2983248,401,"*",4.40818869349612,4.17689431333707,4.65327319010259,-0.261523357104253,0.385105856402472,0.999820495462944,15.15,20.73,12.51,22.82,19.22,28.09,15.68,36.57,20.31,"CARD11","+60897","Not Significant",0.41441987690067,0.41441987690067,"Not Capped"
"1275","chr8",16803780,16804180,401,"*",2.67628514506879,2.24494135171215,3.08013810378559,-0.609207649832936,0.385591175012964,0.999820495462944,3.97,5.43,3.28,5.98,5.04,9.44,5.27,12.29,6.83,"FGF20","+198201","Not Significant",0.413872914310262,0.413872914310262,"Not Capped"
"1303","chr10",86756293,86756693,401,"*",5.65407205837603,5.63715305003372,5.67494555850409,0.175112723471978,0.386340490790306,0.999820495462944,41.7,57.04,34.43,62.79,52.89,57.03,31.84,74.25,41.24,"BMPR1A","-157","Not Significant",0.413029772814893,0.413029772814893,"Not Capped"
"1305","chr15",40929127,40929527,401,"*",4.87902700382884,4.52187198318655,5.22853014627326,-0.491237281744957,0.0527915157092517,0.999820495462944,19.25,26.33,15.89,28.99,24.41,41.85,23.36,54.49,30.27,"DLL4","-66","Not Significant",1.27743586869208,1.27743586869208,"Not Capped"
"1306","chr15",38690664,38691064,401,"*",4.05109394128827,4.09373719635476,3.99595383490267,0.308614031700908,0.386355218012988,0.999820495462944,14.31,19.57,11.81,21.54,18.14,17.81,9.94,23.19,12.88,"RASGRP1","-126058","Not Significant",0.413013217911138,0.413013217911138,"Not Capped"
"1312","chr10",6927587,6927987,401,"*",4.36936094209042,4.39398381879548,4.33797934619328,0.267537905641048,0.38644354443136,0.999820495462944,17.61,24.09,14.54,26.53,22.34,22.57,12.6,29.39,16.33,"PRKCQ","-347486","Not Significant",0.412913943227646,0.412913943227646,"Not Capped"
"1323","chr7",132485531,132485931,401,"*",4.52476835281442,4.29904014635186,4.76483340347945,-0.251204800676191,0.386808031242893,0.999820495462944,16.49,22.56,13.62,24.84,20.92,30.35,16.94,39.51,21.95,"PLXNA4","+91570","Not Significant",0.412504517297771,0.412504517297771,"Not Capped"
"1328","chr14",35403841,35404241,401,"*",6.67517656921578,6.49654276484597,6.8712496015661,-0.161214072648931,0.387006549523904,0.999820495462944,75.65,103.48,62.46,113.93,95.95,130.68,72.96,170.14,94.51,"NFKBIA","+705","Not Significant",0.412281685115399,0.412281685115399,"Not Capped"
"1335","chr11",14974044,14974444,401,"*",4.16254339377995,3.91589896933124,4.42128158687126,-0.290208920808436,0.387247704316656,0.999820495462944,12.65,17.3,10.44,19.04,16.04,23.92,13.35,31.14,17.3,"CALCA","-1890","Not Significant",0.412011148147359,0.412011148147359,"Not Capped"
"1362","chr17",45317072,45317472,401,"*",7.49616115715548,7.48268793031316,7.51282765374196,0.183027166032661,0.388100802096643,0.999820495462944,149.85,204.98,123.72,225.67,190.07,203.87,113.82,265.43,147.44,"MAP3K14","-26296","Not Significant",0.411055459692899,0.411055459692899,"Not Capped"
"1402","chr22",37238449,37238849,401,"*",5.28557624336478,5.27625532852473,5.2971433352874,0.191766632971186,0.389088442796021,0.999820495462944,32.47,44.41,26.81,48.9,41.18,43.89,24.5,57.14,31.74,"RAC2","+5621","Not Significant",0.40995166897641,0.40995166897641,"Not Capped"
"1409","chr19",14472197,14472597,401,"*",5.33130364760129,5.13698961627728,5.54233397792116,-0.191508445436183,0.389236446375713,0.999820495462944,29.48,40.33,24.34,44.4,37.39,52.02,29.04,67.73,37.62,"PTGER1","+2965","Not Significant",0.409786501089243,0.409786501089243,"Not Capped"
"1420","chr11",92888516,92888916,401,"*",2.82452345473073,2.42103439147599,3.20853502787444,-0.563669030127925,0.389571631674388,0.999820495462944,4.49,6.14,3.7,6.76,5.69,10.32,5.76,13.43,7.46,"MTNR1B","-81004","Not Significant",0.409412675653375,0.409412675653375,"Not Capped"
"1423","chr11",65652506,65652906,401,"*",6.45214550315002,6.27445850522088,6.64730515190731,-0.159314445443448,0.389654032138266,0.999820495462944,64.86,88.72,53.55,97.67,82.26,111.89,62.47,145.68,80.92,"RELA","+10388","Not Significant",0.409320825324096,0.409320825324096,"Not Capped"
"1449","chr3",80739151,80739551,401,"*",3.48834766275549,3.57005699052217,3.37923953888803,0.399867388431072,0.390571452812213,0.999820495462944,9.95,13.61,8.22,14.99,12.62,11.61,6.48,15.12,8.4,"ROBO1","-971536","Not Significant",0.408299502828002,0.408299502828002,"Not Capped"
"1481","chr8",56445439,56445839,401,"*",3.36547887152859,3.039552642978,3.69059751485212,-0.432844428713943,0.391410670756118,0.999820495462944,6.89,9.42,5.69,10.37,8.74,14.41,8.05,18.76,10.42,"PENK","+391","Not Significant",0.407367338649073,0.407367338649073,"Not Capped"
"1482","chr12",53220453,53220853,401,"*",5.53681193595494,5.52179357501145,5.55536766890067,0.179208504659751,0.391433417478447,0.999820495462944,38.49,52.65,31.78,57.97,48.82,52.49,29.31,68.34,37.96,"RARG","+11599","Not Significant",0.407342100479327,0.407342100479327,"Not Capped"
"1483","chr9",21359867,21360267,401,"*",2.49853973987906,2.04789342597931,2.91576445565471,-0.638786686735618,0.391468438037471,0.999820495462944,3.46,4.74,2.86,5.22,4.39,8.42,4.7,10.97,6.09,"IFNA6","-8689","Not Significant",0.40730324698718,0.40730324698718,"Not Capped"
"1491","chr3",42265315,42265715,401,"*",3.51592959961673,3.20968821784523,3.82518434831554,-0.398034937189538,0.391750533778732,0.999820495462944,7.75,10.6,6.4,11.67,9.83,15.82,8.83,20.6,11.44,"CCK","+692","Not Significant",0.406990403112085,0.406990403112085,"Not Capped"
"1499","chr11",75328936,75329336,401,"*",4.6779434360977,4.46077810703428,4.91021424094752,-0.235108176470708,0.392021077200628,0.999820495462944,18.45,25.24,15.23,27.78,23.4,33.56,18.74,43.7,24.27,"ARRB1","+22569","Not Significant",0.406690582301365,0.406690582301365,"Not Capped"
"1560","chr6",43782752,43783152,401,"*",3.44856709569337,3.13240962534935,3.76586201417029,-0.41553840373037,0.393873212156335,0.999820495462944,7.35,10.05,6.07,11.06,9.32,15.18,8.48,19.77,10.98,"VEGFA","+12245","Not Significant",0.404643555134733,0.404643555134733,"Not Capped"
"1577","chr9",21195205,21195605,401,"*",3.24162620846391,2.90116746104378,3.57820933882842,-0.457850044045188,0.394397080198376,0.999820495462944,6.26,8.56,5.17,9.43,7.94,13.33,7.44,17.36,9.64,"IFNA7","+6800","Not Significant",0.40406630888911,0.40406630888911,"Not Capped"
"1581","chr13",21669962,21670362,401,"*",4.74935324384989,4.75682160953938,4.73996308872953,0.229281360016515,0.394542986591144,0.999820495462944,22.65,30.98,18.7,34.11,28.73,29.83,16.65,38.84,21.57,"FGF9","-1221","Not Significant",0.403905672245991,0.403905672245991,"Not Capped"
"1614","chr10",17229028,17229428,401,"*",5.479909092086,5.46493954394019,5.49840521035087,0.179355349684998,0.395532940686163,0.999820495462944,37.01,50.62,30.55,55.73,46.94,50.46,28.17,65.7,36.49,"VIM","+969","Not Significant",0.402817341843925,0.402817341843925,"Not Capped"
"1637","chr16",50693364,50693764,401,"*",4.48389689841177,4.25795104015962,4.72415891545854,-0.251158495259492,0.396234000582511,0.999820495462944,16.03,21.93,13.23,24.14,20.33,29.5,16.47,38.41,21.34,"NOD2","-3575","Not Significant",0.402048260670753,0.402048260670753,"Not Capped"
"1672","chr8",23137678,23138078,401,"*",3.19104302476796,2.44561911589461,3.780216159027,-1.10365969453829,0.0541861762030302,0.999820495462944,4.56,6.24,3.77,6.87,5.79,15.34,8.56,19.97,11.09,"TNFRSF10D","+26152","Not Significant",1.26611149509421,1.26611149509421,"Not Capped"
"1693","chr6",41333701,41334101,401,"*",4.46460777386432,4.24020299286581,4.70347395643274,-0.248493025318045,0.397773285905103,0.999820495462944,15.83,21.66,13.07,23.84,20.08,29.08,16.24,37.87,21.03,"NCR2","-1888","Not Significant",0.400364387057678,0.400364387057678,"Not Capped"
"1708","chr3",80709167,80709567,401,"*",3.42596916565048,3.5142677385586,3.30740734303804,0.415553367821481,0.39812205869312,0.999820495462944,9.57,13.09,7.9,14.42,12.14,11.05,6.17,14.39,7.99,"ROBO1","-941552","Not Significant",0.399983758855748,0.399983758855748,"Not Capped"
"1723","chr7",3092491,3092891,401,"*",4.67607442571422,4.68407674371055,4.66600870200241,0.230230181091688,0.398491977056847,0.999820495462944,21.54,29.46,17.78,32.43,27.32,28.34,15.82,36.89,20.49,"CARD11","-48746","Not Significant",0.399580417944192,0.399580417944192,"Not Capped"
"1730","chr9",114930390,114930790,401,"*",5.09224582934387,5.08565384478906,5.10044367799187,0.197753260918874,0.398805328413824,0.999820495462944,28.45,38.92,23.49,42.84,36.09,38.3,21.38,49.86,27.69,"TNFSF8","-173","Not Significant",0.399239047739364,0.399239047739364,"Not Capped"
"1755","chr4",70993360,70993760,401,"*",5.68456174112508,5.66674318330508,5.7065298482912,0.173089662573174,0.39937864576229,0.999820495462944,42.56,58.22,35.14,64.1,53.98,58.29,32.54,75.89,42.16,"DCK","+121","Not Significant",0.398615159984929,0.398615159984929,"Not Capped"
"1770","chr12",121038885,121039285,401,"*",4.63115266812912,4.24794353712011,5.00029780376887,-0.536292478762592,0.0545079372818881,0.999820495462944,15.92,21.78,13.14,23.97,20.19,35.73,19.95,46.52,25.84,"OASL","+157","Not Significant",1.26354025246219,1.26354025246219,"Not Capped"
"1778","chrX",47523367,47523767,401,"*",4.36769483717709,4.13800645976383,4.6113348551816,-0.258337365276435,0.399947655925125,0.999820495462944,14.75,20.18,12.18,22.21,18.71,27.28,15.23,35.52,19.73,"ARAF","-37533","Not Significant",0.397996844248072,0.397996844248072,"Not Capped"
"1780","chr3",55958593,55958993,401,"*",3.73621962336159,3.7962602036777,3.65747487492624,0.348771572105802,0.399952916753677,0.999820495462944,11.64,15.92,9.61,17.53,14.76,14.09,7.86,18.34,10.19,"WNT5A","-471151","Not Significant",0.397991131666063,0.397991131666063,"Not Capped"
"1798","chr17",30808910,30809310,401,"*",4.70703574287272,4.71464700555411,4.69746484673092,0.229235944245712,0.40037431835036,0.999820495462944,22,30.09,18.16,33.13,27.9,28.96,16.17,37.71,20.95,"CRLF3","+15666","Not Significant",0.397533787727259,0.397533787727259,"Not Capped"
"1870","chrX",1176639,1177039,401,"*",3.33848955511366,3.0182033840052,3.65910276421064,-0.422112911480978,0.402184807885107,0.999820495462944,6.79,9.28,5.6,10.22,8.61,14.1,7.87,18.36,10.2,"CRLF2","+35911","Not Significant",0.395574338454041,0.395574338454041,"Not Capped"
"1874","chr18",58658146,58658546,401,"*",5.60115912036789,5.58341878428732,5.62303210430294,0.173191201510642,0.402316666474429,0.999820495462944,40.17,54.95,33.17,60.5,50.95,55.01,30.71,71.62,39.78,"MALT1","-13040","Not Significant",0.395431975860381,0.395431975860381,"Not Capped"
"1901","chr11",77480657,77481057,401,"*",2.4194305995745,2.60888055940581,2.14117756180727,0.665405077176295,0.402981769895556,0.999820495462944,5.11,6.99,4.22,7.7,6.48,4.92,2.75,6.41,3.56,"PAK1","-6797","Not Significant",0.394714600044602,0.394714600044602,"Not Capped"
"1907","chr6",90218741,90219141,401,"*",4.89508876051612,4.69137221236658,5.11493751305703,-0.209349739191292,0.403177694107396,0.999820495462944,21.65,29.61,17.87,32.6,27.46,38.68,21.6,50.36,27.97,"BACH2","+77801","Not Significant",0.394503503333473,0.394503503333473,"Not Capped"
"1920","chr3",184298881,184299281,401,"*",6.77805081577352,6.75353534164049,6.80812070020234,0.158533533339943,0.403590446054039,0.999820495462944,90.4,123.66,74.64,136.14,114.66,125.09,69.83,162.86,90.46,"PSMD2","+372","Not Significant",0.394059123096975,0.394059123096975,"Not Capped"
"1924","chr6",137160649,137161049,401,"*",2.73521772648924,3.14911579640715,1.96086071033198,1.37218955762917,0.0552581029998993,0.999820495462944,7.43,10.17,6.14,11.19,9.43,4.35,2.43,5.66,3.14,"IL22RA2","+12799","Not Significant",1.25760402841005,1.25760402841005,"Not Capped"
"1964","chr7",79909328,79909728,401,"*",3.27342319832485,3.36815576444778,3.14552808893681,0.430612079997245,0.404734354406154,0.999820495462944,8.65,11.83,7.14,13.03,10.97,9.88,5.51,12.86,7.14,"GNAI1","-225260","Not Significant",0.392829930533584,0.392829930533584,"Not Capped"
"1970","chr9",89489897,89490297,401,"*",4.5543632793936,4.56536541192197,4.54049156458261,0.236850243985897,0.404947648778007,0.999820495462944,19.84,27.13,16.38,29.87,25.16,25.98,14.5,33.82,18.79,"SEMA4D","-71264","Not Significant",0.392601118307314,0.392601118307314,"Not Capped"
"1972","chr10",70602708,70603108,401,"*",4.65843792082037,4.44547431164732,4.88685166612566,-0.226954274324743,0.404983001976931,0.999820495462944,18.25,24.97,15.07,27.49,23.15,33.03,18.44,43,23.88,"PRF1","-133","Not Significant",0.392563204692843,0.392563204692843,"Not Capped"
"1984","chr6",90156875,90157275,401,"*",3.88800118678693,3.93809729325754,3.82283111964224,0.325494221969953,0.405394715138931,0.999820495462944,12.84,17.57,10.6,19.34,16.29,15.8,8.82,20.57,11.42,"BACH2","+139667","Not Significant",0.392121917214199,0.392121917214199,"Not Capped"
"1991","chr9",136758266,136758666,401,"*",4.45804621564921,4.04860711839677,4.84635143708326,-0.5813786809366,0.0554931763842907,0.999820495462944,13.86,18.97,11.45,20.88,17.59,32.11,17.93,41.81,23.22,"LCN8","-240","Not Significant",1.25576041581137,1.25576041581137,"Not Capped"
"2008","chrX",12978139,12978656,518,"*",4.79427080553833,4.79569176163934,4.79249264003792,0.21557311810083,0.40632245540326,0.999820495462944,23.27,31.83,19.21,35.04,29.52,30.93,17.27,40.28,22.37,"TMSB4X","+3288","Not Significant",0.391129175733542,0.391129175733542,"Not Capped"
"2028","chr5",40383983,40384383,401,"*",3.40639163646266,3.09449557379533,3.7202435740837,-0.40787666561081,0.406805598150276,0.999820495462944,7.16,9.79,5.91,10.78,9.08,14.71,8.21,19.15,10.64,"PTGER4","-295315","Not Significant",0.390613079276714,0.390613079276714,"Not Capped"
"2043","chr17",27808070,27808470,401,"*",5.11516917213278,5.10703286969523,5.12527544460582,0.194388131062432,0.407304843239993,0.999820495462944,28.87,39.5,23.84,43.48,36.62,38.96,21.75,50.72,28.18,"NOS2","-7771","Not Significant",0.390080425710964,0.390080425710964,"Not Capped"
"2054","chr17",16873501,16873901,401,"*",3.55655497769562,3.26038290293294,3.85754198114124,-0.379355624434734,0.407513408003878,0.999820495462944,8.03,10.98,6.63,12.09,10.18,16.18,9.03,21.07,11.7,"TNFRSF13B","+98387","Not Significant",0.389858097534306,0.389858097534306,"Not Capped"
"2056","chr1",151993644,151994044,401,"*",5.80747397912254,5.51486095507909,6.10551343535313,-0.376519267631904,0.055860282281526,0.999820495462944,38.31,52.4,31.63,57.69,48.59,76.86,42.91,100.07,55.58,"S100A10","+546","Not Significant",1.25289687398769,1.25289687398769,"Not Capped"
"2058","chr6",47309683,47310083,401,"*",4.88844242594081,4.88916108899182,4.88754359340483,0.214109259990582,0.407583953595191,0.999820495462944,24.83,33.96,20.5,37.39,31.49,33.04,18.45,43.02,23.9,"TNFRSF21","+22","Not Significant",0.389782922315861,0.389782922315861,"Not Capped"
"2070","chr9",120868709,120869109,401,"*",6.94676051386131,6.92312589947168,6.97576949155326,0.160491817128737,0.408039336203023,0.999820495462944,101.68,139.08,83.95,153.12,128.96,140.5,78.44,182.92,101.61,"PSMD5","-25925","Not Significant",0.389297967614935,0.389297967614935,"Not Capped"
"2071","chrX",138890919,138891319,401,"*",2.46500646278316,1.98050487717283,2.90497001884839,-0.693639640989673,0.408048059861014,0.999820495462944,3.31,4.52,2.73,4.98,4.19,8.36,4.67,10.89,6.05,"FGF13","+313887","Not Significant",0.389288682735531,0.389288682735531,"Not Capped"
"2115","chr1",161540091,161540491,401,"*",5.24933667482565,5.05708755774566,5.45841538283322,-0.187391098882729,0.409246877938247,0.999820495462944,27.89,38.15,23.03,42,35.38,49.08,27.4,63.9,35.49,"FCGR3A","+9553","Not Significant",0.388014625048247,0.388014625048247,"Not Capped"
"2137","chr21",44911517,44911917,401,"*",5.12576760164585,5.1167566646809,5.13695269921351,0.192477599707835,0.409782970636052,0.999820495462944,29.07,39.76,24,43.78,36.87,39.28,21.93,51.14,28.4,"ITGB2","+17156","Not Significant",0.387446093549425,0.387446093549425,"Not Capped"
"2139","chr4",142211258,142211658,401,"*",2.90527915376521,2.52264585865767,3.2739968460603,-0.529133313863109,0.409890104020422,0.999820495462944,4.81,6.59,3.97,7.25,6.11,10.8,6.03,14.06,7.81,"IL15","+574856","Not Significant",0.387332566731568,0.387332566731568,"Not Capped"
"2145","chr3",186827381,186827781,401,"*",5.87433513634266,5.85043467637556,5.90366444868861,0.159717311555337,0.410026017138035,0.999820495462944,48.34,66.12,39.91,72.8,61.31,66.83,37.31,87,48.33,"ADIPOQ","-15123","Not Significant",0.387188585375391,0.387188585375391,"Not Capped"
"2195","chr4",106316144,106316544,401,"*",6.17917156148042,6.15225208954788,6.21212956889341,0.153171184602765,0.411123932447017,0.999820495462944,59.59,81.51,49.2,89.74,75.58,82.76,46.2,107.74,59.85,"AIMP1","-163","Not Significant",0.386027241227068,0.386027241227068,"Not Capped"
"2199","chrX",129637314,129637714,401,"*",3.6108862459454,3.31681791185021,3.91013257285459,-0.376292928926299,0.411210813901796,0.999820495462944,8.35,11.42,6.89,12.57,10.59,16.78,9.37,21.85,12.14,"APLN","+17423","Not Significant",0.385935472913255,0.385935472913255,"Not Capped"
"2210","chr5",170254216,170254616,401,"*",4.04527798752726,3.79762522920561,4.30490352808991,-0.291696123541746,0.411650246947272,0.999820495462944,11.65,15.94,9.62,17.55,14.78,22.06,12.32,28.73,15.96,"LCP2","+43811","Not Significant",0.385471619720928,0.385471619720928,"Not Capped"
"2217","chr3",129626872,129627272,401,"*",4.85896681089091,4.65266571631316,5.08122013418991,-0.214184093431664,0.411896894334898,0.999820495462944,21.07,28.83,17.4,31.74,26.73,37.79,21.1,49.2,27.33,"PLXND1","-20254","Not Significant",0.385211482572112,0.385211482572112,"Not Capped"
"2269","chr1",12132995,12133395,401,"*",3.69828397251498,3.42466827841625,3.98036239019267,-0.339068689151454,0.413206442004901,0.999820495462944,9,12.31,7.43,13.55,11.41,17.62,9.84,22.94,12.74,"TNFRSF1B","-33808","Not Significant",0.383832916326251,0.383832916326251,"Not Capped"
