"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"31398","chr16",11622046,11622446,401,"*",4.5327603063039,4.1200218308603,4.92343332325987,-0.586882432630508,0.0434247586104444,0.999820495462944,14.57,19.93,12.03,21.94,18.48,33.87,18.91,44.1,24.5,"LITAF","-34683","Significant",1.36226258703039,1.36226258703039,"Not Capped"
"31462","chr6",156396473,156396873,401,"*",4.76139473801705,4.89871260524742,4.56904135777171,0.540216075229104,0.043660117796937,0.999820495462944,24.99,34.19,20.63,37.64,31.7,26.5,14.79,34.5,19.16,"ARID1B","-380701","Significant",1.3599150968795,1.3599150968795,"Not Capped"
"31679","chr6",130028242,130028642,401,"*",3.58037949905594,3.85175718767555,3.14850927323107,0.906339084974112,0.0444072649336416,0.999820495462944,12.1,16.55,9.99,18.22,15.34,9.9,5.53,12.89,7.16,"L3MBTL3","+14743","Significant",1.35254597442384,1.35254597442384,"Not Capped"
"31735","chr14",55026945,55027345,401,"*",6.00794793981351,6.08332434943165,5.90782753163444,0.388073059322652,0.0448059477101666,0.999820495462944,56.81,77.71,46.9,85.55,72.05,67.02,37.42,87.25,48.47,"WDHD1","-68","Significant",1.3486643322908,1.3486643322908,"Not Capped"
"32027","chr6",133790308,133791022,715,"*",4.10814817614995,3.61965366447686,4.55073542947398,-0.712196429260121,0.0457116788363495,0.999820495462944,10.3,14.09,8.5,15.51,13.06,26.16,14.61,34.06,18.92,"TCF21","-98473","Significant",1.33997282824089,1.33997282824089,"Not Capped"
"32189","chr7",25894672,25895072,401,"*",4.03697272436579,3.54368925935131,4.48269092046561,-0.719965888237616,0.0465775624534427,0.999820495462944,9.77,13.36,8.07,14.71,12.39,24.96,13.93,32.49,18.05,"NFE2L3","-257368","Significant",1.33182324316757,1.33182324316757,"Not Capped"
"32211","chr18",58863637,58864037,401,"*",4.56251839617818,4.15840384759731,4.94698276631005,-0.572016812093496,0.0465919694953468,0.999820495462944,14.96,20.46,12.35,22.53,18.98,34.43,19.22,44.83,24.9,"ZNF532","+1237","Significant",1.33168893104388,1.33168893104388,"Not Capped"
"32233","chr8",122798975,122799375,401,"*",5.83543579925274,5.91531233815175,5.72893860612502,0.398717095545292,0.0466457586054248,0.999820495462944,50.56,69.17,41.75,76.15,64.13,59.2,33.05,77.08,42.82,"ZHX2","+17781","Significant",1.33118783954882,1.33118783954882,"Not Capped"
"24","chr4",112515618,112516018,401,"*",4.48167677691688,4.63795762433054,4.2590216430144,0.588965119239056,0.0470608240214144,0.999820495462944,20.86,28.53,17.22,31.41,26.46,21.37,11.93,27.83,15.46,"NEUROG2","+354","Significant",1.32734047272268,1.32734047272268,"Not Capped"
"66","chr6",109491322,109491722,401,"*",4.48543789901192,4.06947110556711,4.87841873704307,-0.592248123274464,0.0472188422171776,0.999820495462944,14.07,19.24,11.61,21.18,17.84,32.83,18.33,42.75,23.74,"ZBTB24","-8285","Significant",1.32588466581416,1.32588466581416,"Not Capped"
"122","chr3",5019557,5019957,401,"*",4.73383571652817,4.86879760521179,4.5451756117815,0.534310562202189,0.0476240793198772,0.999820495462944,24.48,33.49,20.21,36.87,31.05,26.06,14.55,33.93,18.85,"BHLHE40","+40641","Significant",1.32217340712025,1.32217340712025,"Not Capped"
"599","chr14",64338536,64338936,401,"*",5.52874877125397,5.61566623963928,5.41217716500309,0.415725045205293,0.0495547571485659,0.999820495462944,41.08,56.19,33.92,61.87,52.11,47.53,26.54,61.88,34.37,"ESR2","-44376","Significant",1.30491464785474,1.30491464785474,"Not Capped"
"631","chr12",56007460,56007860,401,"*",4.84861511483112,4.48497786393072,5.20306351928955,-0.502609851192606,0.0498919035824098,0.999820495462944,18.76,25.66,15.49,28.25,23.8,41.12,22.96,53.53,29.74,"IKZF4","+1","Significant",1.30196992561454,1.30196992561454,"Not Capped"
"716","chr1",47444583,47444983,401,"*",3.73435578023168,3.16545861793524,4.22732167258218,-0.840110279185605,0.0504105627267224,0.999820495462944,7.52,10.28,6.21,11.32,9.53,20.91,11.67,27.22,15.12,"FOXD2","+8766","Not Significant",1.29747845456053,1.29747845456053,"Not Capped"
"761","chr16",67191961,67192361,401,"*",5.28006485868663,4.95325853269694,5.6058836968085,-0.437869615685967,0.0506635561448188,0.999820495462944,25.96,35.5,21.43,39.09,32.92,54.36,30.35,70.78,39.31,"E2F4","-8","Not Significant",1.29530432974744,1.29530432974744,"Not Capped"
"772","chr10",113092409,113092809,401,"*",3.06812198671015,2.26852251573923,3.68341037843099,-1.18236458250647,0.0506768179295063,0.999820495462944,4.04,5.52,3.33,6.08,5.12,14.34,8.01,18.67,10.37,"TCF7L2","+142202","Not Significant",1.29519066290941,1.29519066290941,"Not Capped"
"816","chr19",37217852,37218252,401,"*",5.08963479365584,5.19778311675687,4.94194541062575,0.467297825175314,0.0507452526432938,0.999820495462944,30.75,42.06,25.39,46.31,39,34.31,19.16,44.67,24.81,"ZNF585B","-7503","Not Significant",1.29460458094695,1.29460458094695,"Not Capped"
"1075","chr19",57888793,57889193,401,"*",4.60140058079292,4.7428324232139,4.40256073789636,0.550611287452992,0.0517016760885861,0.999820495462944,22.43,30.69,18.52,33.78,28.45,23.61,13.18,30.74,17.07,"ZNF814","+44","Not Significant",1.28649537752066,1.28649537752066,"Not Capped"
"1261","chr3",187745394,187745794,401,"*",5.89306163842899,5.96451994977648,5.79845432525933,0.378524099690589,0.0523272060787224,0.999820495462944,52.32,71.57,43.2,78.79,66.36,62.13,34.68,80.88,44.93,"BCL6","+133","Not Significant",1.28127245304911,1.28127245304911,"Not Capped"
"1403","chr1",113759042,113759442,401,"*",4.74793553557511,4.3719480433812,5.11169844623941,-0.524015914467547,0.0531243125842912,0.999820495462944,17.35,23.73,14.32,26.12,22,38.6,21.55,50.25,27.91,"PHTF1","+234","Not Significant",1.27470667657044,1.27470667657044,"Not Capped"
"1467","chr19",52897540,52897940,401,"*",5.51669867063818,5.60129220751273,5.40346545644433,0.409984224614792,0.0534332549697563,0.999820495462944,40.67,55.64,33.58,61.25,51.59,47.25,26.38,61.51,34.17,"ZNF320","-180","Not Significant",1.27218836928805,1.27218836928805,"Not Capped"
"1500","chr5",1930796,1931196,401,"*",3.62289299507366,3.04359691154399,4.12204972301478,-0.856096891847194,0.0537877187513124,0.999820495462944,6.91,9.45,5.7,10.4,8.76,19.44,10.85,25.31,14.06,"IRX4","-44012","Not Significant",1.2693168746571,1.2693168746571,"Not Capped"
"1781","chr10",101142203,101142603,401,"*",4.65680404166783,4.27666244387955,5.02366871406557,-0.53104611101925,0.0545903727326941,0.999820495462944,16.24,22.21,13.41,24.46,20.6,36.31,20.27,47.27,26.26,"TLX1","+11898","Not Significant",1.2628839404037,1.2628839404037,"Not Capped"
"1902","chr19",53425063,53425463,401,"*",4.18697058569776,3.73012942417518,4.60842312488146,-0.660284827036437,0.0549704249020641,0.999820495462944,11.12,15.21,9.18,16.74,14.1,27.23,15.2,35.45,19.69,"ZNF761","-21974","Not Significant",1.25987090607759,1.25987090607759,"Not Capped"
"1958","chr16",79484341,79484741,401,"*",3.19550238690253,2.46110579461409,3.77917866916615,-1.08868809452605,0.0552776197756221,0.999820495462944,4.61,6.31,3.81,6.95,5.85,15.33,8.56,19.95,11.08,"MAF","+116173","Not Significant",1.2574506657165,1.2574506657165,"Not Capped"
"2046","chr18",76062061,76062461,401,"*",2.2799914535629,1.1411078985933,3.03047912915542,-1.62504525051468,0.0558418535967131,0.999820495462944,1.85,2.53,1.53,2.78,2.34,9.12,5.09,11.87,6.6,"ZNF516","+432929","Not Significant",1.25304017431284,1.25304017431284,"Not Capped"
"2121","chr2",100876051,100876451,401,"*",3.53677971598037,2.92987825509305,4.05203118174309,-0.898561724839675,0.0560693152433042,0.999820495462944,6.38,8.73,5.27,9.61,8.1,18.52,10.34,24.11,13.39,"NPAS2","+56099","Not Significant",1.25127474776936,1.25127474776936,"Not Capped"
"2130","chr15",67065387,67065787,401,"*",4.95808708649926,5.07061822642944,4.80383132414114,0.478096152116988,0.05609658856091,0.999820495462944,28.16,38.51,23.25,42.4,35.71,31.18,17.41,40.59,22.55,"SMAD3","-258","Not Significant",1.25106354897951,1.25106354897951,"Not Capped"
"2163","chr10",61902644,61903044,401,"*",5.56851069401017,5.65109880394,5.45814782898662,0.405109229515384,0.0562868207266355,0.999820495462944,42.1,57.59,34.76,63.4,53.4,49.07,27.4,63.89,35.49,"ARID5B","+1544","Not Significant",1.24959328109415,1.24959328109415,"Not Capped"
"2283","chr7",64307201,64307601,401,"*",6.74008852500998,6.80601575867163,6.65320295770964,0.365676716798773,0.0566316711070633,0.999820495462944,93.75,128.24,77.4,141.18,118.91,112.35,62.72,146.27,81.25,"ZNF736","-6628","Not Significant",1.24694062287165,1.24694062287165,"Not Capped"
"2326","chrX",120250598,120250998,401,"*",5.68942472107556,5.76373082374121,5.59081390578883,0.385257059588829,0.0568597169761208,0.999820495462944,45.52,62.27,37.58,68.55,57.74,53.8,30.03,70.04,38.91,"ZBTB33","+46","Not Significant",1.2451953063764,1.2451953063764,"Not Capped"
"2465","chr9",105656271,105656671,401,"*",3.96325326527651,4.16817667416192,3.65785457642929,0.718145066783009,0.0572499674208577,0.999820495462944,15.06,20.6,12.44,22.68,19.1,14.09,7.87,18.34,10.19,"TAL2","-5986","Not Significant",1.24222475613123,1.24222475613123,"Not Capped"
"2551","chr19",56671513,56671913,401,"*",4.54846926687323,4.69020328065075,4.3491511103378,0.551168186168181,0.057483823669075,0.999820495462944,21.63,29.59,17.86,32.57,27.43,22.75,12.7,29.62,16.45,"ZNF835","+47","Not Significant",1.24045435147815,1.24045435147815,"Not Capped"
"2705","chr19",36797222,36797622,401,"*",5.65225612303897,5.72926404335659,5.54982937966026,0.391637601636522,0.0579634238777985,0.999820495462944,44.45,60.8,36.7,66.93,56.37,52.29,29.19,68.08,37.82,"ZNF850","-24608","Not Significant",1.23684596883033,1.23684596883033,"Not Capped"
"2948","chr19",21505352,21505752,401,"*",5.62600909256743,5.70542157270358,5.52017170795158,0.397466405751007,0.0589419641356285,0.999820495462944,43.72,59.8,36.09,65.84,55.45,51.23,28.6,66.7,37.05,"ZNF429","-12","Not Significant",1.22957539615741,1.22957539615741,"Not Capped"
"2992","chr19",37506534,37506934,401,"*",5.32030432826604,5.40882156789202,5.20142697301596,0.419351574920562,0.0590866438793252,0.999820495462944,35.59,48.69,29.39,53.6,45.15,41.07,22.93,53.47,29.7,"ZNF793","-16671","Not Significant",1.22851067724124,1.22851067724124,"Not Capped"
"3024","chr18",76680771,76681171,401,"*",3.14081081687207,3.46491734828637,2.59527917588499,1.06692181297833,0.0592085566019822,0.999820495462944,9.25,12.65,7.64,13.93,11.73,6.75,3.77,8.78,4.88,"ZNF236","-141636","Not Significant",1.22761552610657,1.22761552610657,"Not Capped"
"3119","chr5",175033286,175033686,401,"*",3.27332621655815,2.56544012414208,3.843526169765,-1.0497646329069,0.0597376548049794,0.999820495462944,4.96,6.78,4.09,7.47,6.29,16.02,8.95,20.86,11.59,"MSX2","+308953","Not Significant",1.223751831033,1.223751831033,"Not Capped"
"3141","chr1",53749760,53750160,401,"*",2.88843908178779,2.01664153600181,3.53636882196896,-1.28135051275341,0.059805137523303,0.999820495462944,3.39,4.64,2.8,5.11,4.3,12.95,7.23,16.86,9.37,"GLIS1","-15756","Not Significant",1.22326150661053,1.22326150661053,"Not Capped"
"3164","chr19",3785722,3786122,401,"*",4.5633670486268,4.17650023649804,4.93522035816394,-0.542530264887458,0.0599041411680101,0.999820495462944,15.15,20.72,12.51,22.81,19.22,34.15,19.07,44.46,24.7,"RAX2","-13701","Not Significant",1.22254315383357,1.22254315383357,"Not Capped"
"3228","chr1",199684857,199685257,401,"*",3.50247567458272,3.77207466874382,3.07421870221301,0.900346920822498,0.0600590525699226,0.999820495462944,11.45,15.66,9.45,17.24,14.52,9.4,5.25,12.24,6.8,"NR5A2","-342545","Not Significant",1.22142152306777,1.22142152306777,"Not Capped"
"3285","chr19",58098116,58098516,401,"*",6.80061784948641,6.86454656359636,6.71650497323449,0.360927164050987,0.0601980660019643,0.999820495462944,97.63,133.55,80.61,147.03,123.83,117.39,65.54,152.84,84.9,"ZSCAN18","+20110","Not Significant",1.22041746120342,1.22041746120342,"Not Capped"
"3372","chr9",126514376,126514776,401,"*",4.03746013618946,3.57566157928682,4.46227406484387,-0.668143453073275,0.060484318202078,0.999820495462944,9.99,13.66,8.25,15.04,12.67,24.61,13.74,32.04,17.79,"LMX1B","-99867","Not Significant",1.21835721048986,1.21835721048986,"Not Capped"
"3458","chr19",37469032,37469432,401,"*",6.11893954236115,6.18135899712588,6.0369145070541,0.357061460105319,0.0607968739019538,0.999820495462944,60.8,83.17,50.2,91.57,77.12,73.29,40.92,95.42,53,"ZNF570","+1460","Not Significant",1.21611875102389,1.21611875102389,"Not Capped"
"3904","chr2",207143473,207143873,401,"*",5.2121610472252,5.30602322150001,5.08553452549024,0.432160308237236,0.0625976790776205,0.999820495462944,33.15,45.34,27.37,49.92,42.04,37.9,21.16,49.35,27.41,"KLF7","+22272","Not Significant",1.20344176874593,1.20344176874593,"Not Capped"
"3927","chr1",209806000,209806400,401,"*",5.11480370059996,4.78701039392058,5.44140685696092,-0.439383364490114,0.0626128909026922,0.999820495462944,23.13,31.64,19.1,34.83,29.34,48.51,27.08,63.15,35.08,"IRF6","-156","Not Significant",1.20333624392128,1.20333624392128,"Not Capped"
"4130","chr3",70968182,70968582,401,"*",2.64245689288067,3.06411540663659,1.84576295680756,1.39826677491189,0.0634053407436383,0.999820495462944,7.01,9.59,5.79,10.55,8.89,4.01,2.24,5.22,2.9,"FOXP1","+615607","Not Significant",1.19787415918763,1.19787415918763,"Not Capped"
"4279","chr3",24662805,24663205,401,"*",3.8659832591062,4.07616438363072,3.55117572396305,0.731401138520529,0.064017265711091,0.999820495462944,14.13,19.33,11.67,21.28,17.92,13.08,7.31,17.04,9.46,"THRB","-168183","Not Significant",1.19370287926943,1.19370287926943,"Not Capped"
"4301","chr3",87276328,87276728,401,"*",3.06617786774732,3.41036325981216,2.47371008695636,1.13178831945252,0.0640794266347033,0.999820495462944,8.91,12.18,7.35,13.41,11.3,6.2,3.46,8.07,4.48,"POU1F1","-24","Not Significant",1.19328138285544,1.19328138285544,"Not Capped"
"4312","chr19",42220007,42220407,401,"*",6.52858475519154,6.25380809815013,6.81164973523151,-0.344082990369395,0.0641111879614191,0.999820495462944,63.93,87.46,52.79,96.28,81.09,125.39,70,163.26,90.68,"ZNF526","-64","Not Significant",1.19306617569295,1.19306617569295,"Not Capped"
"4357","chr6",109531806,109532206,401,"*",3.3174269128251,2.66842161060466,3.85631285555097,-0.961976239853794,0.064269464082852,0.999820495462944,5.33,7.29,4.4,8.02,6.76,16.17,9.03,21.05,11.69,"ZBTB24","-48769","Not Significant",1.19199532148108,1.19199532148108,"Not Capped"
"4390","chr3",71432617,71433017,401,"*",4.44575198674256,4.59037409499212,4.24184910825461,0.558475235293945,0.0644552970063391,0.999820495462944,20.18,27.61,16.66,30.4,25.6,21.12,11.79,27.5,15.27,"FOXP1","+151172","Not Significant",1.19074138605156,1.19074138605156,"Not Capped"
"4532","chr8",54430746,54431146,401,"*",2.76146122562678,1.87485552733293,3.41579915853174,-1.30065790435779,0.0649606360691988,0.999820495462944,3.07,4.2,2.54,4.63,3.9,11.91,6.65,15.51,8.62,"SOX17","-26989","Not Significant",1.18734973130397,1.18734973130397,"Not Capped"
"4543","chr1",41381665,41382065,401,"*",4.31648003791854,3.90067491164804,4.70934551573504,-0.59169567498488,0.0649812477380473,0.999820495462944,12.51,17.12,10.33,18.84,15.87,29.2,16.3,38.02,21.12,"FOXO6","+19934","Not Significant",1.18721195380134,1.18721195380134,"Not Capped"
"4586","chr1",213670283,213670683,401,"*",5.30724001619542,5.39361959914119,5.19144226331305,0.414012035910873,0.0652473745588127,0.999820495462944,35.22,48.18,29.08,53.04,44.67,40.79,22.77,53.11,29.5,"PROX1","-317460","Not Significant",1.18543695889482,1.18543695889482,"Not Capped"
"4685","chr20",31833330,31833730,401,"*",3.99670417464993,3.52050178567599,4.43117573172868,-0.691816432785002,0.065545801816109,0.999820495462944,9.61,13.15,7.94,14.48,12.19,24.08,13.44,31.35,17.42,"FOXS1","+12089","Not Significant",1.18345511948093,1.18345511948093,"Not Capped"
"4770","chr8",116120474,116120874,401,"*",4.42306219818732,4.02643928662509,4.80208093600491,-0.559223489325706,0.0656466579976877,0.999820495462944,13.65,18.68,11.27,20.56,17.32,31.14,17.39,40.54,22.52,"TRPS1","-451673","Not Significant",1.18278737848702,1.18278737848702,"Not Capped"
"4793","chr5",143230020,143230420,401,"*",3.80349762934507,3.28537342777776,4.26518445119859,-0.759667661254758,0.0656876355894842,0.999820495462944,8.17,11.17,6.74,12.3,10.36,21.46,11.98,27.95,15.52,"NR3C1","+173469","Not Significant",1.18251637017548,1.18251637017548,"Not Capped"
"5263","chr6",122157291,122157691,401,"*",3.38658017734763,2.76677671584046,3.90918891884022,-0.917164400239447,0.0672924495654812,0.999820495462944,5.7,7.8,4.71,8.59,7.23,16.77,9.36,21.83,12.13,"HSF2","-242055","Not Significant",1.17203366231398,1.17203366231398,"Not Capped"
"5600","chr2",230415970,230416370,401,"*",4.66893197542803,4.79142585730954,4.49956243558547,0.50252103692954,0.068431821045526,0.999820495462944,23.2,31.74,19.16,34.94,29.43,25.25,14.1,32.87,18.26,"SP100","-96","Not Significant",1.16474190279924,1.16474190279924,"Not Capped"
"5721","chr10",45145196,45145596,401,"*",2.2415066453087,2.7196429458817,1.26673720930933,1.61374854167669,0.0687991597471667,0.999820495462944,5.52,7.55,4.56,8.31,7,2.69,1.5,3.5,1.94,"ZNF22","+144921","Not Significant",1.1624168658255,1.1624168658255,"Not Capped"
"5766","chr7",115705065,115705465,401,"*",2.63406299201522,3.03733446525669,1.88955333648839,1.33098541334392,0.0688663223985042,0.999820495462944,6.88,9.41,5.68,10.36,8.72,4.14,2.31,5.38,2.99,"TFEC","+325476","Not Significant",1.16199310860291,1.16199310860291,"Not Capped"
"5819","chr17",4987334,4987734,401,"*",5.64477157092076,5.3568917290099,5.93887040573647,-0.367733301313091,0.0693739010569468,0.999820495462944,34.33,46.97,28.35,51.71,43.55,68.48,38.23,89.15,49.52,"CAMTA2","-422","Not Significant",1.15880388341787,1.15880388341787,"Not Capped"
"5874","chr19",21474626,21475026,401,"*",4.45874541337781,4.07310039362052,4.82969542757296,-0.540145461174133,0.0694694999891307,0.999820495462944,14.1,19.29,11.64,21.24,17.89,31.74,17.72,41.33,22.96,"ZNF429","-30738","Not Significant",1.15820582697483,1.15820582697483,"Not Capped"
"6035","chr1",200478518,200478918,401,"*",3.12862157912419,2.41680734756968,3.70084203476355,-1.05338732237949,0.069983813292378,0.999820495462944,4.47,6.12,3.69,6.74,5.67,14.52,8.1,18.9,10.5,"ZNF281","-68662","Not Significant",1.15500239728155,1.15500239728155,"Not Capped"
"6210","chr11",128694267,128694667,401,"*",4.83697267102482,4.49180248575815,5.17722855415984,-0.470110513504785,0.0704823876900355,0.999820495462944,18.85,25.79,15.56,28.39,23.91,40.39,22.55,52.58,29.21,"FLI1","+697","Not Significant",1.15191939201028,1.15191939201028,"Not Capped"
"6229","chr6",43143491,43143891,401,"*",5.1314115804605,4.81422584615434,5.4495345308239,-0.420470535038664,0.070599651934785,0.999820495462944,23.57,32.24,19.46,35.5,29.9,48.78,27.23,63.51,35.28,"SRF","-27608","Not Significant",1.15119744006965,1.15119744006965,"Not Capped"
"6260","chr1",227563382,227563782,401,"*",5.00579256108803,4.67626229355514,5.33377368263681,-0.442497036201556,0.0706185246010356,0.999820495462944,21.42,29.3,17.69,32.26,27.17,45.02,25.13,58.61,32.56,"ZNF678","+39","Not Significant",1.15108136018445,1.15108136018445,"Not Capped"
