"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"26025","chr10",47384311,47384711,401,"*",4.82921371437065,4.49951664484273,5.09740429118295,-0.498294775378925,0.0440649257796675,0.999789157560756,30.12,15.15,17.53,21.87,28.44,38.46,22.16,31.08,48.65,30.82,"ZNF488","-238","Significant",1.35590695704097,1.35590695704097,"Not Capped"
"26080","chr6",122082291,122082691,401,"*",3.53489939067935,2.93383822234087,3.95791935574114,-0.916037728014815,0.0442297744603593,0.999789157560756,10.17,5.12,5.92,7.39,9.61,17.46,10.06,14.11,22.08,13.99,"HSF2","-317055","Significant",1.35428527521035,1.35428527521035,"Not Capped"
"26113","chr19",16369116,16369516,401,"*",5.59264103299401,5.75506310127119,5.40958560043745,0.441741434066574,0.0444416018264141,0.999789157560756,71.91,36.17,41.85,52.21,67.9,47.76,27.51,38.59,60.4,38.26,"KLF2","+44499","Significant",1.3522102959995,1.3522102959995,"Not Capped"
"26155","chr12",124466140,124466540,401,"*",5.16758576457939,4.86138532978122,5.42003899517618,-0.459637697444397,0.0449756493733409,0.999789157560756,38.7,19.47,22.52,28.1,36.55,48.1,27.71,38.87,60.84,38.54,"NCOR2","+28912","Significant",1.34702255744939,1.34702255744939,"Not Capped"
"26176","chr22",22480934,22481334,401,"*",2.99352987066153,3.4452438691093,2.3322927912758,1.18986158934149,0.0450766307131109,0.999789157560756,14.5,7.29,8.44,10.53,13.69,5.66,3.26,4.57,7.16,4.53,"ZNF280B","+28020","Significant",1.34604855308265,1.34604855308265,"Not Capped"
"26273","chr19",36838049,36838449,401,"*",5.05105761942113,5.22375357626535,4.85484204635168,0.464550880219342,0.045764897179123,0.999789157560756,49.76,25.03,28.96,36.12,46.98,32.51,18.73,26.27,41.12,26.05,"ZNF790","+135","Significant",1.3394675090386,1.3394675090386,"Not Capped"
"26284","chr2",238239881,238240281,401,"*",4.88887765666615,4.56800749883807,5.15120633988574,-0.483758232758662,0.0458577925406213,0.999789157560756,31.58,15.88,18.38,22.93,29.82,39.93,23,32.27,50.5,31.99,"HES6","+43","Significant",1.3385868547631,1.3385868547631,"Not Capped"
"26479","chr11",12674229,12674629,401,"*",4.15392465935865,3.73022949106485,4.48102252649553,-0.648724073366682,0.0467181820268995,0.999789157560756,17.67,8.89,10.28,12.83,16.69,25.09,14.45,20.28,31.73,20.1,"TEAD1","-162","Significant",1.3305140655328,1.3305140655328,"Not Capped"
"26491","chr5",23440442,23440842,401,"*",3.12708210054965,2.39314737034997,3.61120803429454,-1.10165645633527,0.0467682584737506,0.999789157560756,6.99,3.52,4.07,5.08,6.6,13.73,7.91,11.1,17.37,11,"PRDM9","-66973","Significant",1.33004880176825,1.33004880176825,"Not Capped"
"26546","chr10",8416349,8416749,401,"*",4.11479741955764,3.66262549700334,4.45855586433849,-0.692796504977685,0.0469776234961701,0.999789157560756,16.86,8.48,9.81,12.24,15.92,24.7,14.23,19.96,31.24,19.79,"GATA3","+361856","Significant",1.32810895709024,1.32810895709024,"Not Capped"
"26734","chr1",247323048,247323448,401,"*",4.08137802723113,4.33891762739109,3.76765309880136,0.663663217884019,0.0478818132964062,0.999789157560756,26.95,13.55,15.68,19.56,25.44,15.3,8.81,12.37,19.35,12.26,"ZNF496","+8495","Significant",1.31982941111208,1.31982941111208,"Not Capped"
"27521","chr14",29168826,29169226,401,"*",3.64989460713398,3.96298310667381,3.24947046290714,0.802495445740023,0.0511120433775979,0.999789157560756,20.76,10.44,12.08,15.07,19.61,10.68,6.16,8.63,13.51,8.56,"FOXG1","+403638","Not Significant",1.29147675630017,1.29147675630017,"Not Capped"
"27587","chr6",31902106,31902506,401,"*",5.16658022956609,4.86881987789103,5.41327491667874,-0.44551509514672,0.0514382039098362,0.999789157560756,38.9,19.57,22.64,28.24,36.74,47.88,27.58,38.69,60.56,38.36,"ZBTB12","-314","Not Significant",1.28871420426862,1.28871420426862,"Not Capped"
"27663","chr2",191194069,191194469,401,"*",3.74176014293808,3.24209936471768,4.11217770925798,-0.764960886582882,0.0517243472152718,0.999789157560756,12.6,6.34,7.33,9.15,11.9,19.43,11.19,15.7,24.58,15.57,"STAT4","-43009","Not Significant",1.28630498162103,1.28630498162103,"Not Capped"
"27719","chr8",122782323,122782723,401,"*",5.35372929169132,5.06370300202231,5.59509705482151,-0.432609062324631,0.0519149024853689,0.999789157560756,44.53,22.4,25.92,32.33,42.05,54.31,31.28,43.89,68.69,43.52,"ZHX2","+1129","Not Significant",1.28470795740876,1.28470795740876,"Not Capped"
"124","chr12",124453460,124453860,401,"*",4.67077811298275,4.33738543317694,4.94140527235176,-0.504102372923924,0.0535414599476676,0.999789157560756,26.92,13.54,15.66,19.54,25.42,34.52,19.89,27.9,43.66,27.66,"NCOR2","+41592","Not Significant",1.27130979081492,1.27130979081492,"Not Capped"
"177","chr3",169278732,169279132,401,"*",2.83163125938432,3.28250155733478,2.17221731379532,1.18493519167923,0.0536895595629463,0.999789157560756,12.96,6.52,7.54,9.41,12.23,5.06,2.92,4.09,6.4,4.06,"MECOM","-132627","Not Significant",1.27011015871448,1.27011015871448,"Not Capped"
"364","chr21",29449358,29449758,401,"*",3.96530680552179,4.22823383303502,3.64353976313165,0.676764178283836,0.0544862545218203,0.999789157560756,24.96,12.55,14.52,18.12,23.56,14.04,8.09,11.35,17.76,11.25,"BACH1","+150142","Not Significant",1.26371304521414,1.26371304521414,"Not Capped"
"453","chr19",23395326,23395726,401,"*",5.42067499865241,5.13534860883801,5.65878198285441,-0.42481732675368,0.0547940144316874,0.999789157560756,46.8,23.54,27.23,33.98,44.19,56.76,32.7,45.87,71.79,45.48,"ZNF91","+34","Not Significant",1.26126688022486,1.26126688022486,"Not Capped"
"497","chr17",40647747,40648147,401,"*",4.62241884698903,4.81363045636659,4.40193550417993,0.50661402387737,0.0548770323955986,0.999789157560756,37.44,18.83,21.79,27.18,35.36,23.75,13.68,19.2,30.04,19.03,"SMARCE1","+561","Not Significant",1.26060938216033,1.26060938216033,"Not Capped"
"727","chr2",5862211,5862611,401,"*",3.17094890239902,2.49238002141272,3.63060636257908,-1.02527370618195,0.056148959788589,0.999789157560756,7.49,3.77,4.36,5.44,7.07,13.92,8.02,11.25,17.6,11.15,"SOX11","+169744","Not Significant",1.25065828503494,1.25065828503494,"Not Capped"
"814","chr6",34223965,34224365,401,"*",5.550600111131,5.26860493922169,5.78638497427029,-0.419252339557702,0.0566817990743544,0.999789157560756,51.33,25.82,29.87,37.26,48.47,62.01,35.72,50.11,78.43,49.69,"HMGA1","-12708","Not Significant",1.24655637374453,1.24655637374453,"Not Capped"
"857","chr6",28136875,28137275,401,"*",3.75907953483687,4.04975821299588,3.39466571938241,0.745188608237877,0.0567207433981426,0.999789157560756,22.05,11.09,12.83,16.01,20.82,11.82,6.81,9.55,14.95,9.47,"ZKSCAN8","-4863","Not Significant",1.24625808580109,1.24625808580109,"Not Capped"
"1033","chr13",40984786,40985186,401,"*",3.59885006570673,3.91292192100424,3.19681197067643,0.804790138804382,0.0571043738786033,0.999789157560756,20.06,10.09,11.67,14.56,18.94,10.3,5.93,8.33,13.03,8.25,"ELF1","+34328","Not Significant",1.24333062592941,1.24333062592941,"Not Capped"
"1122","chr10",79068913,79069313,401,"*",5.20369919799656,4.91566598261383,5.44368636788779,-0.429161588232356,0.0573760958091279,0.999789157560756,40.19,20.21,23.39,29.18,37.95,48.9,28.17,39.52,61.85,39.18,"ZMIZ1","+78","Not Significant",1.24126900691328,1.24126900691328,"Not Capped"
"1253","chr14",89500192,89500592,401,"*",3.40005967776599,2.81200352123361,3.81664152078606,-0.895456284045177,0.0579506693004782,0.999789157560756,9.35,4.7,5.44,6.79,8.83,15.83,9.12,12.79,20.02,12.68,"FOXN3","+118738","Not Significant",1.23694154379312,1.23694154379312,"Not Capped"
"1275","chr2",222157604,222158004,401,"*",2.31495699852414,1.18995011525214,2.93929204329256,-1.60056549932236,0.0580218431215165,0.999789157560756,3.04,1.53,1.77,2.21,2.87,8.62,4.96,6.96,10.9,6.91,"PAX3","+141177","Not Significant",1.23640847951835,1.23640847951835,"Not Capped"
"1285","chr16",88505388,88505788,401,"*",4.54452308682531,4.20096289061718,4.8218007713248,-0.520716591342711,0.0580463202966381,0.999789157560756,24.49,12.32,14.25,17.78,23.12,31.78,18.3,25.68,40.19,25.46,"ZFPM1","+52271","Not Significant",1.23622530608074,1.23622530608074,"Not Capped"
"1416","chr17",39813651,39814051,401,"*",4.98119602782467,5.14657167340841,4.79437912094191,0.447821285429463,0.0587677118722583,0.999789157560756,47.16,23.72,27.45,34.24,44.54,31.18,17.96,25.2,39.43,24.98,"IKZF3","+50337","Not Significant",1.23086121826292,1.23086121826292,"Not Capped"
"1832","chr3",87597008,87597408,401,"*",3.52784857842749,3.84773925520421,3.11620039500403,0.819964074764727,0.0607177543751527,0.999789157560756,19.17,9.64,11.16,13.92,18.1,9.74,5.61,7.87,12.32,7.81,"POU1F1","-320704","Not Significant",1.21668429904463,1.21668429904463,"Not Capped"
"2129","chr19",37078162,37078562,401,"*",5.23279871076074,5.38668005898431,5.06052244689205,0.422211258363345,0.061868278465572,0.999789157560756,55.7,28.02,32.42,40.44,52.6,37.49,21.6,30.3,47.42,30.04,"ZNF420","-118","Not Significant",1.20853196840386,1.20853196840386,"Not Capped"
"2194","chr8",123274206,123274606,401,"*",5.83984942401382,5.56420704673276,6.07118055374912,-0.408691787586476,0.0621159205785343,0.999789157560756,63,31.69,36.66,45.74,59.49,75.54,43.52,61.05,95.55,60.53,"ZHX1","+81","Not Significant",1.20679707400606,1.20679707400606,"Not Capped"
"2380","chr6",42452970,42453370,401,"*",4.89407795005244,4.59321629750308,5.14289519913347,-0.450374936386478,0.0630650408970959,0.999789157560756,32.14,16.16,18.7,23.33,30.35,39.7,22.87,32.08,50.21,31.81,"TRERF1","-1119","Not Significant",1.2002113182964,1.2002113182964,"Not Capped"
"2425","chrX",49043459,49043859,401,"*",5.34090665136004,5.06209765567022,5.57446196220314,-0.413726648021996,0.063238981988873,0.999789157560756,44.48,22.37,25.89,32.29,42,53.54,30.84,43.27,67.72,42.9,"TFE3","-173","Not Significant",1.19901512988742,1.19901512988742,"Not Capped"
"2521","chr3",71130487,71130887,401,"*",4.48939274622733,4.68454674931942,4.26364828976451,0.515521838349966,0.063549576894326,0.999789157560756,34.24,17.22,19.93,24.86,32.33,21.58,12.43,17.44,27.3,17.29,"FOXP1","+453302","Not Significant",1.19688733658238,1.19688733658238,"Not Capped"
"2576","chr7",112206346,112206746,401,"*",6.40066568201482,6.12031431969996,6.63530132139859,-0.416980383958899,0.0637199822682336,0.999789157560756,92.63,46.59,53.91,67.25,87.46,111.69,64.34,90.26,141.27,89.49,"ZNF277","-42","Not Significant",1.19572435372479,1.19572435372479,"Not Capped"
"2706","chr20",22665213,22665613,401,"*",3.07972269901631,3.47872452631601,2.526306535199,1.03305756193223,0.0643326985982725,0.999789157560756,14.84,7.47,8.64,10.78,14.02,6.47,3.73,5.23,8.19,5.19,"FOXA2","-80950","Not Significant",1.19156823063356,1.19156823063356,"Not Capped"
"2772","chr18",35267195,35267595,401,"*",4.58007432175003,4.76510660987777,4.36777019872135,0.49213982213156,0.0645712748302078,0.999789157560756,36.21,18.21,21.07,26.29,34.19,23.2,13.36,18.75,29.34,18.59,"ZSCAN30","+22837","Not Significant",1.18996063923673,1.18996063923673,"Not Capped"
"3092","chr1",200039322,200039722,401,"*",3.90741818747713,4.16547237075892,3.59292833929186,0.663790917421835,0.0657176089068666,0.999789157560756,23.89,12.02,13.9,17.35,22.56,13.56,7.81,10.96,17.15,10.86,"NR5A2","+11920","Not Significant",1.18231824647624,1.18231824647624,"Not Capped"
"3112","chr18",22008899,22009299,401,"*",2.93171593070489,2.18383006519843,3.42179768826867,-1.11948777692751,0.0657868660491931,0.999789157560756,6.05,3.04,3.52,4.39,5.71,12.04,6.94,9.73,15.23,9.65,"GATA6","-160344","Not Significant",1.18186080200471,1.18186080200471,"Not Capped"
"3167","chrX",135344374,135344774,401,"*",4.60113931547557,4.2744972437918,4.86730783707139,-0.493001039302837,0.0659660174299294,0.999789157560756,25.77,12.96,15,18.71,24.33,32.79,18.89,26.5,41.48,26.28,"ZNF449","-222","Not Significant",1.18067973481322,1.18067973481322,"Not Capped"
"3179","chr16",25373825,25374225,401,"*",2.55199790332076,3.05111717826421,1.78256864529687,1.333694426529,0.0660263752249756,0.999789157560756,11.04,5.55,6.42,8.01,10.42,3.87,2.23,3.12,4.89,3.1,"ZKSCAN2","-116094","Not Significant",1.18028254435961,1.18028254435961,"Not Capped"
"3267","chr8",144755411,144755811,401,"*",5.6938768080204,5.42209435074584,5.92248551931708,-0.401991864660867,0.0663792157154752,0.999789157560756,57.09,28.71,33.22,41.45,53.91,68.14,39.25,55.07,86.19,54.6,"ZNF251","-6","Not Significant",1.1779678831786,1.1779678831786,"Not Capped"
"3365","chr1",150879210,150879610,401,"*",3.14858985567631,3.53578061064192,2.61775844787383,1.00051465113751,0.0669382535495657,0.999789157560756,15.44,7.77,8.99,11.21,14.58,6.9,3.97,5.57,8.72,5.53,"ARNT","-2642","Not Significant",1.17432562277718,1.17432562277718,"Not Capped"
"3442","chr20",59123079,59123479,401,"*",4.6359044184118,4.31535974866518,4.89801580327377,-0.482741188391203,0.0672481532586524,0.999789157560756,26.51,13.33,15.43,19.25,25.03,33.5,19.3,27.07,42.37,26.84,"ZNF831","-102","Not Significant",1.17231963757967,1.17231963757967,"Not Capped"
"3461","chr2",66826885,66827285,401,"*",2.88425007963408,3.30948417141662,2.27867561281188,1.10833842289604,0.0672856644298438,0.999789157560756,13.2,6.64,7.68,9.58,12.46,5.45,3.14,4.41,6.9,4.37,"MEIS1","+391685","Not Significant",1.17207745467934,1.17207745467934,"Not Capped"
"3570","chr4",102614200,102614600,401,"*",3.85846248454943,4.12222226056302,3.53544565010678,0.67840443663535,0.0677322957371733,0.999789157560756,23.19,11.66,13.49,16.83,21.9,13.03,7.5,10.53,16.48,10.44,"NFKB1","+113071","Not Significant",1.16920420404683,1.16920420404683,"Not Capped"
"3635","chr9",136218322,136218722,401,"*",3.74005212507049,4.01807119772442,3.39535110193779,0.712916206318634,0.0680900754189989,0.999789157560756,21.57,10.85,12.55,15.66,20.37,11.82,6.81,9.55,14.95,9.47,"LHX3","-15364","Not Significant",1.16691618478131,1.16691618478131,"Not Capped"
"3657","chrX",135521281,135521681,401,"*",4.60825169027278,4.28585781999932,4.87159652950939,-0.485719006770178,0.0681472886232197,0.999789157560756,25.97,13.06,15.11,18.86,24.52,32.89,18.95,26.58,41.6,26.35,"ZNF449","+176685","Not Significant",1.166551418764,1.166551418764,"Not Capped"
"3690","chr11",125221222,125221622,401,"*",3.32292991010174,3.66693675619869,2.87032661239772,0.882582950896832,0.0682792498639951,0.999789157560756,16.91,8.51,9.84,12.28,15.97,8.22,4.73,6.64,10.39,6.58,"PKNOX2","+56716","Not Significant",1.16571125881854,1.16571125881854,"Not Capped"
"3701","chr7",322076,322476,401,"*",4.9504198442662,5.10981144481717,4.77120567792297,0.434195005552747,0.0682821966793336,0.999789157560756,45.98,23.12,26.76,33.38,43.42,30.68,17.67,24.79,38.81,24.58,"FOXL3","+32106","Not Significant",1.16569251581789,1.16569251581789,"Not Capped"
"3888","chr19",41927565,41927965,401,"*",4.23876404727011,3.8670717977821,4.53404579344136,-0.565653108057798,0.0690756277899389,0.999789157560756,19.43,9.77,11.31,14.11,18.35,26.03,14.99,21.04,32.92,20.86,"ERFL","+751","Not Significant",1.16067515933266,1.16067515933266,"Not Capped"
"3899","chr19",921680,922080,401,"*",4.71057942970745,4.88375512437233,4.51374409757898,0.465196042341782,0.069218215959789,0.999789157560756,39.31,19.77,22.88,28.54,37.12,25.67,14.78,20.74,32.46,20.56,"ARID3A","-4157","Not Significant",1.15977959846581,1.15977959846581,"Not Capped"
"4055","chr2",28390447,28390847,401,"*",5.5010378873071,5.2296118281284,5.72939460228487,-0.401262241818335,0.0699140132986194,0.999789157560756,49.96,25.13,29.07,36.27,47.17,59.61,34.34,48.17,75.39,47.76,"FOSL2","-2211","Not Significant",1.15543576719701,1.15543576719701,"Not Capped"
"4130","chr10",132696972,132697372,401,"*",3.61508314857222,3.11164184165134,3.98756492179478,-0.769991754197779,0.0700839034506527,0.999789157560756,11.51,5.79,6.7,8.36,10.87,17.82,10.27,14.4,22.54,14.28,"NKX6-2","+88880","Not Significant",1.15438171734414,1.15438171734414,"Not Capped"
"4230","chr19",57916418,57916818,401,"*",5.28816907051,5.43423188968772,5.12563518081497,0.404721924587284,0.070416012037901,0.999789157560756,57.57,28.96,33.5,41.8,54.36,39.22,22.59,31.7,49.61,31.43,"ZNF417","-42","Not Significant",1.15232857453673,1.15232857453673,"Not Capped"
"4329","chr6",27518498,27518898,401,"*",3.15400763350321,3.52792969687969,2.64791938559163,0.96294697985034,0.0707264626869617,0.999789157560756,15.36,7.72,8.94,11.15,14.5,7.04,4.06,5.69,8.91,5.64,"ZNF184","-45580","Not Significant",1.15041806217698,1.15041806217698,"Not Capped"
"4408","chr6",45328279,45328679,401,"*",3.30022818825086,3.65102417692062,2.83575556525574,0.900647829843369,0.0709816334465772,0.999789157560756,16.73,8.41,9.73,12.14,15.79,8.02,4.62,6.48,10.15,6.43,"RUNX2","+110","Not Significant",1.1488540107834,1.1488540107834,"Not Capped"
"4419","chr3",142039492,142039892,401,"*",3.0654915757862,3.46467764185994,2.5117188222473,1.0338520919162,0.0710063161345831,0.999789157560756,14.7,7.39,8.55,10.67,13.88,6.41,3.69,5.18,8.1,5.13,"TFDP2","+109829","Not Significant",1.14870301831765,1.14870301831765,"Not Capped"
"4440","chr1",53739098,53739498,401,"*",3.90733905975022,4.16088657105208,3.5995253523169,0.653021068001592,0.0710287193443114,0.999789157560756,23.82,11.98,13.86,17.29,22.49,13.62,7.85,11.01,17.23,10.91,"GLIS1","-5094","Not Significant",1.14856601563504,1.14856601563504,"Not Capped"
"4461","chr15",76368159,76368559,401,"*",2.57785275792784,1.69498739089163,3.12155717737909,-1.29736383345769,0.0712911501184162,0.999789157560756,4.31,2.17,2.51,3.13,4.07,9.78,5.63,7.9,12.37,7.83,"ISL2","+31635","Not Significant",1.14696437888986,1.14696437888986,"Not Capped"
"4548","chr1",18645297,18645697,401,"*",3.52119754573646,3.828744474003,3.12981460535994,0.787385819044186,0.0715466419298434,0.999789157560756,18.92,9.52,11.01,13.74,17.86,9.83,5.67,7.95,12.44,7.88,"PAX7","+14491","Not Significant",1.14541074521047,1.14541074521047,"Not Capped"
"4570","chr1",212608435,212608835,401,"*",4.8117675229091,4.51096939746097,5.06054137043453,-0.450123634626878,0.0716837915890049,0.999789157560756,30.36,15.27,17.67,22.04,28.67,37.49,21.6,30.3,47.42,30.04,"ATF3","-35","Not Significant",1.14457903149,1.14457903149,"Not Capped"
"4637","chr18",78874914,78875314,401,"*",3.54671425952534,3.03301045256275,3.92475754561506,-0.785509210119502,0.0720462498176402,0.999789157560756,10.9,5.48,6.34,7.91,10.29,17.06,9.83,13.79,21.58,13.67,"SALL3","-105161","Not Significant",1.14238862034469,1.14238862034469,"Not Capped"
"4703","chr2",241617467,241617867,401,"*",4.19604383560089,4.41312816364738,3.94040810208134,0.566277926544317,0.0721739861831587,0.999789157560756,28.37,14.27,16.51,20.59,26.79,17.25,9.94,13.94,21.82,13.82,"THAP4","+19782","Not Significant",1.14161930787193,1.14161930787193,"Not Capped"
"4973","chr1",24964941,24965341,401,"*",5.50455004251744,5.2372142304293,5.73000706395336,-0.394326311486116,0.0736011608395284,0.999789157560756,50.22,25.26,29.23,36.46,47.42,59.63,34.35,48.19,75.43,47.78,"RUNX3","-131","Not Significant",1.133115335904,1.133115335904,"Not Capped"
"5004","chr18",48161587,48161987,401,"*",4.50651453649544,4.1783471171054,4.77369355133064,-0.495161735441595,0.0736162462093211,0.999789157560756,24.11,12.12,14.03,17.5,22.76,30.73,17.7,24.84,38.87,24.63,"ZBTB7C","+3779","Not Significant",1.13302633158022,1.13302633158022,"Not Capped"
"5154","chr3",39152708,39153108,401,"*",5.53764646112038,5.26997657466428,5.76334084484536,-0.394887828434207,0.0740112705960636,0.999789157560756,51.38,25.84,29.9,37.3,48.51,61.03,35.15,49.32,77.19,48.9,"CSRNP1","+667","Not Significant",1.13070213993163,1.13070213993163,"Not Capped"
