# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	OR4F16 (-115333)
Region886	ARID1A (+1093)
Region887	ARID1A (+1399)
Region888	ARID1A (+38423)
Region889	PIGV (-43958)
Region890	PIGV (-336)
Region891	PIGV (+942)
Region892	ZDHHC18 (-16387)
Region893	ZDHHC18 (-7880)
Region894	ZDHHC18 (-5753)
Region895	ZDHHC18 (-80)
Region896	ZDHHC18 (+7019)
Region897	SFN (+1840)
Region898	GPN2 (+135)
Region899	GPATCH3 (+70)
Region900	NUDC (+8)
Region901	KDF1 (+10473)
Region902	KDF1 (+53)
Region903	TRNP1 (+4205)
Region904	FAM46B (-31976)
Region905	FAM46B (-65831)
Region906	SLC9A1 (+52102)
Region907	SLC9A1 (+42528)
Region908	SLC9A1 (+33101)
Region909	SLC9A1 (-365)
Region910	SLC9A1 (-20271)
Region911	SLC9A1 (-30942)
Region912	SLC9A1 (-33485)
Region913	WDTC1 (-36364)
Region914	WDTC1 (-29840)
Region915	WDTC1 (-139)
Region916	TMEM222 (+80)
Region917	SYTL1 (-3090)
Region918	SYTL1 (-1426)
Region919	SYTL1 (+9959)
Region920	MAP3K6 (+9308)
Region921	GPR3 (-90)
Region922	WASF2 (+48474)
Region923	WASF2 (+28108)
Region924	WASF2 (+12590)
Region925	WASF2 (-120)
Region926	WASF2 (-15105)
Region927	WASF2 (-32917)
Region928	WASF2 (-35777)
Region929	AHDC1 (+35023)
Region930	AHDC1 (+27120)
Region931	AHDC1 (-273)
Region932	AHDC1 (-5436)
Region933	IFI6 (+12977)
Region934	IFI6 (+12172)
Region935	IFI6 (+9067)
Region936	IFI6 (+2749)
Region937	IFI6 (-189)
Region938	IFI6 (-14518)
Region939	FAM76A (-117)
Region940	STX12 (+2)
Region941	PPP1R8 (-26354)
Region942	PPP1R8 (-10058)
Region943	PPP1R8 (+184)
Region944	THEMIS2 (-19409)
Region945	THEMIS2 (-14337)
Region946	THEMIS2 (-3519)
Region947	THEMIS2 (+139)
Region948	THEMIS2 (+14831)
Region949	RPA2 (+19138)
Region950	RPA2 (+14)
Region951	SMPDL3B (+260)
Region952	XKR8 (+567)
Region953	XKR8 (+1154)
Region954	XKR8 (+15998)
Region955	XKR8 (+27118)
Region956	XKR8 (+43865)
Region957	EYA3 (+174)
Region958	PTAFR (-22483)
Region959	PTAFR (-25335)
Region960	DNAJC8 (+145)
Region961	ATPIF1 (+144)
Region962	ATPIF1 (+10968)
Region963	SESN2 (-2332)
Region964	SESN2 (+77)
Region965	MED18 (-15200)
Region966	MED18 (+67)
Region967	MED18 (+40675)
Region968	MED18 (+51186)
Region969	PHACTR4 (-28667)
Region970	PHACTR4 (+18199)
Region971	RCC1 (-31801)
Region972	RCC1 (-23703)
Region973	RCC1 (-12161)
Region974	RCC1 (+98)
Region975	TRNAU1AP (-48)
Region976	RAB42 (-10469)
Region977	TAF12 (+26)
Region978	TAF12 (-5532)
Region979	GMEB1 (-35)
Region980	GMEB1 (+1043)
Region981	YTHDF2 (-22631)
Region982	YTHDF2 (+247)
Region983	YTHDF2 (+31868)
Region984	OPRD1 (-36763)
Region985	OPRD1 (-26846)
Region986	OPRD1 (-5790)
Region987	EPB41 (-30111)
Region988	EPB41 (-17839)
Region989	EPB41 (-1914)
Region990	EPB41 (+133)
Region991	EPB41 (+13899)
Region992	EPB41 (+18967)
Region993	EPB41 (+27413)
Region994	EPB41 (+28366)
Region995	EPB41 (+41268)
Region996	TMEM200B (+24557)
Region997	TMEM200B (+20775)
Region998	TMEM200B (+1065)
Region999	SRSF4 (+256)
Region1000	MECR (+24412)
Region1001	MECR (-85)
Region1002	PTPRU (+18)
Region1003	PTPRU (+23188)
Region1004	PTPRU (+86660)
Region1005	PTPRU (+158223)
Region1006	PTPRU (+200255)
Region1007	PTPRU (+262789)
Region1008	PTPRU (+312226)
Region1009	PTPRU (+317449)
Region1010	PTPRU (+373908)
Region1011	PTPRU (+487087)
Region1012	PTPRU (+614083)
Region1013	PTPRU (+665452)
Region1014	MATN1 (+723323)
Region1015	MATN1 (+714922)
Region1016	MATN1 (+709063)
Region1017	MATN1 (+689600)
Region1018	MATN1 (+687725)
Region1019	MATN1 (+671536)
Region1020	MATN1 (+654750)
Region1021	MATN1 (+639499)
Region1022	MATN1 (+616441)
Region1023	MATN1 (+570910)
Region1024	MATN1 (+495619)
Region1025	MATN1 (+459494)
Region1026	MATN1 (+408350)
Region1027	MATN1 (+343177)
Region1028	MATN1 (+285009)
Region1029	MATN1 (+282937)
Region1030	MATN1 (+280095)
Region1031	MATN1 (+247726)
Region1032	MATN1 (+201111)
Region1033	MATN1 (+167991)
Region1034	MATN1 (+155125)
Region1035	MATN1 (+108312)
Region1036	MATN1 (+87535)
Region1037	MATN1 (+71817)
Region1038	MATN1 (+68079)
Region1039	MATN1 (+65548)
Region1040	MATN1 (+4777)
Region1041	LAPTM5 (+13840)
Region1042	LAPTM5 (+1034)
Region1043	LAPTM5 (+64)
Region1044	LAPTM5 (-21854)
Region1045	LAPTM5 (-24885)
Region1046	LAPTM5 (-42990)
Region1047	LAPTM5 (-43978)
Region1048	LAPTM5 (-66744)
Region1049	SDC3 (+64053)
Region1050	SDC3 (+17135)
Region1051	PUM1 (+55049)
Region1052	PUM1 (+29058)
Region1053	PUM1 (+9136)
Region1054	PUM1 (+151)
Region1055	PUM1 (-5953)
Region1056	NKAIN1 (+84240)
Region1057	NKAIN1 (+19370)
Region1058	ZCCHC17 (+74)
Region1059	ZCCHC17 (+9893)
Region1060	FABP3 (+11886)
Region1061	SERINC2 (-14663)
Region1062	SERINC2 (+22424)
Region1063	SERINC2 (+74983)
Region1064	TINAGL1 (-27546)
Region1065	TINAGL1 (-18487)
Region1066	TINAGL1 (+17843)
Region1067	PEF1 (-47)
Region1068	COL16A1 (+20062)
Region1069	ADGRB2 (+24602)
Region1070	ADGRB2 (-25015)
Region1071	SPOCD1 (+731)
Region1072	SPOCD1 (+428)
Region1073	SPOCD1 (-11118)
Region1074	SPOCD1 (-32776)
Region1075	PTP4A2 (+29893)
Region1076	PTP4A2 (+15013)
Region1077	PTP4A2 (-4029)
Region1078	PTP4A2 (-18894)
Region1079	PTP4A2 (-24882)
Region1080	PTP4A2 (-44656)
Region1081	KHDRBS1 (-14709)
Region1082	KHDRBS1 (+167)
Region1083	KHDRBS1 (+26983)
Region1084	TMEM39B (-23097)
Region1085	TMEM39B (-16389)
Region1086	TMEM39B (+251)
Region1087	TMEM39B (+10224)
Region1088	KPNA6 (+149)
Region1089	TXLNA (-415)
Region1090	CCDC28B (+724)
Region1091	DCDC2B (-3352)
Region1092	EIF3I (-6)
Region1093	LCK (-10346)
Region1094	LCK (-2838)
Region1095	LCK (-1131)
Region1096	HDAC1 (-18181)
Region1097	HDAC1 (+102)
Region1098	MARCKSL1 (+521)
Region1099	TSSK3 (-10701)
Region1100	TSSK3 (-17)
Region1101	TSSK3 (+32336)
Region1102	TSSK3 (+38724)
Region1103	TSSK3 (+44276)
Region1104	ZBTB8B (-51051)
Region1105	ZBTB8B (-24503)
Region1106	ZBTB8B (+107)
Region1107	ZBTB8B (+9858)
Region1108	ZBTB8A (-18607)
Region1109	ZBTB8OS (+38126)
Region1110	ZBTB8OS (+10238)
Region1111	RBBP4 (-146)
Region1112	SYNC (+1192)
Region1113	SYNC (-9265)
Region1114	KIAA1522 (+459)
Region1115	KIAA1522 (+12099)
Region1116	KIAA1522 (+31210)
Region1117	S100PBP (+110)
Region1118	TMEM54 (-24240)
Region1119	RNF19B (+27232)
Region1120	RNF19B (+99)
Region1121	AK2 (+26414)
Region1122	AK2 (+139)
Region1123	AK2 (-21471)
Region1124	AZIN2 (-1184)
Region1125	AZIN2 (+17400)
Region1126	AZIN2 (+45204)
Region1127	TRIM62 (+10066)
Region1128	TRIM62 (+63)
Region1129	TRIM62 (-6474)
Region1130	ZNF362 (-8602)
Region1131	ZNF362 (-215)
Region1132	A3GALT2 (+25605)
Region1133	A3GALT2 (+22319)
Region1134	PHC2 (+25713)
Region1135	PHC2 (+7539)
Region1136	PHC2 (-1617)
Region1137	ZSCAN20 (-41719)
Region1138	ZSCAN20 (-34448)
Region1139	ZSCAN20 (-167)
Region1140	ZSCAN20 (+6786)
Region1141	ZSCAN20 (+77224)
Region1142	ZSCAN20 (+90816)
Region1143	ZSCAN20 (+146535)
Region1144	HMGB4 (-28233)
Region1145	HMGB4 (-26198)
Region1146	HMGB4 (+30919)
Region1147	HMGB4 (+70115)
Region1148	HMGB4 (+77020)
Region1149	CSMD2 (+67375)
Region1150	CSMD2 (+6694)
Region1151	C1orf94 (+21056)
Region1152	C1orf94 (+58247)
Region1153	C1orf94 (+77073)
Region1154	C1orf94 (+77662)
Region1155	C1orf94 (+105506)
Region1156	C1orf94 (+237178)
Region1157	C1orf94 (+265332)
Region1158	GJB5 (-275473)
Region1159	GJB5 (-188525)
Region1160	GJB5 (-169814)
Region1161	GJB5 (-63211)
Region1162	GJB5 (-55324)
Region1163	GJB5 (-12424)
Region1164	GJB5 (-11760)
Region1165	GJA4 (+32229)
Region1166	SMIM12 (+6892)
Region1167	SMIM12 (+188)
Region1168	SMIM12 (-6307)
Region1169	SMIM12 (-24090)
Region1170	SMIM12 (-26110)
Region1171	DLGAP3 (-18411)
Region1172	DLGAP3 (-27253)
Region1173	TMEM35B (+113)
Region1174	ZMYM6 (+248)
Region1175	ZMYM1 (-12105)
Region1176	ZMYM1 (+19711)
Region1177	ZMYM1 (+60694)
Region1178	ZMYM1 (+61127)
Region1179	SFPQ (+15908)
Region1180	SFPQ (+891)
Region1181	SFPQ (+14)
Region1182	SFPQ (-9223)
Region1183	ZMYM4 (-3989)
Region1184	ZMYM4 (-88)
Region1185	ZMYM4 (+33126)
Region1186	ZMYM4 (+85688)
Region1187	KIAA0319L (+122031)
Region1188	KIAA0319L (+114546)
Region1189	KIAA0319L (+106239)
Region1190	KIAA0319L (+51338)
Region1191	KIAA0319L (+50625)
Region1192	KIAA0319L (+50239)
Region1193	NCDN (-183)
Region1194	TFAP2E (+62)
Region1195	TFAP2E (+4211)
Region1196	TFAP2E (+17576)
Region1197	PSMB2 (+127)
Region1198	PSMB2 (-31069)
Region1199	PSMB2 (-35578)
Region1200	C1orf216 (+11500)
Region1201	C1orf216 (+3894)
Region1202	C1orf216 (+494)
Region1203	CLSPN (+155)
Region1204	CLSPN (-9687)
Region1205	AGO4 (+455)
Region1206	AGO4 (+13450)
Region1207	AGO4 (+31948)
Region1208	AGO1 (-78)
Region1209	AGO1 (+606)
Region1210	AGO3 (-112)
Region1211	ADPRHL2 (+91)
Region1212	ADPRHL2 (+10956)
Region1213	COL8A2 (-9762)
Region1214	TRAPPC3 (+105)
Region1215	MAP7D1 (-224)
Region1216	MAP7D1 (+5724)
Region1217	MAP7D1 (+32259)
Region1218	THRAP3 (-164)
Region1219	SH3D21 (-29784)
Region1220	SH3D21 (-17254)
Region1221	SH3D21 (-215)
Region1222	EVA1B (+2268)
Region1223	EVA1B (+511)
Region1224	STK40 (+19395)
Region1225	STK40 (+16787)
Region1226	STK40 (+11699)
Region1227	STK40 (-114)
Region1228	LSM10 (+163)
Region1229	LSM10 (-2966)
Region1230	LSM10 (-10077)
Region1231	LSM10 (-22000)
Region1232	OSCP1 (-247)
Region1233	MRPS15 (-47)
Region1234	CSF3R (+928)
Region1235	CSF3R (-59638)
Region1236	GRIK3 (+266636)
Region1237	GRIK3 (+237854)
Region1238	GRIK3 (+214781)
Region1239	GRIK3 (+177886)
Region1240	GRIK3 (+82133)
Region1241	GRIK3 (+62929)
Region1242	GRIK3 (-79025)
Region1243	GRIK3 (-151198)
Region1244	GRIK3 (-177148)
Region1245	GRIK3 (-178624)
Region1246	ZC3H12A (-186310)
Region1247	ZC3H12A (-181669)
Region1248	ZC3H12A (-156032)
Region1249	ZC3H12A (-56024)
Region1250	ZC3H12A (-40004)
Region1251	ZC3H12A (-19543)
Region1252	ZC3H12A (-490)
Region1253	ZC3H12A (-44)
Region1254	ZC3H12A (+5393)
Region1255	ZC3H12A (+12372)
Region1256	MEAF6 (+39)
Region1257	MEAF6 (-10587)
Region1258	SNIP1 (+210)
Region1259	GNL2 (-65)
Region1260	GNL2 (-7595)
Region1261	RSPO1 (+134)
Region1262	C1orf109 (-112)
Region1263	CDCA8 (-146)
Region1264	CDCA8 (+24076)
Region1265	EPHA10 (+13809)
Region1266	MANEAL (-221)
Region1267	MANEAL (+339)
Region1268	YRDC (+37)
Region1269	MTF1 (-103)
Region1270	MTF1 (-37023)
Region1271	INPP5B (+15278)
Region1272	INPP5B (+17)
Region1273	INPP5B (-15335)
Region1274	SF3A3 (+17416)
Region1275	SF3A3 (+14883)
Region1276	SF3A3 (+1000)
Region1277	UTP11 (-106)
Region1278	POU3F1 (-43)
Region1279	POU3F1 (-57457)
Region1280	POU3F1 (-60967)
Region1281	POU3F1 (-134818)
Region1282	POU3F1 (-144262)
Region1283	POU3F1 (-161347)
Region1284	POU3F1 (-172927)
Region1285	POU3F1 (-237193)
Region1286	POU3F1 (-332758)
Region1287	POU3F1 (-380742)
Region1288	RRAGC (+389674)
Region1289	RRAGC (+300384)
Region1290	RRAGC (+272783)
Region1291	RRAGC (+255622)
Region1292	RRAGC (+243278)
Region1293	RRAGC (+212651)
Region1294	RRAGC (+192752)
Region1295	RRAGC (+164148)
Region1296	RRAGC (+117193)
Region1297	RRAGC (+87857)
Region1298	RRAGC (+75886)
Region1299	RRAGC (+41606)
Region1300	RRAGC (+41075)
Region1301	RRAGC (+24649)
Region1302	RRAGC (+41)
Region1303	MYCBP (+711)
Region1304	ENSG00000274944 (-8136)
Region1305	RHBDL2 (+6285)
Region1306	AKIRIN1 (-17418)
Region1307	AKIRIN1 (-13360)
Region1308	AKIRIN1 (-49)
Region1309	NDUFS5 (+239)
Region1310	NDUFS5 (+7354)
Region1311	MACF1 (-8169)
Region1312	MACF1 (-1112)
Region1313	MACF1 (+21564)
Region1314	MACF1 (+74542)
Region1315	MACF1 (+99915)
Region1316	MACF1 (+108242)
Region1317	MACF1 (+112665)
Region1318	MACF1 (+141200)
Region1319	BMP8A (-129075)
Region1320	BMP8A (-112834)
Region1321	BMP8A (-82591)
Region1322	BMP8A (-61154)
Region1323	BMP8A (-56081)
Region1324	BMP8A (-13990)
Region1325	BMP8A (-595)
Region1326	BMP8A (+70)
Region1327	PABPC4 (+16882)
Region1328	PABPC4 (+10576)
Region1329	PABPC4 (+1086)
Region1330	PABPC4 (+91)
Region1331	PABPC4 (-597)
Region1332	PABPC4 (-30012)
Region1333	HEYL (+269)
Region1334	HPCAL4 (-125)
Region1335	HPCAL4 (-5692)
Region1336	PPIE (-20766)
Region1337	PPIE (0)
Region1338	BMP8B (+46)
Region1339	BMP8B (-10606)
Region1340	BMP8B (-28169)
Region1341	BMP8B (-30459)
Region1342	TRIT1 (+37693)
Region1343	TRIT1 (+159)
Region1344	MYCL (-405)
Region1345	MYCL (-10952)
Region1346	MYCL (-25227)
Region1347	MFSD2A (+142)
Region1348	CAP1 (-40382)
Region1349	CAP1 (+220)
Region1350	CAP1 (+11390)
Region1351	CAP1 (+19273)
Region1352	PPT1 (+24624)
Region1353	PPT1 (+23081)
Region1354	PPT1 (+291)
Region1355	RLF (+25)
Region1356	TMCO2 (-13625)
Region1357	ZMPSTE24 (-107)
Region1358	ZMPSTE24 (+11030)
Region1359	COL9A2 (+1802)
Region1360	COL9A2 (+631)
Region1361	COL9A2 (-21555)
Region1362	COL9A2 (-27457)
Region1363	SMAP2 (-6677)
Region1364	SMAP2 (+333)
Region1365	SMAP2 (+12218)
Region1366	SMAP2 (+12699)
Region1367	SMAP2 (+31344)
Region1368	ZFP69B (-19917)
Region1369	ZFP69B (+169)
Region1370	ZFP69 (+205)
Region1371	EXO5 (+138)
Region1372	ZNF684 (+173)
Region1373	ZNF684 (+27420)
Region1374	RIMS3 (+52920)
Region1375	RIMS3 (-19)
Region1376	RIMS3 (-10713)
Region1377	RIMS3 (-26228)
Region1378	NFYC (-29760)
Region1379	NFYC (-759)
Region1380	KCNQ4 (+18609)
Region1381	KCNQ4 (+34588)
Region1382	CITED4 (+21151)
Region1383	CITED4 (+12310)
Region1384	CITED4 (-27)
Region1385	CITED4 (-15539)
Region1386	CITED4 (-45258)
Region1387	CITED4 (-55691)
Region1388	CTPS1 (-30163)
Region1389	CTPS1 (+584)
Region1390	CTPS1 (+13841)
Region1391	SLFNL1 (+19389)
Region1392	SCMH1 (-19580)
Region1393	SCMH1 (-80499)
Region1394	SCMH1 (-81648)
Region1395	FOXO6 (-99441)
Region1396	FOXO6 (-680)
Region1397	EDN2 (+51695)
Region1398	EDN2 (+28688)
Region1399	EDN2 (-332)
Region1400	EDN2 (-36255)
Region1401	EDN2 (-103643)
Region1402	EDN2 (-104035)
Region1403	EDN2 (-155800)
Region1404	EDN2 (-177337)
Region1405	EDN2 (-177826)
Region1406	EDN2 (-189030)
Region1407	EDN2 (-214561)
Region1408	HIVEP3 (+191731)
Region1409	HIVEP3 (+179444)
Region1410	HIVEP3 (+167003)
Region1411	HIVEP3 (+26740)
Region1412	HIVEP3 (+20169)
Region1413	HIVEP3 (+463)
Region1414	HIVEP3 (-1544)
Region1415	HIVEP3 (-59156)
Region1416	HIVEP3 (-73226)
Region1417	HIVEP3 (-73924)
Region1418	HIVEP3 (-95697)
Region1419	HIVEP3 (-117413)
Region1420	GUCA2B (-104476)
Region1421	GUCA2B (-100196)
Region1422	GUCA2B (-88551)
Region1423	GUCA2B (-6415)
Region1424	GUCA2B (+925)
Region1425	GUCA2A (-63464)
Region1426	GUCA2A (-67624)
Region1427	GUCA2A (-76787)
Region1428	FOXJ3 (+81955)
Region1429	FOXJ3 (+80680)
Region1430	FOXJ3 (+57305)
Region1431	FOXJ3 (+41026)
Region1432	FOXJ3 (-233)
Region1433	RIMKLA (-136)
Region1434	RIMKLA (+36771)
Region1435	ZMYND12 (+8388)
Region1436	PPCS (-77)
Region1437	PPCS (+6715)
Region1438	PPCS (+38497)
Region1439	CCDC30 (+3174)
Region1440	PPIH (-15279)
Region1441	PPIH (-86)
Region1442	YBX1 (-146)
Region1443	YBX1 (+824)
Region1444	YBX1 (+6860)
Region1445	CLDN19 (+24334)
Region1446	CLDN19 (+21765)
Region1447	P3H1 (-35)
Region1448	TMEM269 (-2781)
Region1449	ERMAP (-78)
Region1450	ZNF691 (+75)
Region1451	ZNF691 (+9933)
Region1452	ZNF691 (+45611)
Region1453	SLC2A1 (+34659)
Region1454	SLC2A1 (+27879)
Region1455	SLC2A1 (+27042)
Region1456	SLC2A1 (+6516)
Region1457	SLC2A1 (+531)
Region1458	EBNA1BP2 (+57557)
Region1459	EBNA1BP2 (+56057)
Region1460	EBNA1BP2 (+55591)
Region1461	EBNA1BP2 (+7864)
Region1462	EBNA1BP2 (+275)
Region1463	EBNA1BP2 (-35624)
Region1464	TMEM125 (-41576)
Region1465	TMEM125 (-15424)
Region1466	TIE1 (+1556)
Region1467	CDC20 (-9621)
Region1468	CDC20 (-123)
Region1469	ELOVL1 (+24)
Region1470	ELOVL1 (-514)
Region1471	SZT2 (-19)
Region1472	SZT2 (+22369)
Region1473	HYI (-644)
Region1474	PTPRF (-29138)
Region1475	KDM4A (-14490)
Region1476	KDM4A (+49)
Region1477	KDM4A (+21419)
Region1478	ST3GAL3 (-74)
Region1479	ST3GAL3 (+23786)
Region1480	ST3GAL3 (+48198)
Region1481	ST3GAL3 (+82537)
Region1482	ARTN (-96621)
Region1483	ARTN (-45912)
Region1484	ARTN (-18670)
Region1485	IPO13 (-62)
Region1486	DPH2 (-11)
Region1487	ATP6V0B (+18)
Region1488	CCDC24 (+117)
Region1489	SLC6A9 (+11242)
Region1490	SLC6A9 (-13048)
Region1491	SLC6A9 (-19286)
Region1492	SLC6A9 (-30493)
Region1493	SLC6A9 (-50311)
Region1494	KLF17 (+10761)
Region1495	DMAP1 (+266)
Region1496	DMAP1 (+10265)
Region1497	ERI3 (+48753)
Region1498	ERI3 (+16771)
Region1499	ERI3 (+9823)
Region1500	ERI3 (-30)
Region1501	RNF220 (+868)
Region1502	RNF220 (+12328)
Region1503	RNF220 (+54672)
Region1504	RNF220 (+74097)
Region1505	RNF220 (+79468)
Region1506	RNF220 (+118532)
Region1507	TMEM53 (+42411)
Region1508	TMEM53 (+21599)
Region1509	TMEM53 (+83)
Region1510	KIF2C (-24765)
Region1511	KIF2C (-17844)
Region1512	KIF2C (-16523)
Region1513	KIF2C (-8706)
Region1514	KIF2C (-9)
Region1515	RPS8 (+637)
Region1516	BEST4 (+3107)
Region1517	BEST4 (+1262)
Region1518	PLK3 (-6227)
Region1519	PLK3 (+9)
Region1520	TCTEX1D4 (-1022)
Region1521	TCTEX1D4 (-2959)
Region1522	TCTEX1D4 (-7207)
Region1523	TCTEX1D4 (-13282)
Region1524	PTCH2 (-43)
Region1525	PTCH2 (-58355)
Region1526	EIF2B3 (+19)
Region1527	HECTD3 (+5557)
Region1528	HECTD3 (+319)
Region1529	UROD (+6923)
Region1530	UROD (+27294)
Region1531	UROD (+43809)
Region1532	UROD (+94288)
Region1533	ZSWIM5 (+90602)
Region1534	ZSWIM5 (+43820)
Region1535	ZSWIM5 (+21083)
Region1536	ZSWIM5 (+15573)
Region1537	ZSWIM5 (+1004)
Region1538	ZSWIM5 (+67)
Region1539	ZSWIM5 (-16611)
Region1540	ZSWIM5 (-46971)
Region1541	HPDL (-56971)
Region1542	HPDL (-23128)
Region1543	HPDL (+522)
Region1544	MUTYH (+163)
Region1545	MUTYH (-19550)
Region1546	MUTYH (-72401)
Region1547	TESK2 (+54615)
Region1548	TESK2 (-5)
Region1549	MMACHC (+139)
Region1550	PRDX1 (+871)
Region1551	PRDX1 (+144)
Region1552	AKR1A1 (-6565)
Region1553	AKR1A1 (+396)
Region1554	NASP (-13911)
Region1555	NASP (+184)
Region1556	NASP (+15588)
Region1557	CCDC17 (+12391)
Region1558	TMEM69 (-253)
Region1559	TMEM69 (+14220)
Region1560	IPP (+25557)
Region1561	IPP (+6883)
Region1562	IPP (-15)
Region1563	IPP (-25892)
Region1564	MAST2 (-4877)
Region1565	MAST2 (-87)
Region1566	MAST2 (+55202)
Region1567	MAST2 (+118714)
Region1568	MAST2 (+161797)
Region1569	PIK3R3 (+115078)
Region1570	PIK3R3 (+111007)
Region1571	PIK3R3 (+97282)
Region1572	PIK3R3 (+95480)
Region1573	PIK3R3 (+78467)
Region1574	PIK3R3 (-327)
Region1575	PIK3R3 (-13138)
Region1576	TSPAN1 (-7934)
Region1577	LURAP1 (-4874)
Region1578	LURAP1 (+323)
Region1579	LURAP1 (+7800)
Region1580	POMGNT1 (+7790)
Region1581	RAD54L (-6436)
Region1582	RAD54L (-6126)
Region1583	RAD54L (-494)
Region1584	LRRC41 (+17318)
Region1585	LRRC41 (+9593)
Region1586	LRRC41 (+545)
Region1587	NSUN4 (+502)
Region1588	DMBX1 (-19552)
Region1589	DMBX1 (-8402)
Region1590	DMBX1 (-1943)
Region1591	ENSG00000282881 (+424)
Region1592	KNCN (-22350)
Region1593	MKNK1 (+6891)
Region1594	MKNK1 (-50)
Region1595	MOB3C (-1509)
Region1596	ATPAF1 (+16754)
Region1597	ATPAF1 (-511)
Region1598	TEX38 (+4097)
Region1599	TEX38 (+16331)
Region1600	TEX38 (+23104)
Region1601	EFCAB14 (+16263)
Region1602	EFCAB14 (-85)
Region1603	EFCAB14 (-6271)
Region1604	EFCAB14 (-16841)
Region1605	EFCAB14 (-29439)
Region1606	CYP4B1 (-20326)
Region1607	CYP4B1 (+5453)
Region1608	CYP4B1 (+9629)
Region1609	CYP4B1 (+22707)
Region1610	CYP4A11 (-9056)
Region1611	CYP4X1 (-12281)
Region1612	CYP4Z1 (+18602)
Region1613	CYP4Z1 (+19152)
Region1614	CYP4A22 (-28992)
Region1615	CYP4A22 (-22548)
Region1616	CYP4A22 (-14066)
Region1617	CYP4A22 (-4298)
Region1618	CYP4A22 (+20185)
Region1619	PDZK1IP1 (+18414)
Region1620	PDZK1IP1 (+10632)
Region1621	PDZK1IP1 (-9685)
Region1622	STIL (-134)
Region1623	CMPK1 (+345)
Region1624	CMPK1 (+31522)
Region1625	FOXE3 (-13668)
Region1626	FOXE3 (-10396)
Region1627	FOXD2 (+725)
Region1628	FOXD2 (+1721)
Region1629	FOXD2 (+84705)
Region1630	FOXD2 (+178507)
Region1631	FOXD2 (+212832)
Region1632	FOXD2 (+252137)
Region1633	FOXD2 (+265740)
Region1634	FOXD2 (+272608)
Region1635	TRABD2B (+270377)
Region1636	TRABD2B (+253527)
Region1637	TRABD2B (+167511)
Region1638	TRABD2B (+156030)
Region1639	TRABD2B (+136501)
Region1640	TRABD2B (+124969)
Region1641	TRABD2B (+97532)
Region1642	TRABD2B (+73884)
Region1643	TRABD2B (-842)
Region1644	TRABD2B (-81411)
Region1645	TRABD2B (-97091)
Region1646	SLC5A9 (-71940)
Region1647	SLC5A9 (-69035)
Region1648	SLC5A9 (-67167)
Region1649	SLC5A9 (+69961)
Region1650	SPATA6 (+84630)
Region1651	SPATA6 (-9)
Region1652	SPATA6 (-15650)
Region1653	SPATA6 (-26586)
Region1654	SPATA6 (-81163)
Region1655	BEND5 (+131860)
Region1656	BEND5 (+89872)
Region1657	BEND5 (-153)
Region1658	BEND5 (-35790)
Region1659	BEND5 (-319331)
Region1660	BEND5 (-446171)
Region1661	BEND5 (-484532)
Region1662	BEND5 (-485090)
Region1663	BEND5 (-508805)
Region1664	BEND5 (-510138)
Region1665	BEND5 (-510829)
Region1666	BEND5 (-515300)
Region1667	BEND5 (-603864)
Region1668	BEND5 (-604337)
Region1669	AGBL4 (+583361)
Region1670	AGBL4 (+512863)
Region1671	AGBL4 (+508305)
Region1672	AGBL4 (+489076)
Region1673	AGBL4 (+366200)
Region1674	AGBL4 (+365826)
Region1675	AGBL4 (+191306)
Region1676	AGBL4 (+190510)
Region1677	AGBL4 (+146890)
Region1678	AGBL4 (+88563)
Region1679	AGBL4 (+86508)
Region1680	AGBL4 (+85097)
Region1681	AGBL4 (+41461)
Region1682	AGBL4 (-24671)
Region1683	ELAVL4 (+131309)
Region1684	ELAVL4 (+154551)
Region1685	DMRTA2 (+149661)
Region1686	DMRTA2 (+108090)
Region1687	DMRTA2 (+90010)
Region1688	DMRTA2 (+74525)
Region1689	DMRTA2 (-254967)
Region1690	FAF1 (+256631)
Region1691	FAF1 (+250221)
Region1692	FAF1 (+197692)
Region1693	FAF1 (+96048)
Region1694	FAF1 (+86412)
Region1695	FAF1 (+214)
Region1696	CDKN2C (+8392)
Region1697	CDKN2C (+16692)
Region1698	CDKN2C (+18062)
Region1699	CDKN2C (+31197)
Region1700	CDKN2C (+63097)
Region1701	C1orf185 (-41628)
Region1702	C1orf185 (-35395)
Region1703	RNF11 (-47459)
Region1704	RNF11 (-32977)
Region1705	RNF11 (-25402)
Region1706	RNF11 (+194)
Region1707	TTC39A (+41270)
Region1708	TTC39A (+25293)
Region1709	TTC39A (-64520)
Region1710	TTC39A (-74089)
Region1711	EPS15 (+48881)
Region1712	EPS15 (+153)
Region1713	EPS15 (-45502)
Region1714	OSBPL9 (-41706)
Region1715	OSBPL9 (-14725)
Region1716	OSBPL9 (+49)
Region1717	OSBPL9 (+928)
Region1718	OSBPL9 (+66703)
Region1719	OSBPL9 (+85310)
Region1720	OSBPL9 (+112560)
Region1721	NRDC (+109567)
Region1722	NRDC (+106508)
Region1723	NRDC (-135)
Region1724	NRDC (-37050)
Region1725	NRDC (-40357)
Region1726	RAB3B (+71)
Region1727	RAB3B (-11562)
Region1728	KTI12 (+326)
Region1729	TXNDC12 (-174)
Region1730	TXNDC12 (-38060)
