"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"1197","chrX",107741955,107742355,401,"*",5.95492351885698,6.02361130697161,5.86419290371414,0.371973041598445,0.0561092220673336,0.999820495462944,54.51,74.56,45,82.08,69.13,65.02,36.3,84.66,47.02,"TSC22D3","Not Significant",1.25096575257985,1.25096575257985,"Not Capped"
"1199","chr10",61902644,61903044,401,"*",5.56851069401017,5.65109880394,5.45814782898662,0.405109229515384,0.0562868207266355,0.999820495462944,42.1,57.59,34.76,63.4,53.4,49.07,27.4,63.89,35.49,"ARID5B","Not Significant",1.24959328109415,1.24959328109415,"Not Capped"
"1210","chr7",64307201,64307601,401,"*",6.74008852500998,6.80601575867163,6.65320295770964,0.365676716798773,0.0566316711070633,0.999820495462944,93.75,128.24,77.4,141.18,118.91,112.35,62.72,146.27,81.25,"ZNF736","Not Significant",1.24694062287165,1.24694062287165,"Not Capped"
"1214","chrX",120250598,120250998,401,"*",5.68942472107556,5.76373082374121,5.59081390578883,0.385257059588829,0.0568597169761208,0.999820495462944,45.52,62.27,37.58,68.55,57.74,53.8,30.03,70.04,38.91,"ZBTB33","Not Significant",1.2451953063764,1.2451953063764,"Not Capped"
"1227","chr9",105656271,105656671,401,"*",3.96325326527651,4.16817667416192,3.65785457642929,0.718145066783009,0.0572499674208577,0.999820495462944,15.06,20.6,12.44,22.68,19.1,14.09,7.87,18.34,10.19,"TAL2","Not Significant",1.24222475613123,1.24222475613123,"Not Capped"
"1235","chr19",56671513,56671913,401,"*",4.54846926687323,4.69020328065075,4.3491511103378,0.551168186168181,0.057483823669075,0.999820495462944,21.63,29.59,17.86,32.57,27.43,22.75,12.7,29.62,16.45,"ZNF835","Not Significant",1.24045435147815,1.24045435147815,"Not Capped"
"1251","chr13",36297570,36297970,401,"*",4.22104297580371,4.39528854000593,3.96870066136382,0.635160509724363,0.0582443361824147,0.999820495462944,17.63,24.12,14.56,26.55,22.36,17.48,9.76,22.75,12.64,"CCDC169-SOHLH2","Not Significant",1.23474630007562,1.23474630007562,"Not Capped"
"1263","chr12",53543480,53543880,401,"*",4.45997005938528,4.60883596727022,4.24928701393381,0.569497383349366,0.0586565124785524,0.999820495462944,20.44,27.96,16.88,30.79,25.93,21.23,11.85,27.64,15.35,"ATF7","Not Significant",1.23168376229557,1.23168376229557,"Not Capped"
"1271","chr19",21505352,21505752,401,"*",5.62600909256743,5.70542157270358,5.52017170795158,0.397466405751007,0.0589419641356285,0.999820495462944,43.72,59.8,36.09,65.84,55.45,51.23,28.6,66.7,37.05,"ZNF429","Not Significant",1.22957539615741,1.22957539615741,"Not Capped"
"1289","chr1",53749760,53750160,401,"*",2.88843908178779,2.01664153600181,3.53636882196896,-1.28135051275341,0.059805137523303,0.999820495462944,3.39,4.64,2.8,5.11,4.3,12.95,7.23,16.86,9.37,"GLIS1","Not Significant",1.22326150661053,1.22326150661053,"Not Capped"
"1297","chr1",199684857,199685257,401,"*",3.50247567458272,3.77207466874382,3.07421870221301,0.900346920822498,0.0600590525699226,0.999820495462944,11.45,15.66,9.45,17.24,14.52,9.4,5.25,12.24,6.8,"NR5A2","Not Significant",1.22142152306777,1.22142152306777,"Not Capped"
"1302","chr19",58098116,58098516,401,"*",6.80061784948641,6.86454656359636,6.71650497323449,0.360927164050987,0.0601980660019643,0.999820495462944,97.63,133.55,80.61,147.03,123.83,117.39,65.54,152.84,84.9,"ZSCAN18","Not Significant",1.22041746120342,1.22041746120342,"Not Capped"
"1318","chr19",37469032,37469432,401,"*",6.11893954236115,6.18135899712588,6.0369145070541,0.357061460105319,0.0607968739019538,0.999820495462944,60.8,83.17,50.2,91.57,77.12,73.29,40.92,95.42,53,"ZNF569","Not Significant",1.21611875102389,1.21611875102389,"Not Capped"
"1338","chr19",42296065,42296465,401,"*",5.28961539029867,4.97589082300441,5.60494691064495,-0.414373544154227,0.0616971709812678,0.999820495462944,26.37,36.07,21.77,39.71,33.44,54.33,30.33,70.73,39.29,"CIC","Not Significant",1.20973474934427,1.20973474934427,"Not Capped"
"1359","chr2",207143473,207143873,401,"*",5.2121610472252,5.30602322150001,5.08553452549024,0.432160308237236,0.0625976790776205,0.999820495462944,33.15,45.34,27.37,49.92,42.04,37.9,21.16,49.35,27.41,"KLF7","Not Significant",1.20344176874593,1.20344176874593,"Not Capped"
"1361","chr1",209806000,209806400,401,"*",5.11480370059996,4.78701039392058,5.44140685696092,-0.439383364490114,0.0626128909026922,0.999820495462944,23.13,31.64,19.1,34.83,29.34,48.51,27.08,63.15,35.08,"IRF6","Not Significant",1.20333624392128,1.20333624392128,"Not Capped"
"1380","chr3",70968182,70968582,401,"*",2.64245689288067,3.06411540663659,1.84576295680756,1.39826677491189,0.0634053407436383,0.999820495462944,7.01,9.59,5.79,10.55,8.89,4.01,2.24,5.22,2.9,"FOXP1","Not Significant",1.19787415918763,1.19787415918763,"Not Capped"
"1394","chr3",24662805,24663205,401,"*",3.8659832591062,4.07616438363072,3.55117572396305,0.731401138520529,0.064017265711091,0.999820495462944,14.13,19.33,11.67,21.28,17.92,13.08,7.31,17.04,9.46,"RARB","Not Significant",1.19370287926943,1.19370287926943,"Not Capped"
"1396","chr3",87276328,87276728,401,"*",3.06617786774732,3.41036325981216,2.47371008695636,1.13178831945252,0.0640794266347033,0.999820495462944,8.91,12.18,7.35,13.41,11.3,6.2,3.46,8.07,4.48,"POU1F1","Not Significant",1.19328138285544,1.19328138285544,"Not Capped"
"1397","chr19",42220007,42220407,401,"*",6.52858475519154,6.25380809815013,6.81164973523151,-0.344082990369395,0.0641111879614191,0.999820495462944,63.93,87.46,52.79,96.28,81.09,125.39,70,163.26,90.68,"ZNF526","Not Significant",1.19306617569295,1.19306617569295,"Not Capped"
"1404","chr3",71432617,71433017,401,"*",4.44575198674256,4.59037409499212,4.24184910825461,0.558475235293945,0.0644552970063391,0.999820495462944,20.18,27.61,16.66,30.4,25.6,21.12,11.79,27.5,15.27,"FOXP1","Not Significant",1.19074138605156,1.19074138605156,"Not Capped"
"1417","chr8",54430746,54431146,401,"*",2.76146122562678,1.87485552733293,3.41579915853174,-1.30065790435779,0.0649606360691988,0.999820495462944,3.07,4.2,2.54,4.63,3.9,11.91,6.65,15.51,8.62,"SOX17","Not Significant",1.18734973130397,1.18734973130397,"Not Capped"
"1484","chr6",122157291,122157691,401,"*",3.38658017734763,2.76677671584046,3.90918891884022,-0.917164400239447,0.0672924495654812,0.999820495462944,5.7,7.8,4.71,8.59,7.23,16.77,9.36,21.83,12.13,"HSF2","Not Significant",1.17203366231398,1.17203366231398,"Not Capped"
"1515","chr2",230415970,230416370,401,"*",4.66893197542803,4.79142585730954,4.49956243558547,0.50252103692954,0.068431821045526,0.999820495462944,23.2,31.74,19.16,34.94,29.43,25.25,14.1,32.87,18.26,"SP100","Not Significant",1.16474190279924,1.16474190279924,"Not Capped"
"1535","chr17",4987334,4987734,401,"*",5.64477157092076,5.3568917290099,5.93887040573647,-0.367733301313091,0.0693739010569468,0.999820495462944,34.33,46.97,28.35,51.71,43.55,68.48,38.23,89.15,49.52,"CAMTA2","Not Significant",1.15880388341787,1.15880388341787,"Not Capped"
"1550","chr17",7478780,7479180,401,"*",5.73836140299255,5.45437666414206,6.02919952142749,-0.360666441136408,0.0698692758021643,0.999820495462944,36.74,50.25,30.33,55.32,46.59,72.9,40.7,94.91,52.72,"ZBTB4","Not Significant",1.15571375820199,1.15571375820199,"Not Capped"
"1555","chr1",200478518,200478918,401,"*",3.12862157912419,2.41680734756968,3.70084203476355,-1.05338732237949,0.069983813292378,0.999820495462944,4.47,6.12,3.69,6.74,5.67,14.52,8.1,18.9,10.5,"ZNF281","Not Significant",1.15500239728155,1.15500239728155,"Not Capped"
"1571","chr11",128694267,128694667,401,"*",4.83697267102482,4.49180248575815,5.17722855415984,-0.470110513504785,0.0704823876900355,0.999820495462944,18.85,25.79,15.56,28.39,23.91,40.39,22.55,52.58,29.21,"FLI1","Not Significant",1.15191939201028,1.15191939201028,"Not Capped"
"1576","chr1",227563382,227563782,401,"*",5.00579256108803,4.67626229355514,5.33377368263681,-0.442497036201556,0.0706185246010356,0.999820495462944,21.42,29.3,17.69,32.26,27.17,45.02,25.13,58.61,32.56,"ZNF678","Not Significant",1.15108136018445,1.15108136018445,"Not Capped"
"1577","chr1",24925080,24925480,401,"*",4.79290807031357,4.44388293019318,5.13615322518347,-0.4767667558254,0.0706490634287243,0.999820495462944,18.23,24.94,15.05,27.46,23.13,39.26,21.92,51.11,28.39,"RUNX3","Not Significant",1.15089359107562,1.15089359107562,"Not Capped"
"1605","chr19",19460772,19461172,401,"*",4.88949213961885,4.99384454209151,4.74744979186849,0.457642441331842,0.0715911409062953,0.999820495462944,26.7,36.52,22.04,40.2,33.86,29.98,16.74,39.04,21.68,"GATAD2A","Not Significant",1.14514071642893,1.14514071642893,"Not Capped"
"1620","chr15",31392239,31392639,401,"*",5.1852904977714,5.27121822174454,5.07014228890561,0.412949554850298,0.0722291216576095,0.999820495462944,32.36,44.26,26.71,48.73,41.04,37.5,20.94,48.82,27.12,"KLF13","Not Significant",1.14128766634659,1.14128766634659,"Not Capped"
"1642","chr14",89701542,89701942,401,"*",5.49341085370708,5.56592771238731,5.39731762542489,0.38084213452018,0.0732221570606992,0.999820495462944,39.69,54.29,32.77,59.77,50.34,47.05,26.26,61.25,34.02,"FOXN3","Not Significant",1.13535748133048,1.13535748133048,"Not Capped"
"1648","chr8",48925737,48926137,401,"*",3.67655947704986,3.14772448169301,4.14499394052069,-0.775929969472824,0.0733828164285896,0.999820495462944,7.43,10.16,6.13,11.18,9.42,19.75,11.03,25.71,14.28,"SNAI2","Not Significant",1.13440562406109,1.13440562406109,"Not Capped"
"1652","chr6",122381562,122381962,401,"*",3.91099174072838,4.1064410967827,3.62230874830009,0.691787118250031,0.0734880946454899,0.999820495462944,14.43,19.74,11.92,21.73,18.3,13.75,7.67,17.9,9.94,"HSF2","Not Significant",1.13378301259691,1.13378301259691,"Not Capped"
"1666","chr3",18438563,18438963,401,"*",5.34725849126644,5.4253736812011,5.24326289797583,0.394168245174012,0.073873661963762,0.999820495462944,36,49.25,29.73,54.22,45.67,42.28,23.6,55.05,30.58,"SATB1","Not Significant",1.13151037219553,1.13151037219553,"Not Capped"
"1667","chr11",36539041,36539441,401,"*",2.99908116520675,3.338157045973,2.41876547200032,1.11388203807172,0.0738769771934779,0.999820495462944,8.47,11.59,7,12.76,10.75,5.97,3.33,7.77,4.32,"RAG1","Not Significant",1.13149088279121,1.13149088279121,"Not Capped"
"1671","chrX",130110656,130111056,401,"*",4.47873362680103,4.0997151546615,4.84476122856182,-0.528590383644193,0.0739881181251643,0.999820495462944,14.36,19.65,11.86,21.63,18.22,32.08,17.91,41.76,23.2,"ELF4","Not Significant",1.13083801874198,1.13083801874198,"Not Capped"
"1679","chr14",35512598,35512998,401,"*",3.52113942182998,2.94839453147794,4.0164043019566,-0.845448327215134,0.0742984393194945,0.999820495462944,6.47,8.85,5.34,9.74,8.2,18.06,10.08,23.52,13.06,"INSM2","Not Significant",1.12902030874347,1.12902030874347,"Not Capped"
"1695","chr4",55546628,55547028,401,"*",5.87571175693374,5.60020046515505,6.15940025639636,-0.345156467576345,0.0746692914220117,0.999820495462944,40.64,55.59,33.56,61.21,51.55,79.79,44.54,103.88,57.7,"CLOCK","Not Significant",1.12685796991147,1.12685796991147,"Not Capped"
"1701","chr5",73447463,73447863,401,"*",4.29110261934219,4.4414614455904,4.07802202961959,0.573045101508484,0.0748627760882753,0.999820495462944,18.2,24.9,15.03,27.41,23.09,18.85,10.53,24.55,13.63,"FOXD1","Not Significant",1.12573407225947,1.12573407225947,"Not Capped"
"1747","chr5",134071205,134071605,401,"*",4.36433230021067,3.97079403061426,4.7410945796475,-0.553461823711857,0.0771194698941648,0.999820495462944,13.14,17.97,10.85,19.78,16.66,29.85,16.67,38.87,21.59,"TCF7","Not Significant",1.11283596435977,1.11283596435977,"Not Capped"
"1768","chr3",87375358,87375758,401,"*",3.77946458245136,3.9926198222389,3.45929216605825,0.739570713378274,0.0779519806547806,0.999820495462944,13.34,18.24,11.01,20.08,16.92,12.28,6.85,15.98,8.88,"POU1F1","Not Significant",1.10817284549742,1.10817284549742,"Not Capped"
"1795","chr19",52570054,52570454,401,"*",5.95678522888946,6.0117381060662,5.88501308232949,0.339362939627706,0.0794108355181701,0.999820495462944,54.06,73.95,44.63,81.41,68.57,65.97,36.83,85.89,47.71,"ZNF701","Not Significant",1.10012023454162,1.10012023454162,"Not Capped"
"1799","chr9",126781755,126782155,401,"*",4.31356369345897,3.91849809076898,4.69144428237089,-0.556199240718883,0.0795067901340133,0.999820495462944,12.67,17.33,10.46,19.08,16.07,28.84,16.1,37.55,20.86,"ZBTB43","Not Significant",1.0995957796227,1.0995957796227,"Not Capped"
"1806","chrX",130120089,130120489,401,"*",3.20885686989934,2.55077610718287,3.75269818663817,-0.973176125422485,0.0796500271542995,0.999820495462944,4.91,6.72,4.05,7.39,6.23,15.05,8.4,19.59,10.88,"ELF4","Not Significant",1.09881407180308,1.09881407180308,"Not Capped"
"1810","chr2",73203284,73203684,401,"*",4.03476827895489,3.58853913112829,4.44895966214899,-0.642101874073155,0.079734553167906,0.999820495462944,10.08,13.79,8.32,15.18,12.78,24.38,13.61,31.74,17.63,"NOTO","Not Significant",1.09835343521385,1.09835343521385,"Not Capped"
"1848","chr12",27332320,27332720,401,"*",3.7668205235797,3.27585200632481,4.21102738906088,-0.715062432243643,0.0815144356185279,0.999820495462944,8.11,11.1,6.7,12.22,10.29,20.67,11.54,26.92,14.95,"ARNTL2","Not Significant",1.0887654740292,1.0887654740292,"Not Capped"
"1854","chr2",75677308,75677708,401,"*",3.84750341066115,4.04285930628219,3.55898381275822,0.69110106294132,0.0817016415519684,0.999820495462944,13.81,18.89,11.4,20.8,17.52,13.16,7.34,17.13,9.51,"GCFC2","Not Significant",1.08776921752144,1.08776921752144,"Not Capped"
"1859","chr1",8817509,8817909,401,"*",6.48502271773663,6.53470936268746,6.42040686349683,0.327149032374664,0.0818439798704591,0.999820495462944,77.68,106.25,64.13,116.98,98.52,95.61,53.38,124.48,69.14,"RERE","Not Significant",1.08701326011513,1.08701326011513,"Not Capped"
"1880","chr7",41881673,41882073,401,"*",4.51172270825726,4.14293786013956,4.87007042171301,-0.511086292221999,0.0824188609124088,0.999820495462944,14.8,20.25,12.22,22.29,18.77,32.64,18.22,42.5,23.61,"GLI3","Not Significant",1.08397339203023,1.08397339203023,"Not Capped"
"1885","chr17",49998103,49998503,401,"*",4.96267579791535,4.6422994636107,5.28336128148384,-0.426049021396277,0.0826371564493026,0.999820495462944,20.92,28.62,17.27,31.51,26.54,43.47,24.27,56.6,31.44,"DLX3","Not Significant",1.08282463533674,1.08282463533674,"Not Capped"
"1909","chr7",27160758,27161158,401,"*",5.00147125530538,4.68337560601193,5.32032604669927,-0.422065916579927,0.0838062671556725,0.999820495462944,21.53,29.45,17.77,32.42,27.3,44.6,24.9,58.07,32.25,"HOXA7","Not Significant",1.07672350297648,1.07672350297648,"Not Capped"
"1910","chr19",52786663,52787063,401,"*",4.19545004488653,3.78714605747576,4.58293850206162,-0.578618483276869,0.0838725052394683,0.999820495462944,11.57,15.82,9.55,17.42,14.67,26.75,14.94,34.83,19.35,"ZNF600","Not Significant",1.07638038457969,1.07638038457969,"Not Capped"
"1921","chr5",138459239,138459639,401,"*",5.12954412673496,5.21228791816882,5.01895878324544,0.405166911285964,0.0840634520655605,0.999820495462944,31.06,42.49,25.64,46.78,39.4,36.19,20.21,47.12,26.17,"EGR1","Not Significant",1.075392779662,1.075392779662,"Not Capped"
"1929","chr2",230225477,230225877,401,"*",5.36800530365913,5.44047522478774,5.27197801859672,0.380599203564447,0.0841710459711074,0.999820495462944,36.38,49.77,30.04,54.79,46.15,43.13,24.08,56.15,31.19,"SP140","Not Significant",1.07483727592904,1.07483727592904,"Not Capped"
"1944","chr21",35026698,35027098,401,"*",5.53465241621715,5.59857219229358,5.4505519197685,0.360378422599496,0.0847696792526543,0.999820495462944,40.6,55.53,33.52,61.14,51.49,48.81,27.25,63.55,35.3,"RUNX1","Not Significant",1.0717594601017,1.0717594601017,"Not Capped"
"1949","chr3",71010930,71011330,401,"*",4.64226473905521,4.75470844648498,4.48814045703811,0.477536392802732,0.0849119576934738,0.999820495462944,22.62,30.94,18.67,34.06,28.69,25.05,13.99,32.62,18.12,"FOXP1","Not Significant",1.07103114609748,1.07103114609748,"Not Capped"
"1953","chr1",42682096,42682496,401,"*",6.8286270614019,6.88018896448359,6.76146997540819,0.331638620092926,0.0849990480918266,0.999820495462944,98.69,135,81.49,148.63,125.18,121.11,67.61,157.67,87.58,"YBX1","Not Significant",1.07058593794196,1.07058593794196,"Not Capped"
"1967","chrX",150983075,150983475,401,"*",4.39718083617595,4.02157133182525,4.76066073782168,-0.522584870945584,0.0856523781277117,0.999820495462944,13.61,18.61,11.23,20.49,17.26,30.26,16.89,39.4,21.88,"HMGB3","Not Significant",1.06726057439836,1.06726057439836,"Not Capped"
"1991","chr22",38201906,38202306,401,"*",5.16095414246397,5.24055670218864,5.05484656083717,0.397568046135518,0.08639770532018,0.999820495462944,31.67,43.33,26.15,47.7,40.18,37.1,20.71,48.31,26.83,"MAFF","Not Significant",1.06349779201205,1.06349779201205,"Not Capped"
"1992","chr2",95159312,95159712,401,"*",4.87465224216787,4.97464278834111,4.73905347111158,0.4472242671293,0.0864299436967657,0.999820495462944,26.34,36.03,21.75,39.67,33.41,29.81,16.64,38.81,21.56,"ZNF514","Not Significant",1.06333576991317,1.06333576991317,"Not Capped"
"2006","chr7",27739919,27740319,401,"*",6.28443468685725,6.33111329258692,6.2238789450572,0.320004980432056,0.0867092450863478,0.999820495462944,67.45,92.27,55.69,101.58,85.56,83.43,46.58,108.63,60.34,"TAX1BP1","Not Significant",1.06193459484293,1.06193459484293,"Not Capped"
"2018","chrX",135344558,135344958,401,"*",5.20095016115387,4.89960051996294,5.50620150460153,-0.39193278788949,0.0874304395898814,0.999820495462944,25.01,34.21,20.65,37.66,31.72,50.73,28.32,66.05,36.69,"ZNF449","Not Significant",1.05833733802497,1.05833733802497,"Not Capped"
"2020","chr1",3277750,3278150,401,"*",3.27254325925222,2.61695552999692,3.81502812856786,-0.971213589837298,0.0874718322875526,0.999820495462944,5.14,7.03,4.24,7.74,6.52,15.71,8.77,20.45,11.36,"PRDM16","Not Significant",1.05813177613795,1.05813177613795,"Not Capped"
"2033","chr10",22029450,22029850,401,"*",3.93764561328835,4.11843058691756,3.67424949787287,0.651607578139223,0.0879293939165265,0.999820495462944,14.55,19.91,12.01,21.91,18.46,14.25,7.96,18.55,10.31,"DNAJC1","Not Significant",1.0558659203551,1.0558659203551,"Not Capped"
"2035","chr19",53196836,53197236,401,"*",5.49212660931189,5.55811633238235,5.40515419794674,0.365196829283076,0.0881195366940023,0.999820495462944,39.47,54,32.59,59.45,50.07,47.3,26.41,61.58,34.21,"ZNF665","Not Significant",1.05492779490492,1.05492779490492,"Not Capped"
"2049","chr19",34734027,34734427,401,"*",5.56701178960687,5.28831666699713,5.85339578812435,-0.350858751870999,0.0887627041879613,0.999820495462944,32.74,44.79,27.03,49.31,41.53,64.54,36.03,84.02,46.67,"ZNF181","Not Significant",1.05176947529965,1.05176947529965,"Not Capped"
"2067","chr12",7990111,7990511,401,"*",4.27527792672585,4.41758176829722,4.07505707275682,0.552289186204404,0.0895964123047124,0.999820495462944,17.91,24.49,14.78,26.96,22.71,18.81,10.5,24.49,13.61,"FOXJ2","Not Significant",1.04770938037651,1.04770938037651,"Not Capped"
"2128","chr3",119809951,119810351,401,"*",4.75983988575756,4.42868941791231,5.08910366614639,-0.445026996163399,0.0915474306747564,0.999820495462944,18.04,24.68,14.9,27.17,22.89,38,21.21,49.47,27.48,"NR1I2","Not Significant",1.03835383988696,1.03835383988696,"Not Capped"
