"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL"
"121","chr6",164125150,164125550,401,"*",3.09678453720626,3.57478437137354,2.12248198968664,1.63509695096195,0.00730133134172705,0.999820495462944,9.98,13.66,8.24,15.03,12.66,4.86,2.71,6.33,3.52,"QKI"
"122","chr13",86382403,86382803,401,"*",3.08686983381381,3.56411000727282,2.11516272758801,1.63314537409954,0.00736825851828551,0.999820495462944,9.91,13.56,8.18,14.92,12.57,4.84,2.7,6.3,3.5,"LINC00430"
"123","chr8",120811207,120811607,401,"*",5.0767807680143,4.63184352330313,5.49008201594365,-0.642518401505435,0.00738294075971697,0.999820495462944,20.77,28.41,17.15,31.28,26.35,50.17,28.01,65.32,36.28,"SNTB1"
"124","chr16",700694,701094,401,"*",4.9684100895081,4.50742184402579,5.39267590594037,-0.66904524292264,0.00742887135022165,0.999820495462944,19.06,26.07,15.73,28.7,24.17,46.89,26.18,61.05,33.91,"FBXL16"
"125","chr11",61827961,61828361,401,"*",4.81202223531867,4.33216968821855,5.24891575613838,-0.70019535979644,0.0074593635515168,0.999820495462944,16.88,23.08,13.93,25.41,21.4,42.45,23.7,55.26,30.7,"FADS2"
"126","chr7",7764614,7765014,401,"*",4.0078955522625,4.30660780791614,3.51874106763358,0.992617084378698,0.00757113000185751,0.999820495462944,16.58,22.68,13.69,24.97,21.03,12.79,7.14,16.66,9.25,"UMAD1"
"127","chr2",170873885,170874285,401,"*",3.68080509870045,4.04262466224592,3.04524976131927,1.1972173701161,0.00759414617520619,0.999820495462944,13.81,18.89,11.4,20.79,17.51,9.21,5.14,12,6.66,"GAD1"
"128","chr2",95345597,95345997,401,"*",4.59365370359073,4.07143154103741,5.05793183070698,-0.769102540092538,0.00764987305238337,0.999820495462944,14.09,19.27,11.63,21.21,17.87,37.18,20.76,48.41,26.89,"KCNIP3"
"129","chr9",76023878,76024278,401,"*",4.63763133472347,4.85650698958737,4.30705224579055,0.758570941585795,0.00772258428435587,0.999820495462944,24.27,33.2,20.04,36.55,30.79,22.1,12.34,28.77,15.98,"PCSK5"
"130","chr5",133305905,133306305,401,"*",3.52475608625561,2.64009114371729,4.17825951523097,-1.30915175443333,0.00775664930667649,0.999820495462944,5.22,7.14,4.31,7.87,6.62,20.21,11.28,26.31,14.61,"FSTL4"
"131","chr6",119076610,119077010,401,"*",4.96363895472222,5.14821756482118,4.69376809142063,0.664869165669163,0.00775959263207151,0.999820495462944,29.71,40.64,24.53,44.74,37.68,28.89,16.13,37.61,20.89,"FAM184A"
"132","chr12",49296589,49296989,401,"*",4.74391423944005,4.95163743943062,4.43351714495349,0.728109832076652,0.00777665262870544,0.999820495462944,25.93,35.46,21.41,39.04,32.88,24.12,13.47,31.4,17.44,"PRPH"
"133","chr1",169708150,169708550,401,"*",4.42112447415998,4.66021901085803,4.05280692929698,0.815508475012774,0.00789918584003481,0.999820495462944,21.18,28.98,17.49,31.9,26.87,18.53,10.34,24.12,13.4,"SELL"
"134","chr12",101823879,101824279,401,"*",5.26935195040899,5.43762780217661,5.02698385304876,0.621698193139324,0.00793870966061909,0.999820495462944,36.31,49.67,29.98,54.68,46.06,36.39,20.32,47.38,26.32,"GNPTAB"
"135","chr1",211680737,211681137,401,"*",4.79315995265453,4.99245574600602,4.49772699276495,0.704633558138878,0.00797857797992672,0.999820495462944,26.67,36.48,22.02,40.16,33.83,25.22,14.08,32.83,18.24,"LOC91548"
"136","chr6",37018214,37018614,401,"*",5.64923011138473,5.79001345104017,5.45141592475492,0.55049544634498,0.00798444769287506,0.999820495462944,46.36,63.41,38.27,69.81,58.8,48.84,27.27,63.59,35.32,"FGD2"
"137","chr7",30445827,30446227,401,"*",4.58785447203908,4.80879585172287,4.2534886418075,0.764296315973474,0.00801003201798984,0.999820495462944,23.48,32.12,19.39,35.36,29.78,21.29,11.89,27.72,15.4,"NOD1"
"138","chr2",142130513,142130913,401,"*",3.67530612721021,2.89958225924539,4.27926416335138,-1.15394966522723,0.00805338591925242,0.999820495462944,6.25,8.55,5.16,9.42,7.93,21.67,12.1,28.22,15.67,"LRP1B"
"139","chr22",38454431,38454831,401,"*",4.10896762605409,3.47659499045581,4.63864542489185,-0.941782341566842,0.00807682714109882,0.999820495462944,9.33,12.76,7.7,14.05,11.83,27.81,15.52,36.2,20.11,"KCNJ4"
"140","chr7",134669814,134670214,401,"*",5.30272157254466,5.46198302295832,5.07520835535655,0.598113890394592,0.00809823754063546,0.999820495462944,36.93,50.52,30.49,55.61,46.84,37.63,21.01,48.99,27.21,"BPGM"
"141","chr18",57427852,57428252,401,"*",3.85154734610043,3.14716714789708,4.41993693141215,-1.04963109007006,0.00827597156062111,0.999820495462944,7.42,10.15,6.13,11.18,9.41,23.89,13.34,31.11,17.28,"ONECUT2"
"142","chr6",70955850,70956250,401,"*",5.44441566103026,5.59484717781823,5.23121816912793,0.575255756659893,0.0083507241479318,0.999820495462944,40.49,55.39,33.43,60.98,51.36,41.93,23.41,54.59,30.32,"B3GAT2"
"143","chr11",721915,722315,401,"*",5.06877934558834,4.62123340423651,5.48387662983815,-0.646768327426676,0.00839640888351528,0.999820495462944,20.62,28.21,17.02,31.05,26.15,49.95,27.89,65.04,36.13,"EPS8L2"
"144","chr17",8410247,8410647,401,"*",3.97851444309286,4.27771325323016,3.48830934158638,0.994271973951448,0.00846788900888344,0.999820495462944,16.25,22.23,13.42,24.47,20.61,12.53,6.99,16.31,9.06,"NDEL1"
"145","chr2",225434139,225434539,401,"*",2.82398363412622,1.44740907909523,3.64657904509451,-1.94231578146941,0.0084790903445209,0.999820495462944,2.28,3.13,1.89,3.44,2.9,13.98,7.8,18.2,10.11,"NYAP2"
"146","chr5",1633743,1634143,401,"*",4.85176208434946,4.37867972792585,5.28415532610191,-0.689149340431186,0.00859330804401523,0.999820495462944,17.43,23.84,14.39,26.25,22.11,43.5,24.28,56.63,31.46,"LOC728613"
"147","chr4",170026309,170026709,401,"*",5.82675228910771,5.95678060575811,5.64577626592331,0.523162223304929,0.00869750024073708,0.999820495462944,52.04,71.18,42.96,78.37,66,55.89,31.2,72.76,40.42,"MFAP3L"
"148","chr17",75608964,75609364,401,"*",3.51659209255391,2.65473742749049,4.16016579492781,-1.27645995221386,0.00874511978868394,0.999820495462944,5.28,7.22,4.36,7.95,6.69,19.96,11.14,25.98,14.43,"MYO15B"
"149","chr8",89902312,89902712,401,"*",6.72033655821186,6.84333835707862,6.55018941903455,0.505840978939175,0.00879145437121282,0.999820495462944,96.21,131.6,79.43,144.88,122.03,104.61,58.4,136.19,75.65,"OSGIN2"
"150","chr1",181318328,181318728,401,"*",4.10062565672617,3.48199131993755,4.62257195874844,-0.920078633476886,0.00879936649257235,0.999820495462944,9.36,12.81,7.73,14.1,11.87,27.5,15.35,35.8,19.89,"CACNA1E"
"151","chr11",97667042,97667442,401,"*",4.23550388476046,3.652249379157,4.73699857689614,-0.865454231662729,0.00882483543782219,0.999820495462944,10.53,14.41,8.7,15.86,13.36,29.77,16.62,38.76,21.53,"LINC02737"
"152","chr8",82008695,82009095,401,"*",2.69463707086434,3.25757964932919,1.38492334849858,2.02916452060899,0.00884447673678542,0.999820495462944,8.01,10.96,6.62,12.07,10.16,2.92,1.63,3.8,2.11,"LOC101927141"
"153","chr20",32052146,32052546,401,"*",4.15236368505352,3.5422843122496,4.66943693827102,-0.907061031525819,0.00890820869188925,0.999820495462944,9.76,13.35,8.06,14.7,12.38,28.41,15.86,36.98,20.54,"HCK"
"154","chr16",77492924,77493324,401,"*",2.87469499255412,1.63775216913895,3.65681964036843,-1.76899692416435,0.00893351828162594,0.999820495462944,2.61,3.57,2.15,3.93,3.31,14.08,7.86,18.33,10.18,"ADAMTS18"
"155","chr5",178188602,178189002,401,"*",3.48750325792132,2.63081893058918,4.12879466544282,-1.26848920359595,0.00896905931916372,0.999820495462944,5.19,7.1,4.28,7.81,6.58,19.53,10.9,25.42,14.12,"GMCL2"
"156","chr19",56507660,56508060,401,"*",4.82978986842527,5.02987993865741,4.53295686869333,0.7069104293086,0.00898938598884934,0.999820495462944,27.37,37.44,22.6,41.22,34.72,25.84,14.43,33.64,18.69,"ZNF471"
"157","chr3",50073674,50074074,401,"*",2.82318028516535,1.5116015858568,3.62756454916175,-1.8601942274606,0.00908472841062774,0.999820495462944,2.39,3.27,1.97,3.6,3.03,13.8,7.7,17.96,9.98,"RBM6"
"158","chr12",60244797,60245197,401,"*",3.19517948728654,2.15463189747283,3.91091593358104,-1.51856168311526,0.00910747497965054,0.999820495462944,3.73,5.1,3.08,5.62,4.73,16.79,9.37,21.86,12.14,"SLC16A7"
"159","chr20",64057540,64057940,401,"*",4.74828960510747,4.26894749873677,5.1848450494264,-0.699265872820467,0.00913885624624914,0.999820495462944,16.15,22.09,13.34,24.32,20.49,40.6,22.67,52.86,29.36,"TCEA2"
"160","chr2",240568450,240568850,401,"*",5.67802719890383,5.29915106919521,6.04394863096714,-0.530168989846173,0.00916661007354212,0.999820495462944,32.99,45.12,27.24,49.68,41.84,73.65,41.12,95.89,53.26,"RNPEPL1"
"161","chr5",159295444,159295844,401,"*",3.21185695918115,2.14492210069091,3.93723596861893,-1.55350646737288,0.00922193708080393,0.999820495462944,3.71,5.07,3.06,5.58,4.7,17.1,9.55,22.26,12.37,"LOC285626"
"162","chr8",106269988,106270388,401,"*",6.48636609364961,6.60705925100402,6.31974781459141,0.499895772307678,0.00935623570632605,0.999820495462944,81.67,111.72,67.43,123,103.59,89.17,49.78,116.09,64.48,"OXR1"
"163","chr2",169733893,169734293,401,"*",4.62400051771585,4.11918289927387,5.07718953272165,-0.740659646045472,0.0093804316213303,0.999820495462944,14.56,19.92,12.02,21.93,18.47,37.68,21.04,49.06,27.25,"KLHL23"
"164","chr2",219612570,219612970,401,"*",3.62906042561089,2.84378324721512,4.23758527851842,-1.16728486964591,0.00962014502330377,0.999820495462944,6.01,8.23,4.97,9.06,7.63,21.06,11.76,27.42,15.23,"STK11IP"
"165","chr8",135820843,135821243,401,"*",3.38544387576363,2.48763614888902,4.04456734874743,-1.32581980667459,0.00964570064583755,0.999820495462944,4.7,6.43,3.88,7.08,5.96,18.42,10.28,23.98,13.32,"KHDRBS3"
"166","chr9",3467656,3468056,401,"*",4.2837946285779,3.71770724828441,4.77507549499725,-0.838393448091753,0.00978682575183554,0.999820495462944,11.02,15.08,9.1,16.6,13.98,30.56,17.06,39.79,22.1,"RFX3"
"167","chr13",30608871,30609271,401,"*",3.02665467625591,1.88500306746564,3.77807511237887,-1.64866368827594,0.00981043664774474,0.999820495462944,3.09,4.23,2.55,4.66,3.93,15.31,8.55,19.94,11.07,"HMGB1"
"168","chr19",33688699,33689099,401,"*",3.59273629097914,2.77946249456232,4.21439083637912,-1.20797762889076,0.00990928162192355,0.999820495462944,5.75,7.87,4.75,8.66,7.3,20.72,11.57,26.98,14.99,"CHST8"
"169","chr18",63317982,63318382,401,"*",5.43862251555541,5.04483295016848,5.81556893413484,-0.555755202791455,0.0100100220296664,0.999820495462944,27.66,37.83,22.83,41.65,35.08,62.87,35.1,81.85,45.46,"BCL2"
"170","chr15",65639488,65639888,401,"*",3.69111543525099,2.94412138784725,4.28106614200953,-1.11179641589487,0.0100531563403043,0.999820495462944,6.45,8.82,5.32,9.71,8.18,21.7,12.12,28.25,15.69,"SLC24A1"
"171","chr6",139279778,139280178,401,"*",3.73808008592517,4.07337348657665,3.16666749112128,1.10859598169928,0.0101080765497901,0.999820495462944,14.1,19.29,11.65,21.24,17.89,10.02,5.6,13.05,7.25,"TXLNB"
"172","chr3",4978448,4978848,401,"*",4.8746886324544,4.41530111941296,5.29787016031307,-0.666268042973447,0.01013222173242,0.999820495462944,17.88,24.45,14.76,26.92,22.67,43.91,24.52,57.17,31.76,"BHLHE40"
"173","chr9",8329321,8329721,401,"*",3.32170114848009,2.37425508779895,4.00140686461911,-1.3935257960972,0.0101579351761968,0.999820495462944,4.34,5.94,3.59,6.54,5.51,17.88,9.98,23.28,12.93,"PTPRD"
"174","chr1",225653405,225653805,401,"*",4.07647397548563,3.46220046298283,4.59594194757007,-0.913113366720122,0.0102704915883845,0.999820495462944,9.23,12.63,7.62,13.91,11.71,26.99,15.07,35.15,19.52,"ENAH"
"175","chr1",99969854,99970254,401,"*",5.83241179149295,5.96061192734179,5.65426617969981,0.518510017546095,0.010288889072965,0.999820495462944,52.18,71.37,43.08,78.58,66.18,56.22,31.38,73.19,40.66,"SLC35A3"
"176","chr14",106421492,106421892,401,"*",3.69426923042966,2.88239742190123,4.31527513173789,-1.20592148188334,0.0103126666059358,0.999820495462944,6.18,8.45,5.1,9.3,7.84,22.22,12.41,28.93,16.07,"LINC00221"
"177","chr3",114290769,114291169,401,"*",4.63046824798498,4.13685765052079,5.07639969192343,-0.722494678413598,0.0103128798669645,0.999820495462944,14.74,20.16,12.17,22.2,18.69,37.66,21.03,49.03,27.24,"TIGIT"
"178","chr7",151408680,151409080,401,"*",4.36121948751881,3.81346471100334,4.84137611909915,-0.809390270480799,0.0103491387327924,0.999820495462944,11.78,16.11,9.73,17.74,14.94,32,17.87,41.66,23.14,"WDR86-AS1"
"179","chrX",33067122,33067522,401,"*",2.29308360302355,2.90659450991562,0.72616056547802,2.30615270370957,0.0104237810845185,0.999820495462944,6.28,8.59,5.19,9.46,7.97,1.85,1.03,2.4,1.34,"DMD"
"180","chr5",65804029,65804429,401,"*",3.18066365746865,3.61567503503922,2.34441517837707,1.46090335670797,0.0104290820771445,0.999820495462944,10.27,14.05,8.48,15.47,13.03,5.67,3.16,7.38,4.1,"NLN"
"181","chr2",379548,379948,401,"*",2.85222286808304,1.64792183417382,3.6241300447962,-1.7265364949864,0.0104854995333932,0.999820495462944,2.63,3.59,2.17,3.95,3.33,13.76,7.68,17.92,9.95,"LINC01865"
"182","chrY",2935792,2936192,401,"*",3.95315430163488,4.32590187696093,3.28996202584015,1.23642059962494,0.0104971643556641,0.999820495462944,16.8,22.98,13.87,25.3,21.31,10.92,6.1,14.21,7.9,"ZFY"
"183","chr4",165378865,165379265,401,"*",5.0147750530667,5.18674558463033,4.7662468801054,0.631228437679615,0.0105884966319311,0.999820495462944,30.52,41.74,25.19,45.95,38.7,30.38,16.96,39.55,21.97,"CPE"
"184","chr6",111759727,111760127,401,"*",5.5907427775344,5.72744413834669,5.39935734090771,0.539995904886767,0.0106215323153647,0.999820495462944,44.39,60.72,36.65,66.85,56.3,47.11,26.3,61.34,34.07,"FYN"
"185","chr1",211228983,211229383,401,"*",4.63589052988565,4.1448400567382,5.08015096935245,-0.718373315205991,0.010647472717324,0.999820495462944,14.82,20.27,12.24,22.32,18.8,37.76,21.08,49.16,27.31,"RCOR3"
"186","chr5",62578509,62578909,401,"*",4.23389793480963,4.48700341260793,3.83851561461444,0.855596396865597,0.0107374805474189,0.999820495462944,18.79,25.7,15.51,28.29,23.83,15.97,8.92,20.79,11.55,"LRRC70"
"187","chr8",143903078,143903478,401,"*",3.84703547617199,3.14545091396101,4.41397666455889,-1.04501741162256,0.0108276249263094,0.999820495462944,7.41,10.14,6.12,11.16,9.4,23.8,13.28,30.98,17.21,"EPPK1"
"188","chr18",51051009,51051565,557,"*",4.04808962794187,4.3260458533485,3.60273734216945,0.928667547051946,0.0109113157092956,0.999820495462944,16.8,22.99,13.87,25.31,21.31,13.56,7.57,17.66,9.81,"SMAD4"
"189","chr7",142412673,142413073,401,"*",3.7475437570136,3.03310771967625,4.32110815523085,-1.06407533452422,0.0109319888381311,0.999820495462944,6.86,9.38,5.66,10.33,8.7,22.31,12.46,29.05,16.14,"PRSS59P"
"190","chr1",144560693,144561093,401,"*",4.57374553425908,4.0702379816462,5.02609094538677,-0.738709231267049,0.0109428968620369,0.999820495462944,14.07,19.25,11.62,21.19,17.85,36.37,20.31,47.35,26.3,"RNVU1-2A"
"191","chr6",126339850,126340250,401,"*",4.96771972613181,5.14221741066103,4.71495373425249,0.637979500488295,0.0110061886997184,0.999820495462944,29.59,40.47,24.43,44.56,37.53,29.32,16.37,38.17,21.2,"CENPW"
"192","chr2",109676545,109676945,401,"*",2.89734600564944,1.69519332183806,3.66856998946054,-1.72415726170517,0.0110075050041091,0.999820495462944,2.71,3.71,2.24,4.09,3.44,14.19,7.92,18.48,10.27,"SOWAHC"
"193","chr7",104207835,104208235,401,"*",5.28592600378029,5.43516217257379,5.07464894248119,0.571908495835853,0.0110872460967422,0.999820495462944,36.25,49.58,29.93,54.59,45.98,37.62,21,48.98,27.2,"ORC5"
"194","chrX",119561847,119562247,401,"*",2.69781377501223,3.2492375359038,1.43968506948414,1.96713954528101,0.0111121646032886,0.999820495462944,7.97,10.9,6.58,12,10.1,3.03,1.69,3.94,2.19,"STEEP1"
"195","chr19",34317572,34317972,401,"*",4.15462207275662,4.41446449308137,3.74594743535022,0.875273893848838,0.0111212641110264,0.999820495462944,17.87,24.44,14.75,26.91,22.66,14.98,8.36,19.5,10.83,"GARRE1"
"196","chr11",29832175,29832575,401,"*",3.38650972258425,2.51540083990314,4.03413914419297,-1.28851198906308,0.0112427332181482,0.999820495462944,4.79,6.55,3.96,7.21,6.08,18.29,10.21,23.81,13.23,"LINC01616"
"197","chr17",80252899,80253299,401,"*",4.99185024845932,4.55751100429526,5.39779822044928,-0.624560053455509,0.0112592222943319,0.999820495462944,19.73,26.99,16.29,29.71,25.02,47.06,26.27,61.27,34.03,"SLC26A11"
"198","chr2",229735997,229736397,401,"*",3.54516294524837,2.73449928231059,4.16560914538906,-1.20366956455461,0.0112615432228664,0.999820495462944,5.58,7.63,4.6,8.4,7.07,20.03,11.18,26.08,14.49,"DNER"
"199","chr3",134668069,134668469,401,"*",3.58729039979549,2.77916157821671,4.20656004430598,-1.20006878942795,0.0113132925226074,0.999820495462944,5.75,7.87,4.75,8.66,7.29,20.61,11.51,26.83,14.9,"KY"
"200","chr4",80335740,80336140,401,"*",4.10396802612748,4.37202042116615,3.67884188214982,0.899470701870088,0.0114483903910727,0.999820495462944,17.35,23.73,14.32,26.13,22,14.3,7.98,18.61,10.34,"CFAP299"
"201","chr18",40229088,40229488,401,"*",3.35582005287528,3.75710169582777,2.61680726789843,1.33502529387212,0.0114587714332398,0.999820495462944,11.33,15.5,9.35,17.06,14.37,6.85,3.82,8.91,4.95,"LINC01477"
"202","chr21",42089088,42089488,401,"*",3.95353691500789,3.31753063334037,4.48524047785926,-0.946252693069993,0.0115133368798701,0.999820495462944,8.35,11.43,6.9,12.58,10.59,25,13.96,32.55,18.08,"UMODL1"
"203","chr1",156126892,156127292,401,"*",4.83613240376379,4.38372966788443,5.25455893674932,-0.654648597955897,0.0116390347178807,0.999820495462944,17.49,23.92,14.44,26.34,22.18,42.61,23.79,55.48,30.82,"LMNA"
"204","chr5",42992346,42992746,401,"*",4.79663679654169,4.9859087291351,4.51869145062202,0.677480733406742,0.0116528101870502,0.999820495462944,26.55,36.32,21.92,39.98,33.67,25.59,14.28,33.31,18.5,"FLJ32255"
"205","chr14",69191562,69191962,401,"*",4.90028917837937,5.07757440009399,4.64282558289873,0.645187450589216,0.0116901068266744,0.999820495462944,28.29,38.7,23.36,42.61,35.88,27.89,15.57,36.31,20.17,"EXD2"
"206","chr19",39031387,39031787,401,"*",4.80719065256069,4.34957856499385,5.22916719631863,-0.663312085499399,0.0116923621656676,0.999820495462944,17.08,23.36,14.1,25.72,21.66,41.87,23.38,54.51,30.28,"FBXO27"
"207","chr7",105849400,105849800,401,"*",4.5034794581744,4.71964380297326,4.17784733295192,0.750512599997157,0.0118147711779916,0.999820495462944,22.08,30.2,18.23,33.24,28,20.2,11.28,26.3,14.61,"ATXN7L1"
"208","chr17",15944783,15945183,401,"*",4.44033696777449,3.92033765871327,4.90321098657183,-0.764926007519853,0.0118152783199059,0.999820495462944,12.68,17.35,10.47,19.1,16.09,33.4,18.65,43.49,24.16,"ADORA2B"
"209","chr12",71166349,71166749,401,"*",4.11133392800998,4.37941694648449,3.68614589048331,0.899761272753892,0.011833745727822,0.999820495462944,17.44,23.85,14.4,26.26,22.12,14.37,8.02,18.71,10.39,"TSPAN8"
"210","chr14",50083071,50083471,401,"*",5.39088344727307,4.99715184706643,5.76778739630134,-0.555682104316209,0.0119633665013701,0.999820495462944,26.76,36.6,22.09,40.3,33.94,60.82,33.95,79.18,43.98,"LINC01599"
"211","chr11",19241029,19241429,401,"*",4.71099463499137,4.24072688862613,5.14150656928618,-0.6841269280872,0.0119789623679338,0.999820495462944,15.84,21.67,13.08,23.85,20.09,39.4,22,51.3,28.49,"E2F8"
"212","chr8",33484858,33485258,401,"*",6.20206222694415,6.31367096775552,6.04919255729949,0.476936349322281,0.0120550881001129,0.999820495462944,66.64,91.16,55.02,100.36,84.53,73.92,41.27,96.24,53.46,"MAK16"
"213","chr12",7221784,7222184,401,"*",3.24733150539364,2.27668486123225,3.93632051431804,-1.42491954007097,0.0121919876180576,0.999820495462944,4.06,5.55,3.35,6.11,5.15,17.09,9.54,22.25,12.36,"PEX5"
"214","chr6",27518914,27519314,401,"*",4.34832318506585,4.58102449443728,3.99210313290196,0.796784732310365,0.0122215778748248,0.999820495462944,20.05,27.43,16.56,30.2,25.43,17.76,9.92,23.13,12.85,"ZNF184"
"215","chr12",66302274,66302674,401,"*",5.45434728364601,5.07294920279833,5.82214707205662,-0.534386137385878,0.0122403589102371,0.999820495462944,28.2,38.58,23.28,42.47,35.77,63.15,35.26,82.22,45.67,"HELB"
"216","chr8",126383663,126384063,401,"*",3.49899273609254,3.86409621983034,2.85520977284675,1.20647118897917,0.0122456407672798,0.999820495462944,12.2,16.69,10.07,18.37,15.47,8.08,4.51,10.52,5.84,"LOC101927657"
"217","chr22",41699298,41699698,401,"*",4.91190927284931,5.08709403790543,4.65798766327846,0.639615404497515,0.0122527527025906,0.999820495462944,28.48,38.96,23.51,42.89,36.12,28.18,15.73,36.69,20.38,"MEI1"
