"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"1155","chr6",157235890,157236290,401,"*",4.89918578975433,4.594857640139,5.15036647329479,-0.4562085289936,0.0603068911149868,0.999789157560756,32.18,16.18,18.73,23.36,30.38,39.9,22.99,32.25,50.47,31.97,"ARID1B","Not Significant",1.21963305929902,1.21963305929902,"Not Capped"
"1194","chr19",37078162,37078562,401,"*",5.23279871076074,5.38668005898431,5.06052244689205,0.422211258363345,0.061868278465572,0.999789157560756,55.7,28.02,32.42,40.44,52.6,37.49,21.6,30.3,47.42,30.04,"ZNF420","Not Significant",1.20853196840386,1.20853196840386,"Not Capped"
"1199","chr1",41673622,41674022,401,"*",3.83568377297117,4.10821751326109,3.49938835966855,0.700362100729521,0.0619331653772377,0.999789157560756,22.96,11.55,13.36,16.67,21.68,12.71,7.32,10.27,16.07,10.18,"HIVEP3","Not Significant",1.20807672282045,1.20807672282045,"Not Capped"
"1217","chr6",42452970,42453370,401,"*",4.89407795005244,4.59321629750308,5.14289519913347,-0.450374936386478,0.0630650408970959,0.999789157560756,32.14,16.16,18.7,23.33,30.35,39.7,22.87,32.08,50.21,31.81,"TRERF1","Not Significant",1.2002113182964,1.2002113182964,"Not Capped"
"1221","chrX",49043459,49043859,401,"*",5.34090665136004,5.06209765567022,5.57446196220314,-0.413726648021996,0.063238981988873,0.999789157560756,44.48,22.37,25.89,32.29,42,53.54,30.84,43.27,67.72,42.9,"TFE3","Not Significant",1.19901512988742,1.19901512988742,"Not Capped"
"1230","chr3",71130487,71130887,401,"*",4.48939274622733,4.68454674931942,4.26364828976451,0.515521838349966,0.063549576894326,0.999789157560756,34.24,17.22,19.93,24.86,32.33,21.58,12.43,17.44,27.3,17.29,"FOXP1","Not Significant",1.19688733658238,1.19688733658238,"Not Capped"
"1233","chr12",124005968,124006368,401,"*",3.57382195399628,3.04630350846903,3.95925629302526,-0.805978419098624,0.0636930540330808,0.999789157560756,11,5.53,6.4,7.99,10.39,17.48,10.07,14.12,22.1,14,"ZNF664","Not Significant",1.19590792652782,1.19590792652782,"Not Capped"
"1235","chr7",112206346,112206746,401,"*",6.40066568201482,6.12031431969996,6.63530132139859,-0.416980383958899,0.0637199822682336,0.999789157560756,92.63,46.59,53.91,67.25,87.46,111.69,64.34,90.26,141.27,89.49,"ZNF277","Not Significant",1.19572435372479,1.19572435372479,"Not Capped"
"1253","chr18",35267195,35267595,401,"*",4.58007432175003,4.76510660987777,4.36777019872135,0.49213982213156,0.0645712748302078,0.999789157560756,36.21,18.21,21.07,26.29,34.19,23.2,13.36,18.75,29.34,18.59,"ZSCAN30","Not Significant",1.18996063923673,1.18996063923673,"Not Capped"
"1282","chr1",200039322,200039722,401,"*",3.90741818747713,4.16547237075892,3.59292833929186,0.663790917421835,0.0657176089068666,0.999789157560756,23.89,12.02,13.9,17.35,22.56,13.56,7.81,10.96,17.15,10.86,"NR5A2","Not Significant",1.18231824647624,1.18231824647624,"Not Capped"
"1289","chrX",135344374,135344774,401,"*",4.60113931547557,4.2744972437918,4.86730783707139,-0.493001039302837,0.0659660174299294,0.999789157560756,25.77,12.96,15,18.71,24.33,32.79,18.89,26.5,41.48,26.28,"ZNF449","Not Significant",1.18067973481322,1.18067973481322,"Not Capped"
"1290","chr16",25373825,25374225,401,"*",2.55199790332076,3.05111717826421,1.78256864529687,1.333694426529,0.0660263752249756,0.999789157560756,11.04,5.55,6.42,8.01,10.42,3.87,2.23,3.12,4.89,3.1,"ZKSCAN2","Not Significant",1.18028254435961,1.18028254435961,"Not Capped"
"1298","chr8",144755411,144755811,401,"*",5.6938768080204,5.42209435074584,5.92248551931708,-0.401991864660867,0.0663792157154752,0.999789157560756,57.09,28.71,33.22,41.45,53.91,68.14,39.25,55.07,86.19,54.6,"ZNF251","Not Significant",1.1779678831786,1.1779678831786,"Not Capped"
"1303","chr2",85285390,85285790,401,"*",4.36237832825157,4.56732923236938,4.12341313690846,0.537811964915319,0.066628563406039,0.999789157560756,31.57,15.88,18.37,22.92,29.81,19.58,11.28,15.83,24.77,15.69,"TCF7L1","Not Significant",1.17633955055531,1.17633955055531,"Not Capped"
"1307","chr1",150879210,150879610,401,"*",3.14858985567631,3.53578061064192,2.61775844787383,1.00051465113751,0.0669382535495657,0.999789157560756,15.44,7.77,8.99,11.21,14.58,6.9,3.97,5.57,8.72,5.53,"ARNT","Not Significant",1.17432562277718,1.17432562277718,"Not Capped"
"1314","chr20",59123079,59123479,401,"*",4.6359044184118,4.31535974866518,4.89801580327377,-0.482741188391203,0.0672481532586524,0.999789157560756,26.51,13.33,15.43,19.25,25.03,33.5,19.3,27.07,42.37,26.84,"ZNF831","Not Significant",1.17231963757967,1.17231963757967,"Not Capped"
"1326","chr4",102614200,102614600,401,"*",3.85846248454943,4.12222226056302,3.53544565010678,0.67840443663535,0.0677322957371733,0.999789157560756,23.19,11.66,13.49,16.83,21.9,13.03,7.5,10.53,16.48,10.44,"NFKB1","Not Significant",1.16920420404683,1.16920420404683,"Not Capped"
"1337","chr11",125221222,125221622,401,"*",3.32292991010174,3.66693675619869,2.87032661239772,0.882582950896832,0.0682792498639951,0.999789157560756,16.91,8.51,9.84,12.28,15.97,8.22,4.73,6.64,10.39,6.58,"PKNOX2","Not Significant",1.16571125881854,1.16571125881854,"Not Capped"
"1343","chr11",47248716,47249116,401,"*",4.84053300433142,5.00609818427877,4.65347412081389,0.448080629978845,0.0684910698406137,0.999789157560756,42.79,21.52,24.9,31.06,40.4,28.28,16.29,22.85,35.76,22.66,"NR1H3","Not Significant",1.16436604999325,1.16436604999325,"Not Capped"
"1355","chr19",41927565,41927965,401,"*",4.23876404727011,3.8670717977821,4.53404579344136,-0.565653108057798,0.0690756277899389,0.999789157560756,19.43,9.77,11.31,14.11,18.35,26.03,14.99,21.04,32.92,20.86,"ERFL","Not Significant",1.16067515933266,1.16067515933266,"Not Capped"
"1356","chr19",921680,922080,401,"*",4.71057942970745,4.88375512437233,4.51374409757898,0.465196042341782,0.069218215959789,0.999789157560756,39.31,19.77,22.88,28.54,37.12,25.67,14.78,20.74,32.46,20.56,"ARID3A","Not Significant",1.15977959846581,1.15977959846581,"Not Capped"
"1370","chr2",28390447,28390847,401,"*",5.5010378873071,5.2296118281284,5.72939460228487,-0.401262241818335,0.0699140132986194,0.999789157560756,49.96,25.13,29.07,36.27,47.17,59.61,34.34,48.17,75.39,47.76,"FOSL2","Not Significant",1.15543576719701,1.15543576719701,"Not Capped"
"1386","chr19",57916418,57916818,401,"*",5.28816907051,5.43423188968772,5.12563518081497,0.404721924587284,0.070416012037901,0.999789157560756,57.57,28.96,33.5,41.8,54.36,39.22,22.59,31.7,49.61,31.43,"ZNF417","Not Significant",1.15232857453673,1.15232857453673,"Not Capped"
"1395","chr6",27518498,27518898,401,"*",3.15400763350321,3.52792969687969,2.64791938559163,0.96294697985034,0.0707264626869617,0.999789157560756,15.36,7.72,8.94,11.15,14.5,7.04,4.06,5.69,8.91,5.64,"ZNF184","Not Significant",1.15041806217698,1.15041806217698,"Not Capped"
"1402","chr6",45328279,45328679,401,"*",3.30022818825086,3.65102417692062,2.83575556525574,0.900647829843369,0.0709816334465772,0.999789157560756,16.73,8.41,9.73,12.14,15.79,8.02,4.62,6.48,10.15,6.43,"RUNX2","Not Significant",1.1488540107834,1.1488540107834,"Not Capped"
"1403","chr3",142039492,142039892,401,"*",3.0654915757862,3.46467764185994,2.5117188222473,1.0338520919162,0.0710063161345831,0.999789157560756,14.7,7.39,8.55,10.67,13.88,6.41,3.69,5.18,8.1,5.13,"TFDP2","Not Significant",1.14870301831765,1.14870301831765,"Not Capped"
"1405","chr1",53739098,53739498,401,"*",3.90733905975022,4.16088657105208,3.5995253523169,0.653021068001592,0.0710287193443114,0.999789157560756,23.82,11.98,13.86,17.29,22.49,13.62,7.85,11.01,17.23,10.91,"GLIS1","Not Significant",1.14856601563504,1.14856601563504,"Not Capped"
"1415","chr1",18645297,18645697,401,"*",3.52119754573646,3.828744474003,3.12981460535994,0.787385819044186,0.0715466419298434,0.999789157560756,18.92,9.52,11.01,13.74,17.86,9.83,5.67,7.95,12.44,7.88,"PAX7","Not Significant",1.14541074521047,1.14541074521047,"Not Capped"
"1417","chr1",212608435,212608835,401,"*",4.8117675229091,4.51096939746097,5.06054137043453,-0.450123634626878,0.0716837915890049,0.999789157560756,30.36,15.27,17.67,22.04,28.67,37.49,21.6,30.3,47.42,30.04,"ATF3","Not Significant",1.14457903149,1.14457903149,"Not Capped"
"1423","chr18",78874914,78875314,401,"*",3.54671425952534,3.03301045256275,3.92475754561506,-0.785509210119502,0.0720462498176402,0.999789157560756,10.9,5.48,6.34,7.91,10.29,17.06,9.83,13.79,21.58,13.67,"SALL3","Not Significant",1.14238862034469,1.14238862034469,"Not Capped"
"1429","chr2",241617467,241617867,401,"*",4.19604383560089,4.41312816364738,3.94040810208134,0.566277926544317,0.0721739861831587,0.999789157560756,28.37,14.27,16.51,20.59,26.79,17.25,9.94,13.94,21.82,13.82,"THAP4","Not Significant",1.14161930787193,1.14161930787193,"Not Capped"
"1454","chr1",24964941,24965341,401,"*",5.50455004251744,5.2372142304293,5.73000706395336,-0.394326311486116,0.0736011608395284,0.999789157560756,50.22,25.26,29.23,36.46,47.42,59.63,34.35,48.19,75.43,47.78,"RUNX3","Not Significant",1.133115335904,1.133115335904,"Not Capped"
"1457","chr18",48161587,48161987,401,"*",4.50651453649544,4.1783471171054,4.77369355133064,-0.495161735441595,0.0736162462093211,0.999789157560756,24.11,12.12,14.03,17.5,22.76,30.73,17.7,24.84,38.87,24.63,"ZBTB7C","Not Significant",1.13302633158022,1.13302633158022,"Not Capped"
"1471","chr3",39152708,39153108,401,"*",5.53764646112038,5.26997657466428,5.76334084484536,-0.394887828434207,0.0740112705960636,0.999789157560756,51.38,25.84,29.9,37.3,48.51,61.03,35.15,49.32,77.19,48.9,"CSRNP1","Not Significant",1.13070213993163,1.13070213993163,"Not Capped"
"1512","chr6",105016996,105017396,401,"*",2.95453607012557,3.36886970780536,2.37098026324013,1.0761405983529,0.0753430478571057,0.999789157560756,13.76,6.92,8.01,9.99,12.99,5.81,3.35,4.7,7.35,4.66,"LIN28B","Not Significant",1.1229568152351,1.1229568152351,"Not Capped"
"1513","chr11",8033196,8033596,401,"*",4.24332251325674,3.88078371097531,4.53280922648749,-0.551114756384102,0.0753638612413394,0.999789157560756,19.61,9.87,11.41,14.24,18.52,26.01,14.98,21.02,32.89,20.84,"TUB","Not Significant",1.12283685871772,1.12283685871772,"Not Capped"
"1520","chr20",21505217,21505617,401,"*",4.26486503435385,3.9072644624657,4.55120030170532,-0.542895417446799,0.0756396682531566,0.999789157560756,19.98,10.05,11.63,14.5,18.86,26.34,15.17,21.29,33.32,21.11,"NKX2-2","Not Significant",1.12125038458823,1.12125038458823,"Not Capped"
"1524","chr7",42194955,42195355,401,"*",3.22252792111877,3.57523743135182,2.75468204182852,0.90540241525062,0.0756984693520111,0.999789157560756,15.87,7.98,9.24,11.52,14.99,7.58,4.37,6.13,9.59,6.08,"GLI3","Not Significant",1.12091290198865,1.12091290198865,"Not Capped"
"1529","chr1",26378308,26378708,401,"*",4.83810472661325,4.54099773752721,5.08435126438547,-0.443936396942603,0.0758154249147536,0.999789157560756,31,15.59,18.04,22.5,29.27,38.12,21.96,30.8,48.21,30.54,"ZNF683","Not Significant",1.12024242663903,1.12024242663903,"Not Capped"
"1543","chr19",12789768,12790168,401,"*",5.97512747291211,5.70994817913689,6.19905000705083,-0.390877843522055,0.0764541008397188,0.999789157560756,69.7,35.05,40.56,50.6,65.81,82.54,47.55,66.71,104.4,66.14,"JUNB","Not Significant",1.11659921496983,1.11659921496983,"Not Capped"
"1544","chr19",21396860,21397260,401,"*",5.31168021802072,5.04182004645518,5.53892848960338,-0.398561337427113,0.0764658449228727,0.999789157560756,43.86,22.06,25.53,31.84,41.42,52.24,30.09,42.21,66.07,41.85,"ZNF493","Not Significant",1.11653250829538,1.11653250829538,"Not Capped"
"1548","chr3",71489272,71489672,401,"*",4.47975493934967,4.66672397659772,4.26489600066283,0.496344520012292,0.0765681823027934,0.999789157560756,33.82,17.01,19.68,24.55,31.93,21.6,12.44,17.46,27.32,17.31,"FOXP1","Not Significant",1.11595166275635,1.11595166275635,"Not Capped"
"1560","chr16",30634242,30634642,401,"*",5.57898979869017,5.3144073151756,5.80248697364569,-0.389623295520819,0.076931770702061,0.999789157560756,52.98,26.65,30.83,38.47,50.03,62.71,36.12,50.68,79.31,50.24,"ZNF689","Not Significant",1.1138942714972,1.1138942714972,"Not Capped"
"1565","chr18",76324105,76324505,401,"*",2.70635441234869,1.87327831665511,3.23108901347379,-1.23196411193307,0.0770424342541751,0.999789157560756,4.88,2.45,2.84,3.54,4.61,10.55,6.08,8.53,13.34,8.45,"ZNF516","Not Significant",1.11327000357752,1.11327000357752,"Not Capped"
"1567","chr8",143267174,143267574,401,"*",5.44656862669132,5.18097223062495,5.67078825953388,-0.391311439302098,0.0771886217206244,0.999789157560756,48.3,24.29,28.11,35.07,45.61,57.23,32.97,46.25,72.39,45.86,"GLI4","Not Significant",1.11244671375935,1.11244671375935,"Not Capped"
"1568","chr3",186109047,186109447,401,"*",5.14339449252547,4.86701783653846,5.37524210813099,-0.409324984186702,0.0772212906235027,0.999789157560756,38.86,19.54,22.61,28.21,36.69,46.63,26.86,37.69,58.98,37.36,"ETV5","Not Significant",1.11226294415225,1.11226294415225,"Not Capped"
"1581","chr4",54091790,54092190,401,"*",4.37378849019631,4.56915357390761,4.14776139886971,0.515603341707732,0.0776563748916067,0.999789157560756,31.61,15.9,18.39,22.95,29.85,19.92,11.47,16.09,25.19,15.96,"GSX2","Not Significant",1.10982288679174,1.10982288679174,"Not Capped"
"1588","chr7",55928530,55928930,401,"*",3.19285940775262,3.56320344719607,2.6933330094911,0.953815444546562,0.0779373048234166,0.999789157560756,15.74,7.92,9.16,11.43,14.86,7.27,4.19,5.87,9.19,5.82,"ZNF713","Not Significant",1.10825461676961,1.10825461676961,"Not Capped"
"1595","chr19",36378948,36379348,401,"*",5.14130736575416,5.28642789854316,4.97993964756336,0.402537872953844,0.0780291737211172,0.999789157560756,51.97,26.14,30.24,37.73,49.07,35.46,20.42,28.65,44.85,28.41,"ZFP14","Not Significant",1.10774299196002,1.10774299196002,"Not Capped"
"1599","chr21",34986986,34987386,401,"*",4.00473367366056,4.23791297793101,3.72646083890265,0.604255363841349,0.078335358786806,0.999789157560756,25.12,12.64,14.62,18.24,23.72,14.87,8.57,12.02,18.81,11.92,"RUNX1","Not Significant",1.10604216310459,1.10604216310459,"Not Capped"
"1640","chr16",30091840,30092240,401,"*",5.69561244010371,5.83175932094569,5.54526573517264,0.382957839577147,0.0796334991582047,0.999789157560756,75.84,38.14,44.13,55.06,71.61,52.47,30.22,42.4,66.36,42.04,"TBX6","Not Significant",1.09890420061543,1.09890420061543,"Not Capped"
"1664","chr4",120967343,120967743,401,"*",3.02910754005138,3.41092032937757,2.50838351743096,0.984273794102418,0.080709589145896,0.999789157560756,14.16,7.12,8.24,10.28,13.37,6.39,3.68,5.17,8.09,5.12,"PRDM5","Not Significant",1.09307486347192,1.09307486347192,"Not Capped"
"1670","chr2",9980823,9981223,401,"*",3.29010628906308,3.63045692882794,2.8438319331014,0.871826990426336,0.080948183350488,0.999789157560756,16.49,8.29,9.6,11.97,15.57,8.07,4.65,6.52,10.2,6.46,"GRHL1","Not Significant",1.0917928932937,1.0917928932937,"Not Capped"
"1704","chr1",47225235,47225635,401,"*",4.1555705042845,3.78461766780669,4.45038635408345,-0.564320766981828,0.0824406098883238,0.999789157560756,18.35,9.23,10.68,13.32,17.33,24.56,14.15,19.85,31.07,19.68,"TAL1","Not Significant",1.08385880400886,1.08385880400886,"Not Capped"
"1705","chr6",45310504,45310904,401,"*",3.63674361780094,3.16343012388559,3.99253985866015,-0.723943256740996,0.0824746365365492,0.999789157560756,11.93,6,6.94,8.66,11.26,17.88,10.3,14.45,22.62,14.33,"RUNX2","Not Significant",1.08367958970222,1.08367958970222,"Not Capped"
"1742","chr9",126722607,126723007,401,"*",5.22520372076334,4.95912936713688,5.44976361828092,-0.392004390895468,0.0837429446382048,0.999789157560756,41.42,20.83,24.1,30.07,39.11,49.1,28.29,39.68,62.11,39.35,"ZBTB43","Not Significant",1.077051772157,1.077051772157,"Not Capped"
"1743","chr3",24594018,24594418,401,"*",2.75344419601291,3.18689127081527,2.13094244430096,1.13054295180123,0.0837514861208972,0.999789157560756,12.13,6.1,7.06,8.8,11.45,4.92,2.83,3.98,6.22,3.94,"RARB","Not Significant",1.07700747792241,1.07700747792241,"Not Capped"
"1752","chr5",344062,344462,401,"*",3.7638111202855,3.32358276060493,4.10064526779806,-0.67338232605562,0.0839357373067273,0.999789157560756,13.33,6.7,7.76,9.68,12.59,19.28,11.1,15.58,24.38,15.44,"AHRR","Not Significant",1.07605309029696,1.07605309029696,"Not Capped"
"1757","chr3",142149344,142149744,401,"*",5.2514539422078,4.98788247077129,5.47422985946204,-0.387680318865385,0.0840726994100476,0.999789157560756,42.25,21.25,24.59,30.67,39.9,49.94,28.77,40.36,63.17,40.02,"TFDP2","Not Significant",1.07534500801204,1.07534500801204,"Not Capped"
"1771","chr13",27826286,27826686,401,"*",3.7885550167651,4.04860961751659,3.47108512127449,0.668521620920551,0.0847642334035847,0.999789157560756,22.03,11.08,12.82,16,20.81,12.46,7.18,10.07,15.76,9.98,"GSX1","Not Significant",1.07178736133,1.07178736133,"Not Capped"
"1783","chr3",141370147,141370547,401,"*",4.92359884505127,5.07278599358085,4.75718606307901,0.411215635847994,0.0853162303959751,0.999789157560756,44.81,22.54,26.08,32.53,42.32,30.38,17.5,24.55,38.43,24.35,"ZBTB38","Not Significant",1.06896834162385,1.06896834162385,"Not Capped"
"1802","chr12",96241877,96242277,401,"*",4.43760542001007,4.11055422857588,4.7040451444736,-0.49311228985311,0.0859092191963423,0.999789157560756,23,11.57,13.39,16.7,21.72,29.28,16.87,23.67,37.04,23.46,"ELK3","Not Significant",1.06596022812151,1.06596022812151,"Not Capped"
"1843","chr2",177234608,177235008,401,"*",2.80075891610952,3.21385397003299,2.21967347773334,1.07043536168427,0.0873145290668841,0.999789157560756,12.35,6.21,7.19,8.97,11.67,5.23,3.01,4.23,6.62,4.19,"NFE2L2","Not Significant",1.05891348403137,1.05891348403137,"Not Capped"
"1848","chr6",15496808,15497208,401,"*",3.50592586166302,3.80579702372793,3.1269166906979,0.767942135208628,0.0874310683476247,0.999789157560756,18.62,9.37,10.84,13.52,17.58,9.81,5.65,7.93,12.41,7.86,"JARID2","Not Significant",1.0583342147988,1.0583342147988,"Not Capped"
"1869","chr19",11848539,11848939,401,"*",4.70314375136944,4.40916807926927,4.94723772216779,-0.438601062103941,0.0884795843754197,0.999789157560756,28.29,14.23,16.46,20.54,26.71,34.66,19.97,28.01,43.84,27.77,"ZNF439","Not Significant",1.05315692609233,1.05315692609233,"Not Capped"
"1899","chr22",46150164,46150564,401,"*",5.28537113250898,5.02623343135027,5.50497373538791,-0.380051001371946,0.0898128382707313,0.999789157560756,43.39,21.82,25.25,31.5,40.97,51.02,29.39,41.23,64.53,40.88,"PPARA","Not Significant",1.04666157879354,1.04666157879354,"Not Capped"
"1900","chr15",59917786,59918186,401,"*",2.84314149253991,3.24285254283498,2.28835191099502,1.03335118451078,0.0898402245168019,0.999789157560756,12.6,6.34,7.34,9.15,11.9,5.49,3.16,4.44,6.94,4.4,"FOXB1","Not Significant",1.04652917141394,1.04652917141394,"Not Capped"
"1908","chr12",69938336,69938736,401,"*",2.83048839303876,3.24174693564037,2.25305423919323,1.06610367466147,0.0900496397116499,0.999789157560756,12.6,6.33,7.33,9.14,11.89,5.36,3.09,4.33,6.77,4.29,"MYRFL","Not Significant",1.04551802045195,1.04551802045195,"Not Capped"
"1913","chr19",53394897,53395297,401,"*",5.36130439072161,5.49463091285861,5.21439015249203,0.376407616468821,0.0903076750893327,0.999789157560756,60.03,30.19,34.94,43.58,56.69,41.71,24.03,33.71,52.76,33.42,"ZNF765","Not Significant",1.04427533819925,1.04427533819925,"Not Capped"
