# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	NKX1-1 (-105492)
Region906	DNAL1 (-11138)
Region907	OR2V2 (+12845)
Region908	RAB20 (+9647)
Region909	TLE1 (+200625)
Region910	PIGK (+74)
Region911	FYN (-68)
Region912	LITAF (-34683)
Region913	L1TD1 (+50595)
Region914	KIF19 (-66)
Region915	SLITRK1 (+698514)
Region916	KAT2A (+85)
Region917	SOST (+37986)
Region918	ARID1B (-380701)
Region919	KLHL29 (-429169)
Region920	TMEFF1 (+618)
Region921	GPCPD1 (+40702)
Region922	SLC38A2 (-213136)
Region923	AQR (+1)
Region924	ASAP1 (-69)
Region925	UST (+411)
Region926	SLC31A2 (-39227)
Region927	CXXC1 (-218)
Region928	NTMT1 (-129998)
Region929	CBFA2T3 (-54964)
Region930	GRAMD1A (+731)
Region931	IPPK (+58609)
Region932	KMO (-722)
Region933	FGGY (-150036)
Region934	LIN7B (+24)
Region935	VWA2 (+311)
Region936	LRRC37A3 (+21523)
Region937	CLEC4E (-3453)
Region938	L3MBTL3 (+14743)
Region939	QPCT (+392)
Region940	DNASE2B (+35449)
Region941	ANXA1 (-25171)
Region942	LY6L (+14978)
Region943	WDHD1 (-68)
Region944	SUPT3H (-336982)
Region945	BHMT (+24691)
Region946	MAP2 (-155421)
Region947	FSIP2 (-391227)
Region948	CXorf57 (-196425)
Region949	CRELD2 (+16239)
Region950	WFIKKN2 (-18014)
Region951	MB (-10038)
Region952	XYLT1 (-5569)
Region953	KANK1 (-103772)
Region954	TTC39A (-73433)
Region955	MTHFD1 (-213)
Region956	LMCD1 (-790181)
Region957	KIF17 (-6499)
Region958	CXCR4 (-266184)
Region959	VCAN (+1496)
Region960	ANKRD10 (-247)
Region961	ITFG1 (+74376)
Region962	TMEM184C (-15)
Region963	GAP43 (+69578)
Region964	SBF1 (+5570)
Region965	SMURF1 (+193)
Region966	VASH2 (-751)
Region967	AGO4 (-30)
Region968	SLITRK5 (+385644)
Region969	MICAL3 (+68)
Region970	TCF21 (-98473)
Region971	TBC1D3K (-79636)
Region972	POC5 (-130547)
Region973	PRICKLE1 (+91977)
Region974	SULF2 (-92226)
Region975	NONE
Region976	GML (-45)
Region977	TESPA1 (-6963)
Region978	RANBP6 (-99790)
Region979	FAM180A (-5831)
Region980	CCDC22 (+80)
Region981	LMBR1 (-73)
Region982	SYNE2 (+155828)
Region983	KREMEN1 (+859)
Region984	FZD1 (+223042)
Region985	NFE2L3 (-257368)
Region986	HAPLN1 (-117006)
Region987	ZNF532 (+1237)
Region988	CADM1 (+245059)
Region989	ZHX2 (+17781)
Region990	NQO2 (-10492)
Region991	PACRGL (-32)
Region992	PELI1 (-83902)
Region993	TIGD2 (+317073)
Region994	MYOZ2 (-93661)
Region995	SLC4A4 (-520)
Region996	IPO13 (+636)
Region997	ARIH2 (+114)
Region998	TBC1D22A (+40852)
Region999	LAPTM5 (-44078)
Region1000	ADGRB3 (+545597)
Region1001	HIST1H2BL (+69445)
Region1002	NEUROG2 (+354)
Region1003	SLC35B3 (-36371)
Region1004	CDC42SE2 (+17226)
Region1005	CENPC (+50)
Region1006	ZBTB24 (-8285)
Region1007	PRKAR2A (+35381)
Region1008	CNTRL (-132)
Region1009	IL34 (+25174)
Region1010	ERC1 (-7940)
Region1011	BHLHE40 (+40641)
Region1012	EDN3 (+84924)
Region1013	SAR1B (+229)
Region1014	STK26 (-220231)
Region1015	FSHR (-335976)
Region1016	CYP11A1 (-6705)
Region1017	KCNT2 (+609502)
Region1018	GZMB (-58805)
Region1019	TMPRSS7 (+1889)
Region1020	TWSG1 (-82)
Region1021	IMPA2 (+57578)
Region1022	ACTR6 (-76061)
Region1023	DCSTAMP (-60402)
Region1024	COX20 (-38695)
Region1025	TRPV2 (-8226)
Region1026	REG3G (-484009)
Region1027	MAGI1 (-35774)
Region1028	VWA8 (-27)
Region1029	KIF18A (-15)
Region1030	RAPGEF6 (-5491)
Region1031	PARP11 (-157969)
Region1032	TMEM168 (-8091)
Region1033	NONE
Region1034	MTFMT (+65)
Region1035	WSB1 (+87215)
Region1036	PARP16 (-17782)
Region1037	RETREG1 (-147348)
Region1038	PLXNA1 (+63805)
Region1039	ARHGEF26 (+291)
Region1040	DMD (+928589)
Region1041	PALM2-AKAP2 (-59905)
Region1042	GRAMD1A (+12866)
Region1043	ACTN1 (+181)
Region1044	NONE
Region1045	NONE
Region1046	CCDC92 (+40769)
Region1047	TNKS2 (-57744)
Region1048	MTFR1L (+11518)
Region1049	NPL (-4664)
Region1050	PIR (+24)
Region1051	GULP1 (+111940)
Region1052	SRPK2 (-64280)
Region1053	UCHL1 (+621)
Region1054	LEO1 (+62)
Region1055	ESR2 (-44376)
Region1056	RAPGEF5 (+62371)
Region1057	ADGRB1 (+26381)
Region1058	IKZF4 (+1)
Region1059	LRRTM3 (+91318)
Region1060	NAGS (+401)
Region1061	RFFL (+25691)
Region1062	ATP1B1 (-61160)
Region1063	EBI3 (-21613)
Region1064	IFNA8 (+3518)
Region1065	UPF2 (-7260)
Region1066	FOXD2 (+8766)
Region1067	LRTOMT (-38395)
Region1068	WIPF1 (-21935)
Region1069	TAGAP (+2528)
Region1070	E2F4 (-8)
Region1071	TCF7L2 (+142202)
Region1072	NT5C3A (+18838)
Region1073	C14orf180 (-185648)
Region1074	FABP6 (+12163)
Region1075	ZNF585B (-7503)
Region1076	RAB3C (+631469)
Region1077	NONE
Region1078	NDUFA5 (-94)
Region1079	CAPNS1 (-11552)
Region1080	MCOLN2 (-341)
Region1081	TSHZ2 (+29360)
Region1082	INPP4B (+372635)
Region1083	FMO4 (+80742)
Region1084	TRIQK (+112)
Region1085	SPACA5 (+21913)
Region1086	HASPIN (-12743)
Region1087	GYPB (-5487)
Region1088	STPG1 (+22664)
Region1089	ASB6 (-6119)
Region1090	VWDE (+59)
Region1091	HTR1B (-87725)
Region1092	LIFR (+38640)
Region1093	C2orf69 (-8738)
Region1094	ABO (+26242)
Region1095	GPATCH2 (-93)
Region1096	SMLR1 (+58037)
Region1097	IGSF6 (+7053)
Region1098	CCNI (+44259)
Region1099	ZNF814 (+44)
Region1100	EVL (+16433)
Region1101	PCNP (-35)
Region1102	AGR3 (-72053)
Region1103	CTNNB1 (+192048)
Region1104	PCSK7 (+5887)
Region1105	RNF133 (+173974)
Region1106	ARHGEF28 (+414014)
Region1107	MTHFD2 (+7870)
Region1108	NEPRO (+14003)
Region1109	HGNC:24955 (+266013)
Region1110	NEU4 (-7160)
Region1111	HTR3C (+304)
Region1112	ZPLD1 (+662622)
Region1113	LIPC (+37017)
Region1114	SPINK2 (+120)
Region1115	NONE
Region1116	BCL6 (+133)
Region1117	DUS1L (-289)
Region1118	KLLN (-228386)
Region1119	GALR1 (+847071)
Region1120	DLL4 (-66)
Region1121	SLC2A3 (-30)
Region1122	LRRC3B (+336697)
Region1123	RNF146 (+37438)
Region1124	SLCO3A1 (+14154)
Region1125	BRINP3 (+182594)
Region1126	SGSM3 (+28)
Region1127	DDI1 (-450537)
Region1128	ERBB4 (+704569)
Region1129	PHTF1 (+234)
Region1130	RBP3 (-7699)
Region1131	TRABD2A (+16327)
Region1132	TMEM243 (+754)
Region1133	CBLN2 (+870595)
Region1134	PRR3 (-40326)
Region1135	ZNF320 (-180)
Region1136	STK26 (0)
Region1137	RAB24 (+3313)
Region1138	IRX4 (-44012)
Region1139	STT3B (-302188)
Region1140	GNA13 (+14660)
Region1141	SLCO4A1 (-18366)
Region1142	CD2 (+15502)
Region1143	RTL10 (+9989)
Region1144	COMMD7 (+62445)
Region1145	DIAPH3 (+11)
Region1146	TRHDE (+907187)
Region1147	AKT1S1 (-19566)
Region1148	PC (-18817)
Region1149	UTRN (+168719)
Region1150	MIEF1 (-3464)
Region1151	PHTF2 (+241527)
Region1152	YPEL2 (+30841)
Region1153	METTL9 (-44492)
Region1154	TNFRSF10D (+26152)
Region1155	KPNB1 (-33403)
Region1156	LRP1B (-129295)
Region1157	EIF4E (-28)
Region1158	DPY19L1 (+275)
Region1159	PPP2R3B (-2599)
Region1160	GCC1 (+69289)
Region1161	TRMT10B (-6379)
Region1162	GTPBP3 (+8798)
Region1163	OASL (+157)
Region1164	TLX1 (+11898)
Region1165	UTP3 (-154)
Region1166	VPS41 (+72)
Region1167	PLBD1 (-21357)
Region1168	P2RX7 (-39372)
Region1169	MTRNR2L13 (-548695)
Region1170	TOLLIP (-26867)
Region1171	KLHL35 (-14872)
Region1172	PRMT8 (+1540)
Region1173	RTTN (+27566)
Region1174	HERC1 (+55755)
Region1175	ZNF761 (-21974)
Region1176	GBE1 (-50004)
Region1177	IL22RA2 (+12799)
Region1178	MANEA (-920477)
Region1179	PGAP1 (+11429)
Region1180	MAF (+116173)
Region1181	SNRNP35 (-1081)
Region1182	KPNA2 (-42441)
Region1183	LCN8 (-240)
Region1184	DPP4 (+62678)
Region1185	ANKRD44 (+174650)
Region1186	TOPAZ1 (-246357)
Region1187	GCH1 (+21123)
Region1188	ZNF516 (+432929)
Region1189	S100A10 (+546)
Region1190	BROX (+11140)
Region1191	NONE
Region1192	C9orf64 (+287)
Region1193	KCNH7 (-106089)
Region1194	RNF114 (-7627)
Region1195	NPAS2 (+56099)
Region1196	SMAD3 (-258)
Region1197	NCBP2L (-32744)
Region1198	ARL6 (-340632)
Region1199	ARID5B (+1544)
Region1200	EVL (-92948)
Region1201	NOCT (-144528)
Region1202	ADGRA3 (-91514)
Region1203	NONE
Region1204	ENSG00000203546 (-51)
Region1205	NONE
Region1206	ALKAL1 (+24859)
Region1207	ANXA2R (+49125)
Region1208	CNBD2 (+49100)
Region1209	UBE2V1 (-5030)
Region1210	ZNF736 (-6628)
Region1211	PQLC1 (-13)
Region1212	COL9A2 (-18099)
Region1213	ZP4 (+78102)
Region1214	ZBTB33 (+46)
Region1215	EPDR1 (+32195)
Region1216	TNFSF9 (-14003)
Region1217	C1orf159 (+16664)
Region1218	SF3B1 (-50)
Region1219	APBA2 (-53710)
Region1220	NONE
Region1221	NONE
Region1222	CCDC155 (-38)
Region1223	GADL1 (-180233)
Region1224	TMEM154 (+139)
Region1225	KCNK7 (+7150)
Region1226	TPBG (+188247)
Region1227	TAL2 (-5986)
Region1228	MYLK (+32109)
Region1229	ADSL (-21809)
Region1230	GFRA2 (+1205)
Region1231	ENSG00000282246 (+196558)
Region1232	DOCK10 (+212929)
Region1233	ICOS (+7264)
Region1234	CDV3 (-82754)
Region1235	ZNF835 (+47)
Region1236	TMEM106B (-99351)
Region1237	JRKL (+253467)
Region1238	ACTR3B (+641269)
Region1239	SAMHD1 (-48511)
Region1240	HIST1H3H (+32)
Region1241	SERTAD2 (+46724)
Region1242	HDDC2 (-1234)
Region1243	PTK2 (-171)
Region1244	N4BP2L2 (+110653)
Region1245	STRN (-29721)
Region1246	ANKS1B (+28733)
Region1247	SOGA1 (-23725)
Region1248	MTCL1 (-12277)
Region1249	ZNF850 (-24608)
Region1250	ITPK1 (+11962)
Region1251	SPART (+49027)
Region1252	BAIAP3 (-952)
Region1253	TNFSF4 (-49929)
Region1254	SDK1 (+421163)
Region1255	SETD1B (-1124)
Region1256	TES (+615)
Region1257	KREMEN1 (-190)
Region1258	ADARB2 (-99308)
Region1259	PSRC1 (-179)
Region1260	SIK2 (-145)
Region1261	RRN3 (-60509)
Region1262	HSD17B1 (+1794)
Region1263	NPFF (-36042)
Region1264	SPOCK1 (+61413)
Region1265	SARAF (+276615)
Region1266	NDUFB4 (-90)
Region1267	DKKL1 (+70)
Region1268	ERCC6L2 (-150907)
Region1269	PRKAG2 (+107793)
Region1270	FLT3 (+189)
Region1271	ZNF429 (-12)
Region1272	KPTN (+64)
Region1273	TAF2 (+63647)
Region1274	CHCHD5 (+62)
Region1275	ZNF793 (-16671)
Region1276	HERC3 (+21235)
Region1277	RAPGEF2 (-92015)
Region1278	ZNF236 (-141636)
Region1279	EML4 (-36110)
Region1280	FUNDC1 (-16)
Region1281	TTLL7 (+138204)
Region1282	ACTRT2 (-152727)
Region1283	POMGNT2 (+17480)
Region1284	IPCEF1 (+80033)
Region1285	PIGN (-82)
Region1286	NONE
Region1287	MSX2 (+308953)
Region1288	SORCS1 (+546134)
Region1289	GLIS1 (-15756)
Region1290	UPF1 (+15333)
Region1291	RAX2 (-13701)
Region1292	CDHR2 (+1113)
Region1293	PSAT1 (-103)
Region1294	HSD17B1 (-4518)
Region1295	C9orf47 (-155564)
Region1296	GPR149 (+45509)
Region1297	NR5A2 (-342545)
Region1298	NRXN1 (+20989)
Region1299	OMA1 (+154563)
Region1300	ALPL (-13897)
Region1301	CAPZB (-1016)
Region1302	ZSCAN18 (+20110)
Region1303	CSNK2A2 (-250)
Region1304	CD44 (+38361)
Region1305	SMIM19 (-24334)
Region1306	THOC3 (+72475)
Region1307	CD84 (-27953)
Region1308	TRIM13 (+237)
Region1309	MRPS30 (-30685)
Region1310	LMX1B (-99867)
Region1311	NONE
Region1312	MLANA (-4491)
Region1313	TMEM131L (-39661)
Region1314	RSU1 (-10921)
Region1315	ATP1B1 (+125926)
Region1316	CALM3 (-27408)
Region1317	C1orf174 (-110209)
Region1318	ZNF570 (+1460)
Region1319	JAK3 (+61)
Region1320	SMPD1 (-33)
Region1321	PDCL3 (+47732)
Region1322	KDM5B (-2483)
Region1323	NAT9 (-89)
Region1324	SOCS6 (+394546)
Region1325	HHAT (+22818)
Region1326	EXD3 (+16164)
Region1327	ZNF598 (-21)
Region1328	GPD2 (+182924)
Region1329	DPH3 (+17439)
Region1330	PMFBP1 (-371417)
Region1331	ST6GALNAC3 (+79672)
Region1332	GNRH1 (+27413)
Region1333	VPREB1 (+53441)
Region1334	PPP2R2D (-329698)
Region1335	EIF6 (+420)
Region1336	DOCK8 (+309)
Region1337	SHISA2 (-920)
Region1338	PAFAH1B3 (+6512)
Region1339	ERCC5 (+25828)
Region1340	CYP2S1 (+354)
Region1341	BBS2 (+191)
Region1342	NONE
Region1343	CBWD6 (-454550)
Region1344	CHIC1 (+288115)
Region1345	C19orf68 (+9247)
Region1346	SLC1A2 (+26867)
Region1347	MTHFS (+43310)
Region1348	NTF3 (-53972)
Region1349	FBXL7 (+11402)
Region1350	CCNK (+37180)
Region1351	UBE3A (-465)
Region1352	TMTC2 (-52127)
Region1353	POM121 (+198)
Region1354	INSL4 (-16907)
Region1355	TNFRSF25 (+5643)
Region1356	FPGT-TNNI3K (+3)
Region1357	STARD4 (+19636)
Region1358	PKIA (+9028)
Region1359	KLF7 (+22272)
Region1360	GRIA1 (-11330)
Region1361	IRF6 (-156)
Region1362	TRAF3IP1 (+32093)
Region1363	GAS2 (+470)
Region1364	FNBP1L (-12731)
Region1365	PRKAG1 (-14290)
Region1366	JPH2 (+33727)
Region1367	DDIT4L (-6333)
Region1368	CRLF2 (-27476)
Region1369	FAM46A (+735120)
Region1370	SUPT4H1 (+7531)
Region1371	ADARB1 (+52935)
Region1372	GINS2 (-10318)
Region1373	TANK (-82496)
Region1374	LRRC24 (-55)
Region1375	ZNF703 (-69)
Region1376	NAA60 (+14167)
Region1377	ARGLU1 (-23)
Region1378	TBCEL (-18)
Region1379	VAMP3 (-58)
Region1380	FOXP1 (+615607)
Region1381	NONE
Region1382	SOCS3 (+16243)
Region1383	RPRML (-39359)
Region1384	C1orf56 (+52)
Region1385	GRK6 (+4959)
Region1386	TRIM27 (+27790)
Region1387	TTLL7 (+415541)
Region1388	EDIL3 (-338173)
Region1389	COL11A2 (+30794)
Region1390	TRMT10C (-34)
Region1391	ATP8B2 (+25450)
Region1392	NONE
Region1393	NBPF1 (+78336)
Region1394	THRB (-168183)
Region1395	GPR150 (+12182)
Region1396	POU1F1 (-24)
Region1397	ZNF526 (-64)
Region1398	CD4 (-2632)
Region1399	MPZ (+3662)
Region1400	NQO2 (-1200)
Region1401	ZBTB24 (-48769)
Region1402	UTP14A (+44637)
Region1403	LAG3 (+6472)
Region1404	FOXP1 (+151172)
Region1405	SFR1 (+48843)
Region1406	U2SURP (+1)
Region1407	ATXN7L3B (-3)
Region1408	SYT3 (-20846)
Region1409	ENSG00000268861 (+12255)
Region1410	ACOXL (+16070)
Region1411	SPRED2 (+820)
Region1412	APTX (+45490)
Region1413	CMTM8 (-60712)
Region1414	MDH1B (+19)
Region1415	ADGRB3 (+355610)
Region1416	GPATCH2L (-71)
Region1417	SOX17 (-26989)
Region1418	FOXO6 (+19934)
Region1419	NEK6 (+198)
Region1420	ACSL5 (+18542)
Region1421	NONE
Region1422	PROX1 (-317460)
Region1423	SLC17A9 (+19864)
Region1424	NRG3 (-567337)
Region1425	NEK3 (-33)
Region1426	TMEM68 (-7246)
Region1427	TOB1 (-6785)
Region1428	MTRNR2L1 (-390501)
Region1429	TEX38 (+12257)
Region1430	STK40 (+11716)
Region1431	FOXS1 (+12089)
Region1432	NONE
Region1433	CLSTN1 (+39939)
Region1434	C11orf52 (+8208)
Region1435	ELOVL6 (-19311)
Region1436	RAB27B (-110371)
Region1437	TRIM14 (+43)
Region1438	C14orf166 (-58567)
Region1439	TRPS1 (-451673)
Region1440	TMEM71 (-34)
Region1441	NR3C1 (+173469)
Region1442	JADE1 (+2661)
Region1443	FAM174B (+41108)
Region1444	HGNC:18790 (+586)
Region1445	PCDH9 (+537260)
Region1446	NRDE2 (+146)
Region1447	TDRP (-142492)
Region1448	VCP (+36743)
Region1449	PRKACG (+34484)
Region1450	KDM5D (-90)
Region1451	SPATC1L (-238)
Region1452	FBXL7 (-49031)
Region1453	ARHGAP18 (-57196)
Region1454	RPL38 (-250862)
Region1455	AAED1 (-31635)
Region1456	ACAA1 (+27717)
Region1457	GPATCH3 (+46)
Region1458	PHF21A (-6392)
Region1459	ADCY3 (-1031)
Region1460	ASAP2 (-63896)
Region1461	TNFRSF18 (+5045)
Region1462	PRPSAP1 (+153)
Region1463	NONE
Region1464	MON2 (+56115)
Region1465	SYPL1 (+98)
Region1466	CFAP36 (-46)
Region1467	DEFB115 (-443573)
Region1468	ENSG00000282804 (-8338)
Region1469	NBEA (-21)
Region1470	ARHGEF26 (-97911)
Region1471	CASP4 (+320055)
Region1472	CYP4V2 (+10509)
Region1473	ENSG00000188897 (-8743)
Region1474	IFNAR1 (+26070)
Region1475	SLITRK6 (+837959)
Region1476	NONE
Region1477	PLA2G4A (+913739)
Region1478	CDH18 (-655154)
Region1479	ZNRD1 (-84419)
Region1480	SLC2A14 (+27918)
Region1481	IFIT5 (+224)
Region1482	LAMC3 (-10538)
Region1483	BCAS4 (+9941)
Region1484	HSF2 (-242055)
Region1485	PNPLA6 (-549)
Region1486	BLK (+23944)
Region1487	MTRNR2L5 (-56922)
Region1488	CDRT15L2 (-47619)
Region1489	INTS6 (+6913)
Region1490	ANO5 (-488884)
Region1491	LARP4B (+9461)
Region1492	FAM98A (-789964)
Region1493	AFG3L2 (-14421)
Region1494	HERPUD2 (-30342)
Region1495	PRKN (-54)
Region1496	PCDH15 (+891165)
Region1497	SIRT6 (-15551)
Region1498	PLK4 (-39141)
Region1499	MRPL13 (+66)
Region1500	RNF24 (-15248)
Region1501	CA12 (-10454)
Region1502	MOSPD1 (+118056)
Region1503	ADRA2A (+50876)
Region1504	MFSD2B (+514)
Region1505	RGS1 (-58786)
Region1506	CDC7 (+55173)
Region1507	SNTB1 (+111003)
Region1508	ADRA2A (-17497)
Region1509	CENPJ (-34)
Region1510	BCAM (-8479)
Region1511	SPTB (+56475)
Region1512	CNOT9 (+13727)
Region1513	ACYP2 (+135979)
Region1514	KCNJ1 (+11267)
Region1515	SP100 (-96)
Region1516	PUM1 (-45302)
Region1517	RAI14 (-70626)
Region1518	XYLT2 (-6373)
Region1519	ITGB6 (+18907)
Region1520	TMSB4X (-24809)
Region1521	SRPK2 (-16150)
Region1522	RRP12 (+18613)
Region1523	ZRANB2 (-215887)
Region1524	DCLK2 (-333424)
Region1525	DKK2 (+143034)
Region1526	ZNF22 (+144921)
Region1527	GPC4 (+65)
Region1528	CD5 (-18571)
Region1529	CNR1 (-366437)
Region1530	TFEC (+325476)
Region1531	TMEFF2 (+141624)
Region1532	TUBA1B (-26880)
Region1533	NONE
Region1534	WASHC4 (-19)
Region1535	CAMTA2 (-422)
Region1536	CELF2 (+145402)
Region1537	AMY2B (-6940)
Region1538	MPP6 (-714)
Region1539	SEC22B (-20892)
Region1540	ZNF429 (-30738)
Region1541	CXXC5 (+61361)
Region1542	SENP7 (+88)
Region1543	GADD45A (-112176)
Region1544	NONE
Region1545	GNG10 (+241)
Region1546	STARD4 (+66824)
Region1547	FAM19A4 (+147212)
Region1548	PSEN2 (+212)
Region1549	NTMT1 (-242326)
Region1550	SLC35G6 (-2352)
Region1551	CDH9 (-228949)
Region1552	RBM5 (-7)
Region1553	KIAA0040 (-16589)
Region1554	LRRC3B (-311440)
Region1555	ZNF281 (-68662)
Region1556	CD160 (-6959)
Region1557	CACNG5 (-161266)
Region1558	SMURF2 (+17327)
Region1559	COPS4 (-162)
Region1560	LSAMP (-493656)
Region1561	OPALIN (-16192)
Region1562	RPL7 (-205)
Region1563	CHST2 (+343196)
Region1564	SSTR1 (-142675)
Region1565	DYSF (-12708)
Region1566	LRRC4C (-755868)
Region1567	ACYP1 (-19589)
Region1568	HPGD (+536)
Region1569	AUTS2 (+114774)
Region1570	CTNNA1 (-12)
Region1571	FLI1 (+697)
Region1572	RMND5A (-30)
Region1573	SRF (-27608)
Region1574	CHRNA2 (+73645)
Region1575	KRT18 (+7)
Region1576	ZNF678 (+39)
Region1577	RUNX3 (+39730)
Region1578	GDF11 (+120)
Region1579	NONE
Region1580	EPC2 (+422)
Region1581	SORL1 (+29967)
Region1582	RAB17 (-12759)
Region1583	LUZP1 (+69)
Region1584	CLTCL1 (-243)
Region1585	APOL3 (+47935)
Region1586	CYB5R4 (+78)
Region1587	ZC3HAV1 (+34447)
Region1588	NUP35 (+280795)
Region1589	FGFR4 (+124)
Region1590	CYP2A7 (+7129)
Region1591	ADGRA1 (+23918)
Region1592	PKMYT1 (-38)
Region1593	ZNHIT3 (-13)
Region1594	SUGCT (+680992)
Region1595	RGP1 (+177)
Region1596	SLC17A9 (+25400)
Region1597	PTPRO (+117660)
Region1598	TRPM1 (-32571)
Region1599	CD28 (+27)
Region1600	KRBA1 (-52248)
Region1601	ZMAT4 (-96549)
Region1602	PRELID2 (+721658)
Region1603	TMEFF2 (-944792)
Region1604	TSC22D2 (-121777)
Region1605	GATAD2A (+33445)
Region1606	CACNA1F (+2636)
Region1607	CMTM6 (+35479)
Region1608	NONE
Region1609	ERCC1 (-206)
Region1610	USP42 (+49560)
Region1611	MXD4 (-19814)
Region1612	PLCZ1 (+135782)
Region1613	CMTM2 (+10096)
Region1614	FADS6 (+298)
Region1615	MAP1LC3A (+11743)
Region1616	CYTH1 (-7464)
Region1617	GNAI1 (+28)
Region1618	ACTR3 (+76360)
Region1619	HTR2A (+2880)
Region1620	KLF13 (+65584)
Region1621	ADM (+18074)
Region1622	AP4E1 (-600)
Region1623	KIF1BP (+34273)
Region1624	GPR146 (+10626)
Region1625	NONE
Region1626	DUSP5 (-43)
Region1627	MAP3K8 (+95917)
Region1628	SERPINB9 (-29143)
Region1629	SGMS1 (-115886)
Region1630	TIAM1 (+49391)
Region1631	MOCS2 (+60089)
Region1632	ATF7IP (-19502)
Region1633	CDH9 (+468647)
Region1634	NEXMIF (+224)
Region1635	PRR16 (+422485)
Region1636	SIPA1L2 (+225962)
Region1637	GATA5 (-56376)
Region1638	PDP1 (+74690)
Region1639	ADAM32 (+97604)
Region1640	CLNK (+13310)
Region1641	CAMK2G (+25355)
Region1642	FOXN3 (-82612)
Region1643	BTN3A3 (-5)
Region1644	FCHSD2 (+107253)
Region1645	CDK17 (+52684)
Region1646	FBLN7 (+49735)
Region1647	ZBBX (-467)
Region1648	SNAI2 (-4508)
Region1649	NONE
Region1650	NAALADL2 (-123402)
Region1651	TNS4 (-15412)
Region1652	HSF2 (-17784)
Region1653	KIF2C (-8630)
Region1654	AGGF1 (+45)
Region1655	EPHX2 (+469)
Region1656	MCM3AP (+26)
Region1657	ADAMTS12 (+32838)
Region1658	SLA (+146)
Region1659	ST14 (-13000)
Region1660	NONE
Region1661	TP53I3 (+794)
Region1662	LTBP1 (+196172)
Region1663	SLC35B3 (-657478)
Region1664	NRROS (-34941)
Region1665	N4BP1 (+3)
Region1666	SATB1 (-14190)
Region1667	RAG1 (-28784)
Region1668	CRYGS (+6033)
Region1669	TRAT1 (+12588)
Region1670	WNT7B (+87079)
Region1671	ELF4 (-361)
Region1672	PRSS54 (+1704)
Region1673	FOXG1 (-235494)
Region1674	TRHDE (+982805)
Region1675	NMI (+421)
Region1676	ATF7IP (+9773)
Region1677	MAPK14 (-60)
Region1678	PPIAL4F (-46247)
Region1679	INSM2 (-21244)
Region1680	KLHL29 (+210496)
Region1681	NONE
Region1682	TPRG1 (-23633)
Region1683	LRP8 (+1707)
Region1684	KCNJ12 (-5202)
Region1685	GRM4 (+118411)
Region1686	GRAMD1A (+3217)
Region1687	LTBP1 (+59573)
Region1688	TGM3 (-88478)
Region1689	EPB41L1 (-69070)
Region1690	DHX36 (+6394)
Region1691	MINK1 (-76)
Region1692	TMEM42 (+22)
Region1693	ATP10A (+616)
Region1694	NUDT9 (+107)
Region1695	CLOCK (-36801)
Region1696	TSPAN18 (-63179)
Region1697	RIPOR2 (+25076)
Region1698	NONE
Region1699	ACAA1 (-99)
Region1700	NONE
Region1701	FOXD1 (+864)
Region1702	GOLPH3 (+212728)
Region1703	ADGRL3 (-40445)
Region1704	FAM104A (-4)
Region1705	GALNT4 (-205)
Region1706	CYP11B1 (+14773)
Region1707	AMPD3 (+8560)
Region1708	MARCKS (-754933)
Region1709	GAA (-18901)
Region1710	C1QTNF3-AMACR (-120415)
Region1711	TOLLIP (-27378)
Region1712	TAOK3 (+82730)
Region1713	AMIGO2 (-132058)
Region1714	TMEM132B (+323326)
Region1715	PRKCQ (+178354)
Region1716	TAGAP (+81)
Region1717	NONE
Region1718	PFN1 (+97)
Region1719	SMC2 (-210)
Region1720	ENSG00000268133 (-127)
Region1721	MS4A1 (-8589)
Region1722	SMUG1 (+15517)
Region1723	PYROXD1 (+95)
Region1724	SUGP1 (-44221)
Region1725	TBKBP1 (-565)
Region1726	UBASH3B (+653)
Region1727	CYTH3 (+1158)
Region1728	STH (-36759)
Region1729	HNRNPU (-22765)
Region1730	LYRM2 (+146)
Region1731	CCNC (+291)
Region1732	NAT8L (+1891)
Region1733	CKMT2 (-59113)
Region1734	CENPI (-2390)
Region1735	MYO6 (-15674)
Region1736	TMEM242 (+56269)
Region1737	TDRD3 (+195679)
Region1738	RNF133 (+9555)
Region1739	KCNQ1 (+88053)
Region1740	TMCC3 (+28911)
Region1741	UQCRFS1 (+325135)
Region1742	LINGO2 (+205222)
Region1743	CPZ (+82655)
Region1744	CCSER2 (+5631)
Region1745	ITGA1 (-603065)
Region1746	GATB (+110843)
Region1747	TCF7 (-43306)
Region1748	PARS2 (+48745)
Region1749	WAPL (-65)
Region1750	QKI (-640)
Region1751	MMEL1 (-19406)
Region1752	TGFB1 (-148)
Region1753	BHLHE40 (+7791)
Region1754	NRCAM (+561)
Region1755	SYTL3 (+13070)
Region1756	HIST1H2BL (+119706)
Region1757	PTRH2 (-79061)
Region1758	PLCL1 (+43220)
Region1759	TMEM179 (-29109)
Region1760	UTRN (+42624)
Region1761	FAM129B (-128)
Region1762	CCDC188 (-30795)
Region1763	CDIPT (+149)
Region1764	SLC43A1 (-16)
Region1765	LRFN4 (+23307)
Region1766	ARG1 (-53302)
Region1767	VGLL2 (+51539)
Region1768	POU1F1 (-99054)
Region1769	ANKRD46 (+76600)
Region1770	CHSY3 (+563120)
