# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	DDX11 (+46057)
Region911	CCDC87 (-17)
Region912	MPC1 (-34401)
Region913	ANKRD44 (-12908)
Region914	DYNLRB2 (+198)
Region915	OR6B3 (-14021)
Region916	DGKE (+15119)
Region917	AGFG1 (-46255)
Region918	SLC4A3 (+205417)
Region919	CDYL (+61179)
Region920	ATP2A2 (+18211)
Region921	NOP10 (+12)
Region922	SLC25A16 (-83)
Region923	ZMYND8 (-106)
Region924	LRRC70 (+681639)
Region925	SHROOM3 (+195496)
Region926	SOCS2 (-1041)
Region927	PPFIA2 (-183361)
Region928	GPC1 (-321)
Region929	NONE
Region930	TXNRD2 (+164)
Region931	SBF2 (+2)
Region932	PAIP2B (-49527)
Region933	PARD3 (+623843)
Region934	PDCD2L (+85)
Region935	PDZRN3 (+103417)
Region936	GNAO1 (-624)
Region937	CCSER2 (+283914)
Region938	HIST1H1D (+547)
Region939	CEP112 (-366)
Region940	TIGD2 (+196307)
Region941	UBL3 (-85172)
Region942	PPP1R15B (+64376)
Region943	LSMEM1 (+76834)
Region944	AJAP1 (+631255)
Region945	DNAJB6 (+616284)
Region946	SURF1 (+39)
Region947	MYO10 (+78827)
Region948	ESYT2 (+11015)
Region949	CLLU1 (-91458)
Region950	FZD5 (-337)
Region951	TPTE (+53830)
Region952	HERPUD2 (+43400)
Region953	PDSS1 (-14561)
Region954	UBE4B (+25315)
Region955	WRN (+362545)
Region956	NPHP4 (+435558)
Region957	VARS (+59)
Region958	RAD17 (-50)
Region959	MYL12B (+19204)
Region960	NONE
Region961	RGPD3 (-183034)
Region962	RPL37A (+711)
Region963	AGTPBP1 (+492463)
Region964	FOXG1 (+403638)
Region965	JUP (+650)
Region966	C4orf32 (-250950)
Region967	NUAK1 (+1233)
Region968	CHST15 (-137982)
Region969	ENSG00000259164 (+603)
Region970	ZBTB12 (-314)
Region971	PIP4K2A (+59034)
Region972	DAPK2 (+20314)
Region973	EPM2AIP1 (+114967)
Region974	TJP3 (-119)
Region975	FAM110A (-17631)
Region976	PCF11 (+12361)
Region977	STAT4 (-43009)
Region978	MGAT5B (-55983)
Region979	IRF2BPL (-11796)
Region980	SRC (+66851)
Region981	FSCB (+592613)
Region982	ZHX2 (+1129)
Region983	LMBRD1 (+50331)
Region984	RRP1B (-9)
Region985	C1D (+146817)
Region986	ACO1 (-5647)
Region987	CCDC180 (-85846)
Region988	KLHL31 (+13627)
Region989	NONE
Region990	PTGIS (-25157)
Region991	PKN2 (-83250)
Region992	RFPL1 (-23344)
Region993	BLCAP (-36730)
Region994	CFAP77 (+70716)
Region995	GNB4 (-7930)
Region996	POLR3GL (+13174)
Region997	KY (-1356)
Region998	NLRP6 (-7280)
Region999	RBMS3 (+73474)
Region1000	TMEM116 (+19288)
Region1001	FAM213A (+58)
Region1002	MATN3 (-2822)
Region1003	ZFYVE21 (-147)
Region1004	SRP54 (+20325)
Region1005	AXIN2 (+167336)
Region1006	NACA (-99)
Region1007	XAGE2 (-107178)
Region1008	TMEM235 (+21136)
Region1009	CD48 (-273)
Region1010	RGS12 (-11522)
Region1011	NCOR2 (+41592)
Region1012	TET3 (+16205)
Region1013	GAL3ST3 (+3841)
Region1014	SLC15A1 (+88305)
Region1015	PACRGL (-20)
Region1016	MECOM (-132627)
Region1017	SLC25A21 (+45248)
Region1018	SLITRK5 (+106355)
Region1019	GNPTG (+27696)
Region1020	MARCH9 (-176)
Region1021	WIPF1 (+40776)
Region1022	FAHD2B (+27206)
Region1023	ANKH (-185382)
Region1024	RSAD1 (+5)
Region1025	CDC42 (-12611)
Region1026	TBC1D24 (-575)
Region1027	TMEM9B (+397)
Region1028	TMEM161B (-95)
Region1029	THOC1 (-18)
Region1030	SLC38A2 (+1429)
Region1031	CBR4 (-99)
Region1032	GRID1 (-10765)
Region1033	BACH1 (+150142)
Region1034	CDH9 (+469065)
Region1035	ITGA5 (-20261)
Region1036	FAM200B (-98)
Region1037	GSTK1 (-14404)
Region1038	FBL (-31324)
Region1039	TMEM106B (+46564)
Region1040	RGCC (+29355)
Region1041	ZNF91 (+34)
Region1042	MRPL21 (+12)
Region1043	TBC1D14 (+53354)
Region1044	IFIT1 (+128)
Region1045	SMARCE1 (+561)
Region1046	HUS1 (-12460)
Region1047	RIPOR2 (-13305)
Region1048	TYRP1 (-617430)
Region1049	DHX33 (+109)
Region1050	KHDC1 (+118643)
Region1051	NHLRC2 (+270)
Region1052	CNOT1 (-180)
Region1053	DDR1 (-4322)
Region1054	FGGY (+230101)
Region1055	TPTE (-516958)
Region1056	NRXN2 (+34619)
Region1057	PLEKHM3 (+102795)
Region1058	ARMC8 (+159)
Region1059	ACTR6 (-57338)
Region1060	CCNJ (-60)
Region1061	NOX4 (-66360)
Region1062	ENSG00000268279 (+9426)
Region1063	KCNQ5 (-89746)
Region1064	TRIM74 (-36458)
Region1065	UBTD2 (+89)
Region1066	SOX11 (+169744)
Region1067	ITGB2 (+1106)
Region1068	GAPDHS (+665)
Region1069	PPM1N (+254)
Region1070	FLRT2 (+405432)
Region1071	COL6A3 (-20645)
Region1072	AFG3L2 (-42)
Region1073	MTERF1 (+89419)
Region1074	HMGA1 (-12708)
Region1075	NONE
Region1076	MARCH1 (-17120)
Region1077	CSMD3 (-442502)
Region1078	ZKSCAN8 (-4863)
Region1079	TFG (-41236)
Region1080	NTN5 (+11852)
Region1081	HSBP1 (+142)
Region1082	TMEM18 (+29333)
Region1083	SFXN1 (+55874)
Region1084	CNTNAP5 (+108587)
Region1085	KCNJ18 (-141019)
Region1086	CCDC3 (+85083)
Region1087	TRRAP (+555)
Region1088	HINT1 (+56384)
Region1089	TFG (-17)
Region1090	GABRG1 (+410786)
Region1091	ZDHHC7 (+59080)
Region1092	SCN11A (-3893)
Region1093	ITPK1 (+340)
Region1094	ELF1 (+34328)
Region1095	ARL4C (-601)
Region1096	PHLDA1 (+2283)
Region1097	TLR5 (-111732)
Region1098	GLYCTK (+52)
Region1099	UACA (+204105)
Region1100	ATAD2 (+35446)
Region1101	CD180 (+30857)
Region1102	ZMIZ1 (+78)
Region1103	LRTM1 (-270991)
Region1104	ZDHHC19 (+31351)
Region1105	LBH (+105753)
Region1106	KIAA0319L (+18230)
Region1107	ANXA2R (+23024)
Region1108	RBM26 (+154520)
Region1109	SPATA5 (-98)
Region1110	CUL1 (-70092)
Region1111	CHRM3 (-319155)
Region1112	AP1M2 (-15612)
Region1113	ARL4A (+368334)
Region1114	FOXN3 (+118738)
Region1115	INTU (-212396)
Region1116	PAX3 (+141177)
Region1117	ZFPM1 (+52271)
Region1118	DPPA2 (+38913)
Region1119	CCDC61 (+5522)
Region1120	PRSS58 (-87872)
Region1121	C17orf113 (-13219)
Region1122	METTL24 (-20297)
Region1123	FANCL (-716298)
Region1124	ENC1 (+758)
Region1125	RBM22 (+79)
Region1126	BCL2 (+165574)
Region1127	ATPAF2 (+5603)
Region1128	AGA (-959594)
Region1129	IKZF3 (+50337)
Region1130	PDE3B (+70281)
Region1131	CCNH (-188769)
Region1132	FAM98B (-12221)
Region1133	MORC1 (-58941)
Region1134	CCL22 (-16097)
Region1135	DBI (-28131)
Region1136	BMT2 (-62)
Region1137	NONE
Region1138	FMN1 (-39)
Region1139	HS3ST3A1 (-10)
Region1140	MAN1A1 (+35919)
Region1141	TENM3 (-40474)
Region1142	MMD (+65077)
Region1143	PUS7L (-48)
Region1144	CIDEA (+17473)
Region1145	MMGT1 (+56843)
Region1146	SLTM (-99)
Region1147	RUSC2 (-168043)
Region1148	PHKB (+102337)
Region1149	DHRS7 (+4442)
Region1150	RIMBP3C (-16324)
Region1151	CFAP99 (+15339)
Region1152	HERC6 (+332)
Region1153	DPYD (-6298)
Region1154	TPTE (-785922)
Region1155	TMEM242 (+87511)
Region1156	AKAP8 (+30161)
Region1157	DPPA4 (-236014)
Region1158	MED28 (-52)
Region1159	HMGN5 (-25)
Region1160	PHF2 (+600)
Region1161	SEC14L1 (-2107)
Region1162	CENPE (-15)
Region1163	RET (-143262)
Region1164	A1BG (+5853)
Region1165	TTL (-439)
Region1166	PLPPR5 (+133221)
Region1167	POU1F1 (-320704)
Region1168	DHFR2 (-468948)
Region1169	TMED7 (-60)
Region1170	TBC1D4 (+275)
Region1171	CD27 (-17834)
Region1172	PABPC4 (+16725)
Region1173	RNF187 (-7590)
Region1174	SHH (-45672)
Region1175	COL26A1 (+28334)
Region1176	RASAL1 (+379)
Region1177	PWP2 (+120)
Region1178	CLDND1 (+40)
Region1179	REEP3 (+780575)
Region1180	IGF1R (-204222)
Region1181	PRNP (-2140)
Region1182	MUT (+557024)
Region1183	USP37 (+47982)
Region1184	POLK (-14)
Region1185	RECK (-27444)
Region1186	DNAAF4 (+9902)
Region1187	ADGRL2 (-300866)
Region1188	FBXO11 (-200827)
Region1189	PDLIM2 (-6415)
Region1190	IFNG (+22200)
Region1191	NUAK1 (+107159)
Region1192	ESD (+117262)
Region1193	XYLT1 (-48272)
Region1194	ZNF420 (-118)
Region1195	ENSG00000250782 (+722443)
Region1196	SGPP1 (+77444)
Region1197	UGT1A8 (-12004)
Region1198	STK3 (+1516)
Region1199	EDN2 (-189151)
Region1200	ZHX1 (+81)
Region1201	NCAM2 (-327)
Region1202	MTURN (+28324)
Region1203	HTR4 (-76526)
Region1204	ARSB (+1699)
Region1205	CMC1 (+49)
Region1206	LDLRAD4 (-60372)
Region1207	AMZ2 (-78895)
Region1208	ITPK1 (+81318)
Region1209	SIPA1L3 (-85)
Region1210	MTX2 (+310027)
Region1211	EPHB6 (-596)
Region1212	LMO4 (+604138)
Region1213	GPR182 (-6728)
Region1214	IL18 (+1605)
Region1215	RASGEF1C (-70836)
Region1216	WDR7 (-89)
Region1217	TRERF1 (-1119)
Region1218	BOLL (-24)
Region1219	SCP2D1 (+172356)
Region1220	SZT2 (-12)
Region1221	TFE3 (-173)
Region1222	LSAMP (+43506)
Region1223	S100A6 (+89)
Region1224	SLC25A13 (-75017)
Region1225	OR4L1 (-10922)
Region1226	NONE
Region1227	NONE
Region1228	SMC5 (-96239)
Region1229	TMEM211 (-115880)
Region1230	FOXP1 (+453302)
Region1231	PRPF3 (-12908)
Region1232	CXADR (+489)
Region1233	RFLNA (+32927)
Region1234	NEK8 (+40)
Region1235	ZNF277 (-42)
Region1236	BDKRB2 (-78217)
Region1237	TYRP1 (-377927)
Region1238	VEZT (+115987)
Region1239	MYH10 (-56095)
Region1240	DDX28 (-17254)
Region1241	TRIM25 (+9)
Region1242	ABCB4 (+38778)
Region1243	NEK10 (+20588)
Region1244	TRIM32 (+210786)
Region1245	UNC50 (+55919)
Region1246	LBR (-38791)
Region1247	FOXA2 (-80950)
Region1248	MAST4 (-92865)
Region1249	UST (+110886)
Region1250	NONE
Region1251	IL6ST (-63962)
Region1252	MT4 (+12129)
Region1253	ZSCAN30 (+22837)
Region1254	P2RX1 (+4993)
Region1255	FSTL5 (+59639)
Region1256	KTI12 (+57)
Region1257	NMU (-106673)
Region1258	OSBPL1A (+126244)
Region1259	ZYG11A (+7366)
Region1260	PTPRG (-109054)
Region1261	SYPL1 (+55454)
Region1262	ARHGAP8 (-15910)
Region1263	DYNLT1 (+5)
Region1264	TRIB2 (+290189)
Region1265	SLC35G3 (+1190)
Region1266	BRF2 (-21395)
Region1267	EFR3B (-62)
Region1268	GADD45B (+2924)
Region1269	RIPPLY3 (-16493)
Region1270	PRKCD (-24)
Region1271	PIK3CG (-160)
Region1272	RRAGC (+272617)
Region1273	LPGAT1 (-30085)
Region1274	GDI2 (+38677)
Region1275	YWHAZ (+36130)
Region1276	OSTM1 (-28)
Region1277	EFNA5 (-478000)
Region1278	GSTK1 (+27)
Region1279	SHISA6 (-176006)
Region1280	PIK3AP1 (+11785)
Region1281	AGO2 (-82006)
Region1282	NR5A2 (+11920)
Region1283	PRSS48 (+131809)
Region1284	GATA6 (-160344)
Region1285	MUC4 (-38860)
Region1286	WWOX (+388642)
Region1287	ERN1 (-8609)
Region1288	FAM83G (+157)
Region1289	ZNF449 (-222)
Region1290	ZKSCAN2 (-116094)
Region1291	CDC42BPB (-46)
Region1292	TXN (+77)
Region1293	NEIL3 (+70)
Region1294	DDX25 (-4)
Region1295	MAT2B (+60679)
Region1296	MMEL1 (-22748)
Region1297	RASA3 (-10380)
Region1298	ZNF251 (-6)
Region1299	NDUFA4 (+144147)
Region1300	NID1 (+93240)
Region1301	HEATR6 (+98)
Region1302	TRMT12 (-132)
Region1303	TGOLN2 (+42434)
Region1304	C11orf80 (-65)
Region1305	SH3PXD2A (+177058)
Region1306	DOCK1 (-79031)
Region1307	ARNT (-2642)
Region1308	HARS2 (-25)
Region1309	NPEPPS (+39)
Region1310	IGSF9B (+11620)
Region1311	TMEM121 (+173602)
Region1312	GPD1L (+7705)
Region1313	DEFB115 (-427462)
Region1314	ZNF831 (-102)
Region1315	SCYL1 (-26109)
Region1316	MEIS1 (+391685)
Region1317	NMBR (+3581)
Region1318	SLC22A31 (+7466)
Region1319	PTPRG (+55451)
Region1320	CDH22 (+314)
Region1321	HSP90AB1 (-9901)
Region1322	CLUL1 (+10)
Region1323	ARHGAP20 (+133423)
Region1324	ABLIM2 (+24872)
Region1325	IL6ST (-225232)
Region1326	NFKB1 (+113071)
Region1327	PCDH7 (+712628)
Region1328	STYK1 (+124)
Region1329	NAP1L5 (+350)
Region1330	TMPRSS4 (-25336)
Region1331	TLR2 (-17196)
Region1332	LHX3 (-15364)
Region1333	METAP1D (+344)
Region1334	ZNF449 (+176685)
Region1335	PLCL2 (+266780)
Region1336	LZTFL1 (+44)
Region1337	PKNOX2 (+56716)
Region1338	ENSG00000248767 (+32106)
Region1339	HIP1 (+10783)
Region1340	NAT10 (+68960)
Region1341	GALNT14 (+72284)
Region1342	ZC4H2 (-58436)
Region1343	ACP2 (-10)
Region1344	CLIP4 (+379063)
Region1345	ST3GAL1 (-565823)
Region1346	LIPM (+7700)
Region1347	LRP1B (+419981)
Region1348	YARS2 (-51512)
Region1349	TMEM57 (+43771)
Region1350	DPF3 (+223886)
Region1351	RAI1 (+13318)
Region1352	USP45 (-7)
Region1353	MINDY1 (+11826)
Region1354	AGK (-17696)
Region1355	ENSG00000268041 (+751)
Region1356	ARID3A (-4157)
Region1357	LAS1L (-135)
Region1358	SLC10A7 (-530)
Region1359	ELOVL1 (+586)
Region1360	APPBP2 (+72)
Region1361	RRP8 (-60)
Region1362	ERCC6L2 (+146136)
Region1363	SLFN13 (+350)
Region1364	RGS7 (+251986)
Region1365	TRAPPC10 (+248)
Region1366	WASF1 (-27)
Region1367	AP1S3 (+103840)
Region1368	RLIM (+92120)
Region1369	HERC5 (+4)
Region1370	FOSL2 (-2211)
Region1371	FKBP1C (-317342)
Region1372	TMEM5 (-483)
Region1373	ANXA2R (+48282)
Region1374	CD70 (+172)
Region1375	VAC14 (-55)
Region1376	G6PC3 (-4069)
Region1377	NKX6-2 (+88880)
Region1378	RRP12 (+18531)
Region1379	PXYLP1 (-39408)
Region1380	DLL1 (-258)
Region1381	ARHGEF16 (+76917)
Region1382	IGFBP3 (-592219)
Region1383	KCNC4 (-1254)
Region1384	PARP10 (+9515)
Region1385	CDC42BPG (-15002)
Region1386	ZNF417 (-42)
Region1387	CPS1 (+194340)
Region1388	PCCB (+107676)
Region1389	TMEM215 (-411)
Region1390	PPP1R1C (-24484)
Region1391	IFFO2 (-117937)
Region1392	OLFM3 (-463552)
Region1393	BBS7 (-14)
Region1394	LDLRAD3 (+201)
Region1395	ZNF184 (-45580)
Region1396	FGFBP2 (-80)
Region1397	NCR2 (-16754)
Region1398	NPIPB11 (+94358)
Region1399	ACTR3 (-41)
Region1400	TCAF2 (+23)
Region1401	SUCLA2 (+63)
Region1402	RUNX2 (+110)
Region1403	TFDP2 (+109829)
Region1404	TNRC6C (-45093)
Region1405	GLIS1 (-5094)
Region1406	PAPSS1 (+133)
Region1407	ISL2 (+31635)
Region1408	IGF2BP1 (+287)
Region1409	DCC (+529709)
Region1410	DGKH (-8353)
Region1411	CCSAP (+306)
Region1412	GNG2 (-13018)
Region1413	TMEM140 (+53)
Region1414	AKAIN1 (-40540)
Region1415	PAX7 (+14491)
Region1416	TNFRSF25 (+5625)
Region1417	ATF3 (-35)
Region1418	OR4N2 (-21727)
Region1419	NOVA1 (+766450)
Region1420	DZIP3 (-89)
Region1421	CBLB (-266491)
Region1422	PIP4K2A (+794)
Region1423	SALL3 (-105161)
Region1424	MICU1 (-12)
Region1425	ITGAE (+29880)
Region1426	SPN (-62783)
Region1427	SLCO5A1 (-71134)
Region1428	DHRS4 (+161)
Region1429	THAP4 (+19782)
Region1430	GPER1 (+271)
Region1431	CPT1A (-2169)
Region1432	TSPAN12 (+66040)
Region1433	SPATA31A1 (+454077)
Region1434	ZC3H12A (-40011)
Region1435	TXNDC5 (+91)
Region1436	CDRT15L2 (+119113)
Region1437	LMCD1 (-144334)
Region1438	RPA1 (+41953)
Region1439	AKR1E2 (-349993)
Region1440	ACER3 (+26)
Region1441	UNKL (+6382)
Region1442	LRRC34 (-1232)
Region1443	XYLT1 (+125580)
Region1444	RPTN (-30105)
Region1445	SMC2 (-96476)
Region1446	PAIP1 (+47)
Region1447	AEN (-13)
Region1448	ST8SIA4 (+2279)
Region1449	PKHD1 (+272232)
Region1450	PMM2 (+34949)
Region1451	RNF125 (+303)
Region1452	RNASE1 (+3248)
Region1453	BLOC1S5 (-38)
Region1454	RUNX3 (-131)
Region1455	NONE
Region1456	LRRC37A3 (+81583)
Region1457	ZBTB7C (+3779)
Region1458	NONE
Region1459	GALR1 (+420719)
Region1460	FGF9 (+373369)
Region1461	H6PD (-48266)
Region1462	SSR1 (+119)
Region1463	GIMAP2 (-16994)
Region1464	FRS3 (+5124)
Region1465	ACTR3 (+972)
Region1466	RBBP6 (-85455)
Region1467	SMURF2 (-259)
Region1468	ACTN4 (+33667)
Region1469	RXFP2 (-155363)
Region1470	MPZL3 (+33)
Region1471	CSRNP1 (+667)
Region1472	TMEM200B (+20783)
Region1473	FAR1 (-238)
Region1474	PAIP2B (-24010)
Region1475	MCHR2 (-9016)
Region1476	OOSP2 (-46502)
Region1477	PTPN13 (+335)
Region1478	ATP2B1 (-172003)
Region1479	SYNJ1 (+4)
Region1480	LRRC14 (-65)
Region1481	PDGFB (+2633)
Region1482	CST7 (+22)
Region1483	KCNQ5 (-82845)
Region1484	ZNFX1 (-40517)
Region1485	MSMP (-13648)
Region1486	LRP1B (+54239)
Region1487	NT5DC1 (+58)
Region1488	FAM184A (+49)
Region1489	MYC (+269833)
Region1490	APAF1 (+230858)
Region1491	PLCXD3 (-135159)
Region1492	ACOT2 (+608)
Region1493	TRIB1 (+520957)
Region1494	PRKCH (-104)
Region1495	CTPS2 (-191)
Region1496	CYB561 (-6218)
Region1497	PPIC (+542)
Region1498	NDUFB10 (-23)
Region1499	PANO1 (+731)
Region1500	ALCAM (-148)
Region1501	CLEC16A (-2001)
Region1502	CXCL12 (-243136)
Region1503	MKI67 (-614022)
Region1504	SPATA16 (-84713)
Region1505	HOOK1 (-80524)
Region1506	IRF1 (+24119)
Region1507	MRPL37 (+85105)
Region1508	EPHA5 (+272028)
Region1509	BCL9L (-3590)
Region1510	TSPAN14 (+25)
Region1511	DHX58 (-13)
Region1512	LIN28B (+60148)
Region1513	TUB (-5237)
Region1514	CBLN2 (+193036)
Region1515	CEP44 (-574)
Region1516	ERRFI1 (-38959)
Region1517	NONE
Region1518	CLNK (+13272)
Region1519	MTRNR2L6 (-166308)
Region1520	NKX2-2 (+8609)
Region1521	GADD45A (+108)
Region1522	EZR (+10232)
Region1523	ART5 (+61118)
Region1524	GLI3 (+41858)
Region1525	CACNB4 (-24077)
Region1526	ENSG00000283526 (+45844)
Region1527	TMEM135 (-160)
Region1528	IGF2 (+93822)
Region1529	ZNF683 (-5733)
Region1530	ARL14EP (-41121)
Region1531	TUSC2 (-10)
Region1532	HEATR1 (-109)
Region1533	SLC18A2 (-16461)
Region1534	TSPYL4 (+50)
Region1535	CYTIP (+39571)
Region1536	KCNJ12 (+119106)
Region1537	CHRM3 (+90678)
Region1538	MTHFD1L (+386)
Region1539	SEMA6C (+15042)
Region1540	PRELID2 (+432693)
Region1541	CXCR4 (+18415)
Region1542	EDEM2 (+2)
Region1543	JUNB (-1528)
Region1544	ZNF493 (-69)
Region1545	PLSCR3 (+286)
Region1546	RGS3 (+78755)
Region1547	HLA-B (+48912)
Region1548	FOXP1 (+94517)
Region1549	MAN1C1 (+25205)
Region1550	ICOS (+286298)
Region1551	CFAP77 (+77115)
Region1552	ATP6V1H (+185402)
Region1553	TBC1D22A (+28836)
Region1554	SELPLG (-3958)
Region1555	NONE
Region1556	PFKL (-213)
Region1557	SNX19 (-298947)
Region1558	OR10P1 (-17121)
Region1559	ANKRD12 (+50344)
Region1560	PRR14 (-16748)
Region1561	KDM8 (-13997)
Region1562	PROP1 (+51769)
Region1563	N6AMT1 (+279938)
Region1564	KDM8 (-326008)
Region1565	ZNF516 (+170885)
Region1566	UNC50 (+46848)
Region1567	GLI4 (-63)
Region1568	ETV5 (-135)
Region1569	UXS1 (+29247)
Region1570	SLAMF6 (+1629)
Region1571	PTCH1 (+45910)
Region1572	CKAP4 (+281)
Region1573	HNRNPA3 (+13)
Region1574	GJA3 (-97)
Region1575	MACROD1 (-264)
Region1576	C3orf38 (+424044)
Region1577	MRPL43 (+86)
Region1578	IYD (+82998)
Region1579	CCZ1B (-31140)
Region1580	ITM2A (-18)
Region1581	GSX2 (-8041)
Region1582	SLC7A6 (+11441)
Region1583	BTF3 (+21353)
Region1584	TLE4 (+40882)
Region1585	ITGB2 (-3796)
Region1586	NDUFS3 (+70)
Region1587	IFNAR1 (+37373)
Region1588	MRPS17 (-23089)
Region1589	RBM24 (-608)
Region1590	ADAMTS5 (-122173)
Region1591	RGN (-58669)
Region1592	MAX (-120104)
Region1593	PRKCB (+178196)
Region1594	C19orf12 (-1575)
Region1595	ZFP14 (+51)
Region1596	KAT6B (-87407)
Region1597	SMYD4 (+6255)
Region1598	MBL2 (-192924)
Region1599	RUNX1 (+62158)
Region1600	CAMK2D (+213547)
Region1601	ZMIZ1 (-43559)
Region1602	IMPDH1 (+384)
Region1603	N4BP1 (-13192)
Region1604	SGK1 (+70651)
Region1605	MED15 (+43710)
Region1606	ARL14EP (+137)
Region1607	NRIP3 (-27001)
Region1608	EDEM3 (-108)
Region1609	ADORA2A (+2612)
Region1610	GPR149 (-178905)
Region1611	SMLR1 (-38740)
Region1612	ACSM6 (+36732)
Region1613	LAPTM5 (+13972)
Region1614	ATP2B1 (-154920)
Region1615	YWHAQ (-62461)
Region1616	CDH20 (+75672)
Region1617	DEPTOR (+34)
Region1618	TENM4 (-511987)
Region1619	ANTXR2 (-53315)
Region1620	PANK4 (+332)
Region1621	CITED2 (+270)
Region1622	RRAGC (+300157)
Region1623	FER (-366895)
Region1624	USP38 (+13)
Region1625	TPP2 (-15610)
Region1626	EML1 (+95926)
Region1627	LMNA (+15942)
Region1628	UST (+522)
Region1629	RPS6KA3 (+14017)
Region1630	ISM1 (+40233)
Region1631	AKAP17A (-6)
Region1632	OCIAD2 (-35282)
Region1633	CCT7 (+122)
Region1634	USE1 (-30709)
Region1635	HADH (+39555)
Region1636	CDH26 (+100178)
Region1637	PPP1R3A (+101113)
Region1638	DTNB (+23527)
Region1639	HSPA13 (-96)
Region1640	TBX6 (-156)
Region1641	TCL1B (-46646)
Region1642	CPA6 (+41635)
Region1643	SLC35D2 (-15339)
Region1644	IL6ST (+58728)
Region1645	SCML2 (+65)
Region1646	PPIAL4D (-39089)
Region1647	BMP10 (+41996)
Region1648	SNAPC3 (-115490)
Region1649	AP1S2 (-137)
Region1650	SLC25A29 (+21040)
Region1651	SMPD3 (+30612)
Region1652	PSAP (+79)
Region1653	LSR (-8168)
Region1654	KIAA0408 (-283)
Region1655	ULK4 (-51177)
Region1656	DUSP2 (-87)
Region1657	UGGT1 (-6552)
Region1658	NSUN5 (-5)
Region1659	ERBB3 (+205)
Region1660	CKAP2L (-91)
Region1661	EMX2 (+200558)
Region1662	ROPN1B (-10637)
Region1663	GNS (+88)
Region1664	PRDM5 (-44694)
Region1665	TRAIP (+17166)
Region1666	PLPBP (-29)
Region1667	MAML2 (-144)
Region1668	GULP1 (-189291)
Region1669	TOMM20 (-11584)
Region1670	GRHL1 (+29325)
Region1671	AFAP1L1 (-46669)
Region1672	LEPROTL1 (-4363)
Region1673	TBL1Y (+363143)
Region1674	KIT (+61938)
Region1675	COMMD3 (-64050)
Region1676	WRB (+7436)
Region1677	METTL21A (-916)
Region1678	SLC1A4 (-115625)
Region1679	CMPK2 (+92426)
Region1680	DYNLT1 (+9847)
Region1681	RNF152 (+94723)
Region1682	STARD6 (-84320)
Region1683	RAB42 (-10302)
Region1684	TAS2R50 (+3929)
Region1685	NCOA7 (+44)
Region1686	SPRED3 (+5733)
Region1687	ACTR2 (+88649)
Region1688	CHCHD3 (-118)
Region1689	USP42 (+15230)
Region1690	PLXDC2 (-216253)
Region1691	RCL1 (+80789)
Region1692	IGF2BP3 (-14562)
Region1693	MAD2L2 (+10420)
Region1694	MTIF2 (-13039)
Region1695	NONE
Region1696	LANCL1 (+130)
Region1697	CD226 (+79776)
Region1698	ETS1 (+268460)
Region1699	IRX4 (-151670)
Region1700	BRMS1L (-11)
Region1701	MGEA5 (-12498)
Region1702	RBL2 (+22354)
Region1703	CCDC14 (+45)
Region1704	TAL1 (+4336)
Region1705	RUNX2 (-17665)
Region1706	ELMO1 (+106301)
Region1707	BCOR (+300206)
Region1708	KIF18A (+128504)
Region1709	CPVL (-142485)
Region1710	NRDE2 (+143)
Region1711	DGCR2 (+11820)
Region1712	SYT4 (+80354)
Region1713	NLRP12 (+31262)
Region1714	ARFGAP2 (+76)
Region1715	COLCA2 (+19929)
Region1716	ZNF117 (+43271)
Region1717	MCHR1 (-26809)
Region1718	TMEM59 (+22)
Region1719	IL16 (+40990)
Region1720	CENPS (+87)
Region1721	AMPH (+195534)
Region1722	LRRTM1 (-442852)
Region1723	RHEB (+86715)
Region1724	KLF3 (-333562)
Region1725	ACTL7B (+56615)
Region1726	CUL2 (-16173)
Region1727	MTX2 (+265479)
Region1728	VRK1 (+236039)
Region1729	OR4D9 (+49215)
Region1730	CLCC1 (+47)
Region1731	FTO (+119329)
Region1732	RAB42 (+316)
Region1733	TRPC3 (+171)
Region1734	PTPN2 (-27015)
Region1735	PRKCI (+31)
Region1736	UBE2Q1 (+26581)
Region1737	ZFAND5 (+94953)
Region1738	LRRC41 (+1235)
Region1739	GOLGA6L4 (-92739)
Region1740	ANXA7 (-3)
Region1741	IL6ST (-334357)
Region1742	ZBTB43 (-82208)
Region1743	THRB (-99396)
Region1744	IL20RB (+262097)
Region1745	NDFIP1 (+48871)
Region1746	ACTBL2 (-302065)
Region1747	WAS (-7384)
Region1748	CFDP1 (-41)
Region1749	HECTD4 (+123859)
Region1750	TMEM182 (+732981)
Region1751	C14orf159 (-86)
Region1752	AHRR (+40086)
Region1753	GRB14 (+411246)
Region1754	SYT1 (+221751)
Region1755	GULP1 (+112537)
Region1756	SUMF2 (+117)
Region1757	TFDP2 (-23)
Region1758	TNFRSF10C (+27435)
Region1759	ETS2 (+156775)
Region1760	FAM46C (+50496)
Region1761	WNT7B (-36746)
Region1762	CD7 (+14039)
Region1763	NUP155 (+51917)
Region1764	CBLB (-337533)
Region1765	GCLC (+51824)
Region1766	MBLAC2 (+70)
Region1767	FGF9 (+443433)
Region1768	RAB3C (+243208)
Region1769	RGS16 (-22)
Region1770	DMAC1 (-312904)
Region1771	GSX1 (+33843)
Region1772	CYP2D6 (+3467)
